Gene,T0.0h_Rep1,T0.0h_Rep2,T0.0h_Rep3,T1.2h_Rep1,T1.2h_Rep2,T1.2h_Rep3,T2.4h_Rep1,T2.4h_Rep2,T2.4h_Rep3,T3.7h_Rep1,T3.7h_Rep2,T3.7h_Rep3,T4.9h_Rep1,T4.9h_Rep2,T4.9h_Rep3,T6.1h_Rep1,T6.1h_Rep2,T6.1h_Rep3,T7.3h_Rep1,T7.3h_Rep2,T7.3h_Rep3,T8.5h_Rep1,T8.5h_Rep2,T8.5h_Rep3,T9.8h_Rep1,T9.8h_Rep2,T9.8h_Rep3,T11.0h_Rep1,T11.0h_Rep2,T11.0h_Rep3,T12.2h_Rep1,T12.2h_Rep2,T12.2h_Rep3,T13.4h_Rep1,T13.4h_Rep2,T13.4h_Rep3,T14.6h_Rep1,T14.6h_Rep2,T14.6h_Rep3,T15.9h_Rep1,T15.9h_Rep2,T15.9h_Rep3,T17.1h_Rep1,T17.1h_Rep2,T17.1h_Rep3,T18.3h_Rep1,T18.3h_Rep2,T18.3h_Rep3,T19.5h_Rep1,T19.5h_Rep2,T19.5h_Rep3,T20.7h_Rep1,T20.7h_Rep2,T20.7h_Rep3,T22.0h_Rep1,T22.0h_Rep2,T22.0h_Rep3,T23.2h_Rep1,T23.2h_Rep2,T23.2h_Rep3,T24.4h_Rep1,T24.4h_Rep2,T24.4h_Rep3,T25.6h_Rep1,T25.6h_Rep2,T25.6h_Rep3,T26.8h_Rep1,T26.8h_Rep2,T26.8h_Rep3,T28.1h_Rep1,T28.1h_Rep2,T28.1h_Rep3,T29.3h_Rep1,T29.3h_Rep2,T29.3h_Rep3,T30.5h_Rep1,T30.5h_Rep2,T30.5h_Rep3,T31.7h_Rep1,T31.7h_Rep2,T31.7h_Rep3,T32.9h_Rep1,T32.9h_Rep2,T32.9h_Rep3,T34.2h_Rep1,T34.2h_Rep2,T34.2h_Rep3,T35.4h_Rep1,T35.4h_Rep2,T35.4h_Rep3,T36.6h_Rep1,T36.6h_Rep2,T36.6h_Rep3,T37.8h_Rep1,T37.8h_Rep2,T37.8h_Rep3,T39.1h_Rep1,T39.1h_Rep2,T39.1h_Rep3,T40.3h_Rep1,T40.3h_Rep2,T40.3h_Rep3,T41.5h_Rep1,T41.5h_Rep2,T41.5h_Rep3,T42.7h_Rep1,T42.7h_Rep2,T42.7h_Rep3,T43.9h_Rep1,T43.9h_Rep2,T43.9h_Rep3,T45.2h_Rep1,T45.2h_Rep2,T45.2h_Rep3,T46.4h_Rep1,T46.4h_Rep2,T46.4h_Rep3,T47.6h_Rep1,T47.6h_Rep2,T47.6h_Rep3,T48.8h_Rep1,T48.8h_Rep2,T48.8h_Rep3,T50.0h_Rep1,T50.0h_Rep2,T50.0h_Rep3,T51.3h_Rep1,T51.3h_Rep2,T51.3h_Rep3,T52.5h_Rep1,T52.5h_Rep2,T52.5h_Rep3,T53.7h_Rep1,T53.7h_Rep2,T53.7h_Rep3,T54.9h_Rep1,T54.9h_Rep2,T54.9h_Rep3,T56.1h_Rep1,T56.1h_Rep2,T56.1h_Rep3,T57.4h_Rep1,T57.4h_Rep2,T57.4h_Rep3,T58.6h_Rep1,T58.6h_Rep2,T58.6h_Rep3,T59.8h_Rep1,T59.8h_Rep2,T59.8h_Rep3,T61.0h_Rep1,T61.0h_Rep2,T61.0h_Rep3,T62.2h_Rep1,T62.2h_Rep2,T62.2h_Rep3,T63.5h_Rep1,T63.5h_Rep2,T63.5h_Rep3,T64.7h_Rep1,T64.7h_Rep2,T64.7h_Rep3,T65.9h_Rep1,T65.9h_Rep2,T65.9h_Rep3,T67.1h_Rep1,T67.1h_Rep2,T67.1h_Rep3,T68.3h_Rep1,T68.3h_Rep2,T68.3h_Rep3,T69.6h_Rep1,T69.6h_Rep2,T69.6h_Rep3,T70.8h_Rep1,T70.8h_Rep2,T70.8h_Rep3,T72.0h_Rep1,T72.0h_Rep2,T72.0h_Rep3
dxr,5.9002,5.9069,5.6315,5.4475,5.3729,5.3002,5.7037,5.1972,5.2934,5.7586,5.6856,6.0220,6.5020,6.6265,6.3267,6.8807,6.9473,6.7624,6.2021,6.2188,6.1519,6.2093,6.2390,6.1915,5.1760,5.4039,5.8532,6.0453,5.6296,5.8647,5.9506,5.7609,5.5040,5.1587,5.1175,5.1366,5.4982,5.7197,5.7794,6.5709,6.1397,6.6573,6.4747,6.6131,6.3328,6.9360,6.9591,6.9029,6.8953,7.0760,7.0741,8.1582,8.0113,7.7005,7.3436,6.8582,7.1462,8.7669,8.6325,8.9424,8.6646,8.7122,8.8144,9.0659,9.2163,8.9931,9.3197,9.4995,9.6816,9.7578,9.4873,9.5741,9.4935,9.0633,8.9963,9.4888,9.6622,9.5622,9.5665,9.4782,9.2241,9.1685,9.1110,9.3560,9.7629,9.7913,10.1453,9.4717,10.1858,9.8318,10.0225,10.4216,10.2257,9.6405,9.8457,9.8656,10.7169,10.6411,10.3460,9.0172,8.9936,9.1142,9.5129,9.5201,9.5525,9.6455,10.3321,10.0008,9.8347,10.1569,10.1449,10.4423,10.1885,10.2319,10.4016,10.2354,10.6591,10.5830,10.7780,10.6783,9.8913,9.6083,9.6471,9.8678,9.5392,9.4241,9.7743,9.7397,9.5953,9.4203,9.5461,9.8305,10.4141,9.7483,9.9580,9.1867,9.5323,9.4538,10.0315,10.4344,10.4163,9.7192,9.9696,9.7916,9.3851,9.6093,9.4572,9.0834,8.9534,9.6081,9.1561,9.3578,9.3904,9.1326,9.0155,9.0710,9.6355,9.7485,9.7772,8.5653,8.8154,9.0288,9.6634,9.2509,9.2158,9.0163,8.9356,9.3514,9.2243,9.3841,8.7772,9.6189,9.6474,9.6241,9.4747,9.0047,9.5973,9.5202,9.1758,9.2824
ispD,6.1388,6.2112,6.2504,6.6201,6.8507,6.8172,6.7030,6.6434,7.0326,6.3149,6.2560,6.6791,6.3145,6.4481,6.5661,6.2529,6.7754,6.6748,7.3352,7.1117,7.3717,7.1060,7.4646,6.8348,7.0576,7.1719,6.9855,6.2620,6.7746,6.3831,6.5750,6.2559,6.6212,7.3797,6.9728,6.9665,7.4261,7.1491,7.2922,7.9411,8.0860,8.2636,8.9204,8.4466,8.6507,8.7188,8.1356,8.1956,8.4432,8.7510,8.4724,8.6249,8.8697,8.8621,8.3222,8.1232,8.7141,8.2435,8.5161,8.4090,8.5755,9.1019,8.2834,9.4236,9.5167,9.1039,8.6599,8.7351,9.0873,9.2603,9.5720,9.1981,9.5354,9.8814,9.7498,9.6429,9.5568,9.1038,8.9595,8.8106,9.3244,9.2518,8.5789,9.0281,9.5769,9.6911,9.6246,9.0215,9.0870,9.5682,9.9219,10.3192,10.2482,9.2456,9.2705,9.4461,9.4544,9.4874,9.5467,10.0178,10.0221,9.8377,10.1736,9.6077,9.7796,9.0266,9.2832,9.2180,8.8860,8.9850,8.5383,8.5381,8.6851,8.8589,8.8471,8.7786,9.3111,8.6466,8.4995,8.7824,8.6736,9.0350,8.8126,8.0405,8.3049,8.7122,8.5346,8.3489,8.5800,8.4393,8.0502,8.6071,7.7432,7.7604,7.9754,8.2304,8.4146,8.2541,7.8092,7.9420,7.9493,6.1215,6.2154,6.1361,7.5782,7.4116,7.2780,7.4830,7.5695,7.1882,7.3227,7.5830,7.4765,7.3240,7.4747,6.7037,8.1068,8.2395,7.9044,7.9669,7.8802,8.0535,7.9786,7.6556,7.9859,7.9830,8.4729,7.9173,7.7541,7.4505,7.7129,7.8150,7.5450,7.3790,7.6499,7.7774,7.6562,6.9930,7.6447,7.4542
ispE,6.6917,6.5807,6.2700,6.8078,6.7515,6.3642,5.8305,6.1174,6.4196,6.7476,6.2558,5.9716,5.8469,5.7310,5.5662,7.1468,7.0326,7.2434,6.1966,6.2789,5.9262,6.4126,6.8640,6.8063,7.0232,7.1052,6.6652,7.2762,6.8778,7.2511,7.4346,7.1256,6.9805,7.6026,7.4481,7.6280,7.3345,7.3919,7.0637,7.1841,7.7897,7.4348,7.4706,7.9245,7.8659,8.0827,7.7289,7.5950,8.0560,8.2000,7.9031,8.6773,8.1277,8.1215,8.8860,8.7324,8.6812,8.8107,9.2409,8.9210,9.5220,9.2634,9.3523,9.5961,9.3681,9.7503,9.3930,9.2839,9.2256,8.6856,9.0665,8.9110,9.2558,9.4105,9.3132,9.5124,9.5454,9.7411,8.6691,8.5855,8.3099,9.7254,10.1608,10.1082,9.6892,9.5751,9.3893,9.8141,9.4429,9.7012,9.7802,9.5743,9.8708,9.8295,10.1531,9.8567,9.9287,9.7753,9.9514,9.1592,9.2806,9.1065,9.3993,9.8112,9.4906,9.6480,9.8932,9.8229,9.3886,9.2460,9.4188,9.2886,9.3809,8.7361,8.8386,8.4224,8.6151,8.4568,8.7359,8.4257,8.4328,8.5646,8.2478,8.1449,8.6396,8.7836,6.9392,7.4328,7.6262,8.5221,8.5453,8.1917,7.3237,7.2679,7.1512,7.6775,7.7830,7.5088,7.6373,7.3789,7.6027,7.7176,7.4984,7.8341,7.1448,6.8681,7.3777,7.8212,7.9893,8.5623,7.8402,7.7234,8.1189,8.3045,7.8290,7.8385,7.8336,7.9249,8.1472,7.6547,7.4048,7.3201,7.2350,7.3989,7.1329,8.0673,7.6586,7.6540,7.7651,8.2426,8.1572,7.2649,7.5565,7.2970,7.5975,7.2619,7.4609,6.9843,6.8404,7.1594
ispF,7.0420,6.4718,6.9270,5.7688,5.9367,5.9878,6.3597,6.3018,6.0541,6.2092,6.5227,6.4802,6.4510,7.1263,6.8605,6.0676,6.4394,6.4673,6.3559,6.4566,6.4122,6.9081,6.9200,6.8311,6.2706,6.6059,6.5386,7.3777,7.3836,7.7082,7.1154,6.7006,6.8316,7.2952,7.1436,6.9526,7.3063,7.1722,7.7167,7.1029,7.5759,7.1968,7.6028,7.4876,7.6436,7.1340,6.9228,6.9156,8.1066,7.9825,8.3653,8.8933,8.8372,8.9385,9.0300,8.5658,8.7959,9.1031,9.0900,9.2753,8.4507,8.9353,8.7574,9.0806,8.5302,8.8256,8.9311,9.1596,9.5109,8.7296,9.0306,8.8240,8.5676,8.7752,8.6298,9.6183,9.4841,9.6552,9.9794,9.4028,9.6009,9.9061,9.7789,10.1695,10.4438,10.2201,10.2776,10.1830,10.0372,10.2346,9.8565,10.0325,9.9758,9.4457,9.5277,9.4087,9.6524,9.5805,9.4959,9.4917,9.5265,9.6121,9.1625,9.4309,9.5719,9.2593,9.1543,9.4399,9.4307,9.0528,9.1844,8.5709,8.6497,8.6425,9.6553,9.4721,9.5741,9.4506,9.2062,9.2176,8.1761,8.5259,8.5669,8.7450,9.2600,8.4635,8.7506,8.4075,8.5693,7.9789,7.8713,7.8796,7.9495,7.8860,8.1751,8.1997,7.4635,7.5893,7.7644,7.9458,7.8220,8.0068,7.9445,8.3422,8.0047,7.5059,8.1204,7.5209,7.7287,7.6216,7.9707,8.4579,7.9129,7.6048,7.4202,7.6261,8.1323,7.7047,8.1899,8.4401,8.0337,8.4049,7.6284,7.6875,7.7818,7.5227,7.5929,7.4910,6.7316,7.0975,7.0048,6.6686,6.8124,6.8486,7.3452,7.3936,7.3387,7.0698,7.2582,7.3674
ispG,5.9879,5.8956,6.2409,6.4154,5.9321,5.9117,6.0633,6.0181,6.2434,5.8558,5.7643,5.2487,6.4777,6.2925,6.3064,6.2982,6.5064,6.7048,6.3561,6.1959,6.5758,6.2843,6.1774,6.3293,7.4038,6.9944,7.1654,6.9208,6.9949,6.8160,7.1402,7.3419,7.2320,7.3904,6.9603,7.1501,6.7980,6.7013,6.4198,6.7783,7.0116,6.6023,7.6802,7.8809,7.5654,7.8697,8.1943,7.6958,8.7430,8.7833,8.7049,8.6853,8.8645,8.4832,9.1757,8.7342,8.7156,8.7887,8.8251,9.2728,9.2534,9.3123,9.1783,9.4284,9.3150,9.0965,9.2112,9.3609,9.0939,9.8443,9.5487,9.4754,9.8645,9.9575,9.8148,9.3731,9.7571,9.6152,9.3147,9.9505,9.7573,9.9510,9.7667,10.1700,9.6261,9.5676,9.9475,10.4618,10.2414,10.5288,9.4543,9.4065,9.6709,10.1343,10.0036,10.1470,8.7257,8.9896,9.0591,9.1386,9.2633,9.5350,9.5167,9.3861,9.4077,9.2216,8.8674,8.9210,8.6143,9.2098,9.1794,9.5291,9.3966,9.7738,9.1046,9.1022,9.1930,8.1627,8.2969,8.3747,8.3243,8.4245,8.4424,7.5413,7.4203,7.5869,7.9926,8.0428,8.3216,8.2300,7.8912,8.4228,7.8995,7.7175,7.4411,7.6205,7.8831,7.6651,7.7912,7.6175,7.6670,7.6237,7.8632,8.1290,7.4806,7.2585,7.4865,7.3540,7.3147,7.3631,8.1050,8.1757,7.8018,7.5636,7.6534,7.9173,7.5242,7.4645,7.5662,7.8511,8.0447,7.4703,7.4211,7.3176,7.6900,7.8874,7.6397,7.2735,6.8570,7.1646,6.7085,6.3282,6.2432,6.4882,6.7830,7.2092,6.9846,7.7677,7.4479,7.6103
ispH,6.5902,6.2185,6.1302,6.6696,6.2264,6.3709,6.6078,6.5980,6.2806,6.6425,6.5926,6.5849,6.9368,7.3026,6.4630,6.9663,6.8896,7.2088,6.6157,6.7214,6.6802,6.5973,6.7123,6.8665,6.4786,6.4708,6.7723,6.7511,6.9230,6.7208,6.0395,6.2036,6.0754,6.9738,6.7868,7.0620,6.7901,6.5503,6.6508,7.2868,7.3035,6.9059,7.3661,7.2030,7.0362,7.5414,7.3620,7.5068,8.8015,8.5081,8.6077,8.4012,8.2961,8.3908,8.8546,8.5671,8.6614,8.4638,8.7373,8.4450,8.7311,8.5093,7.9920,8.7423,8.8333,9.1069,9.1049,9.4743,9.7199,9.1405,9.1416,9.0444,9.1446,9.4727,9.5904,9.8675,9.5170,9.2695,9.4793,9.4112,9.5786,9.9999,9.8713,10.2051,9.5018,9.3940,9.7281,9.2537,9.5961,9.4509,9.7620,9.9850,10.3424,9.6263,9.6174,9.2280,9.3850,9.8002,9.5694,8.9332,8.4567,9.1183,9.2900,9.5783,9.3410,9.4089,9.7148,9.4601,9.0311,9.0669,8.9745,9.1001,9.3732,9.1130,8.3601,9.0375,9.1118,8.3496,8.3358,8.2496,8.7301,8.8929,8.8307,7.7760,7.7755,7.5111,8.6287,8.7628,8.9429,7.9824,8.3079,8.3097,8.5607,8.5185,8.3845,7.6837,7.9493,8.2264,7.0165,7.5617,7.4561,7.8096,7.7589,7.9072,7.7034,7.5938,7.4710,6.8733,7.4564,7.1310,7.5383,7.3620,7.3692,7.4050,7.4477,7.0836,7.3591,7.0309,7.2160,6.8593,7.1454,6.4768,7.3898,7.5111,7.0934,6.8977,7.4228,7.1121,6.7696,6.9248,6.9914,6.8897,7.1194,6.8655,6.9426,6.9786,7.5720,6.8504,7.1031,7.2512
idi,5.5950,5.2964,5.6025,6.3535,6.5903,6.3584,6.1229,5.9332,6.1363,5.7655,6.3725,5.9594,6.5328,6.2050,5.9978,6.5037,5.6184,5.9273,5.8593,6.3022,5.9319,6.6958,6.4260,6.3304,6.1812,5.7149,6.1767,6.7670,6.5099,6.6710,6.3343,6.8159,6.4092,6.4151,6.5622,6.7331,6.1801,6.2056,6.4901,7.0212,7.0473,7.2036,7.1585,6.7925,7.1229,6.5471,6.7953,6.3144,7.3658,7.2350,7.2105,7.6214,7.6855,7.3910,7.0325,6.7360,6.9205,6.9401,6.6752,6.3823,7.8623,7.7863,7.6624,7.9519,7.7212,7.9459,8.5035,8.3349,7.9874,8.3232,8.4686,8.1845,9.3058,9.2631,8.9521,9.4505,9.5684,9.6349,9.4095,9.0704,9.3629,8.8489,9.1255,8.7695,8.6439,8.4285,8.2725,9.7829,9.8008,10.2735,5.8557,5.8184,5.8642,10.0602,9.9500,10.0258,10.0501,10.3894,10.3795,9.7815,9.9026,9.5999,10.0079,9.8323,9.7613,9.5969,9.6141,9.6221,9.1985,9.1939,9.1778,9.6214,9.4159,9.2808,9.7785,9.8511,9.7376,9.6110,8.8898,8.8412,10.5415,10.1869,10.1130,10.2847,10.0518,9.8962,9.3022,9.7942,9.2725,9.0448,8.8412,9.1431,9.7706,9.7512,9.9416,9.6154,9.5725,9.7764,9.5108,9.9213,9.7114,9.9533,10.2550,10.0339,10.1515,10.5910,10.6985,10.1093,10.1407,10.0463,9.3760,9.8037,9.6579,10.4271,10.6757,9.9605,10.6542,9.9462,9.7883,9.2837,9.5235,9.2592,10.0223,10.0111,9.7986,10.2465,9.7439,9.6740,9.5850,9.5477,9.8526,9.7860,9.7341,9.7007,8.7584,9.4832,9.1861,9.8751,9.8315,9.8061
ispA,5.9265,5.7934,5.8129,5.7646,6.1702,5.7111,6.2944,6.0822,6.0424,6.8308,6.3049,6.6861,6.3226,6.2644,6.7329,6.1744,5.6660,6.0634,6.1976,6.5075,6.3166,5.7135,5.7204,5.8516,6.2255,5.8761,6.1971,6.3096,6.5592,6.2052,6.1251,6.0935,6.3504,6.0113,6.1898,6.2575,6.1799,6.3959,6.2792,6.6505,6.7226,6.9451,6.5281,6.5018,6.5786,6.6878,6.8667,6.6620,6.7076,6.9998,7.4034,6.3629,6.2516,6.4701,6.6377,6.7241,6.7661,7.5404,7.1806,7.4931,6.9916,7.0839,6.9249,7.0985,7.1625,7.2986,7.3174,7.4353,7.3317,7.2181,7.2984,7.2335,7.0798,7.2100,7.2372,7.2215,7.6402,7.1452,7.5371,7.4181,7.7366,7.6047,7.2331,7.2103,7.4678,7.6052,7.7353,7.1856,7.2258,7.0810,7.4877,7.4564,7.3107,7.6302,7.7583,7.5929,7.3307,7.1525,7.2643,7.8461,7.7011,7.9491,7.8989,8.1352,8.0537,9.0599,8.8752,8.8042,9.1313,8.9706,9.4881,8.9031,8.9396,9.1502,9.6636,9.5002,9.1191,8.5169,8.8204,8.9575,8.5518,8.5540,8.5904,9.4894,9.0909,9.5887,8.9371,9.2241,9.1697,9.1708,9.3919,9.1118,9.4171,9.0352,9.3124,9.8756,9.6716,9.8058,9.5077,9.1849,8.9332,9.6510,9.6943,9.5318,9.8013,10.1882,9.6300,9.5464,9.6145,9.4150,9.2074,9.5176,9.5175,9.1907,9.0363,9.4916,10.2308,10.1637,10.2686,9.6537,9.2967,9.6266,10.3054,10.1676,10.2492,9.6903,9.6550,9.7685,9.4298,9.8186,10.3092,9.4169,9.7522,9.4301,9.9959,9.2398,9.6518,10.3092,10.2201,10.2753
crtE,6.1974,6.7566,6.6301,6.6398,6.6050,6.9173,6.0821,6.4242,6.2037,6.2845,6.4776,6.3076,6.0466,5.6832,5.6684,6.3850,6.1204,6.3854,5.5901,5.7225,5.3297,6.3419,6.6626,5.9185,5.7153,5.5508,5.7697,6.2185,6.2166,6.1361,7.2888,6.6350,7.0449,6.4804,6.4313,6.4628,6.2884,6.2959,6.3280,6.5317,6.3696,6.5486,7.2428,7.2913,6.9152,7.0651,7.2801,6.8198,5.1018,5.2389,5.1659,6.8140,6.6603,6.5476,6.5836,6.7733,6.6513,6.4717,6.8056,6.8093,7.2316,6.5896,7.2905,7.0285,6.7731,7.3021,6.7533,6.5622,6.6030,6.9513,7.0262,6.9301,7.3422,7.1123,7.1019,7.2450,7.3625,7.0840,7.8834,7.6871,7.5281,7.6043,7.1939,7.5250,7.5550,7.6004,7.4431,7.0208,6.8412,7.0582,7.4734,7.4059,7.6491,7.6620,7.5270,7.7658,8.1054,8.1437,7.6525,8.1059,8.0929,8.1433,9.2829,9.4093,9.8286,8.5728,8.3488,8.5509,9.2898,8.9323,8.7914,9.3450,8.9444,9.0936,8.2754,8.7817,8.6228,9.7527,9.4026,9.3773,8.5622,8.9827,8.6896,9.5645,9.3273,9.4367,9.2496,9.1478,9.2241,9.0518,9.1732,8.8210,9.5525,9.4079,9.4858,9.1477,8.9805,9.1572,9.5916,9.9532,9.7995,9.3678,9.4149,9.4858,9.3958,9.6352,9.5337,9.6009,9.2686,9.4200,9.1907,9.4446,9.7622,9.4992,9.0604,9.3694,8.6998,8.8713,9.1466,9.2250,9.1288,9.1265,9.8123,9.8128,10.2446,9.2163,9.1266,9.3858,9.7283,9.9309,9.6821,10.3243,9.9385,10.4805,9.6730,9.3045,9.6794,9.5652,9.7158,9.3676
gerA,6.0800,5.7999,5.8925,6.2670,5.7446,5.9060,5.6922,6.0080,5.8461,5.8081,5.4920,5.6715,5.4246,5.6643,5.4726,6.2435,6.3826,6.6181,6.1191,6.0432,6.4465,5.8304,5.7142,5.7867,5.7985,6.0185,6.2535,7.7754,7.6142,8.0526,6.2332,6.1228,6.0258,6.4604,6.4656,6.1103,5.6994,5.9500,5.9552,5.4318,5.5292,5.5792,6.5923,6.2727,6.3740,6.1465,6.2365,6.3156,6.1861,6.3466,6.1792,6.8769,6.5864,6.4135,6.2894,6.4350,6.4033,6.3806,6.7227,6.3896,7.2448,6.9811,7.3032,6.8244,6.4451,6.8802,6.3454,6.4786,6.1380,6.8179,7.2336,6.9090,6.5068,6.8720,6.8085,7.3340,7.6696,7.3711,6.6699,6.7458,6.2989,7.5115,7.9067,7.8676,7.1778,7.3119,7.4923,8.2742,7.9771,7.5332,8.0118,7.6507,7.4180,7.8020,8.0353,8.1683,8.4055,8.6744,8.5106,8.4115,8.7578,8.7450,8.4690,8.3536,8.5433,8.9799,8.6286,8.9529,9.2007,8.8106,9.3344,9.1639,9.1730,9.6690,9.7707,9.2811,9.6706,9.6880,9.6119,9.1542,10.2054,10.1182,9.9494,10.8740,10.5263,10.4392,10.2942,10.2080,10.4498,10.6695,10.5267,10.5492,10.9571,10.7991,10.8355,9.7715,10.1519,9.8908,11.0621,10.7881,10.6158,10.1276,9.9700,10.0043,9.8970,9.6245,9.8535,10.7299,10.2509,10.3876,9.8850,10.1734,10.1597,9.8579,9.9704,9.3504,9.4678,9.3287,9.1711,9.6765,9.6270,9.9128,10.1094,10.1956,10.2248,9.6451,9.4876,9.8167,9.0812,9.5175,9.4305,9.4273,9.1514,9.1747,9.3678,9.1818,9.1415,9.2012,9.0401,9.2786
linalS,6.5683,6.0672,6.0160,5.4889,5.8707,5.7957,6.2482,5.9578,6.1450,5.5630,6.1910,5.6781,5.3997,5.3289,5.8366,6.0790,6.0907,6.2784,5.9602,5.7753,6.2950,5.9155,5.6121,5.9965,6.3834,6.5641,6.0029,6.0827,5.9962,5.9795,5.9075,5.5307,5.4972,5.6275,5.5596,5.7140,5.4870,5.6412,5.6105,5.5527,5.4898,5.5448,6.7095,6.5595,6.6916,6.8947,6.7928,7.5411,6.5649,6.6317,6.4294,6.7983,6.8315,6.8932,6.6172,6.4776,6.4656,6.5676,6.4368,6.6690,6.1514,6.5864,6.2409,6.5145,6.3911,6.4458,7.2222,7.5703,7.1197,4.3650,4.3785,3.9365,6.6164,6.3678,6.3396,6.6412,6.6980,7.0479,7.2621,7.2895,7.3446,7.5800,7.3337,7.3000,7.5601,7.8163,7.3352,8.1261,8.2145,8.2087,7.7264,7.9198,7.6941,8.1205,8.6260,8.0721,8.1837,8.3305,8.2245,8.6710,8.3792,8.7269,9.2237,9.0771,9.1092,9.0475,9.0190,8.7367,9.2732,9.1089,9.2984,9.4966,9.3505,9.1344,8.7947,8.9026,9.0551,9.6662,9.4701,9.6261,9.8324,9.7374,9.8401,9.9362,9.7973,10.0703,9.9937,10.0756,10.1328,10.5391,10.1031,10.3560,10.0509,9.9705,9.9317,9.9290,10.0739,10.1177,10.7852,11.0422,10.9885,10.0409,10.1063,10.2851,10.2387,10.6109,9.9564,10.8203,10.4020,10.5426,10.6811,10.6097,10.1848,10.0348,10.2687,9.9069,10.0059,10.2000,10.3015,9.3702,9.1503,9.1612,9.2288,9.2418,9.0215,9.5442,9.3893,9.6831,9.5819,9.3157,9.1921,8.5254,8.7822,8.4506,8.5481,8.9026,8.8785,8.5579,8.6297,8.7712
pinS,5.8179,6.0460,5.8813,6.0278,6.1588,5.9614,5.6094,5.9521,6.1401,6.0063,6.5007,6.4135,6.2206,6.3029,6.6111,5.7335,5.8588,6.2355,6.9895,6.7200,6.6411,6.1790,6.1184,6.2923,6.3145,6.4287,6.2155,6.1691,5.8024,5.7253,6.1621,6.0806,6.3719,5.9842,6.0441,5.9496,5.9092,5.9708,6.1042,5.9666,6.0910,5.8025,5.2954,5.4623,5.5788,6.2349,6.4164,6.6643,6.1945,6.3344,6.3910,6.8475,6.5758,6.7887,6.6368,6.5918,6.9702,6.7830,6.5257,6.3894,6.2991,6.6664,6.4232,7.6773,6.9572,7.1938,6.6511,6.8207,6.7193,6.9727,7.0641,6.8925,6.8072,6.8845,7.0875,7.8380,7.6492,7.5324,7.1018,7.4468,7.2443,7.1666,6.8876,6.9804,7.0225,6.9991,7.1579,7.3732,6.9781,6.9185,7.6050,7.4169,7.7038,8.3577,8.0017,7.9488,7.7147,8.2565,8.0193,8.0168,8.0005,7.9614,7.7222,8.2497,7.7336,8.6573,8.7820,8.4924,9.7267,9.1075,9.2777,9.0398,8.9023,8.9478,9.3638,9.3562,9.3978,9.9692,10.2886,10.1057,10.6256,10.1881,9.9528,10.0973,10.3773,10.2401,10.8240,10.6137,10.3376,10.4291,10.0813,10.0599,11.3023,11.1942,11.1500,10.7670,10.2433,10.5217,9.7751,10.3177,9.7913,10.9704,10.8135,10.7537,10.7005,10.5033,10.5007,10.4728,10.5668,10.2491,10.5508,10.6541,10.4650,10.8817,10.9488,10.9085,10.6709,10.5243,11.0153,9.3533,9.1111,9.4339,9.7137,9.7855,9.9873,9.5214,9.7097,9.4607,9.0821,9.0077,9.2587,9.2365,9.5423,9.2424,9.3088,9.1617,9.3321,8.1975,8.1513,8.3526
limS,6.4258,6.9200,6.6663,5.8247,5.8237,5.6868,5.5441,5.6254,5.4206,5.2215,5.8694,5.5909,5.8566,5.7389,6.1539,5.7314,5.5672,5.7359,5.9124,6.0002,5.6852,6.0106,6.1261,6.1397,5.6432,5.2628,5.4696,6.0327,6.2950,5.9398,6.5909,6.1567,6.6144,5.7036,5.8060,5.3789,6.4136,6.4366,6.0039,5.9911,6.2106,6.0783,6.3513,6.4898,6.4411,5.7168,5.3516,5.3285,6.5744,6.3205,6.7250,6.5617,6.4702,5.9720,6.9655,6.4528,6.5672,6.9130,6.8489,6.9413,6.8069,7.2828,6.8070,7.3629,6.8927,6.5034,6.4262,6.6574,6.6472,7.2965,6.8212,7.1132,7.3480,7.0591,7.6046,6.8201,6.5977,6.8243,7.4225,7.1418,7.2698,7.5721,7.2233,6.9848,7.5393,7.4393,7.2943,7.1417,7.0856,7.2625,7.8999,7.7183,7.7013,8.0381,8.0030,7.5185,8.1803,8.1472,8.4266,8.7008,8.3443,8.3778,8.6515,8.7314,8.7990,9.5095,9.2174,9.5344,9.2282,9.5755,9.7062,9.9895,9.4249,9.4874,10.0460,10.1262,9.9741,9.9731,9.8937,9.8191,9.9151,9.6623,9.7642,9.9296,10.5629,9.8426,10.0455,10.0178,10.2420,10.7708,10.5457,10.6986,10.0405,10.0431,9.9269,10.1787,10.1751,10.0829,9.9888,10.6657,10.0863,10.2282,10.2456,10.5927,10.2313,9.8267,9.8177,10.4102,10.0519,10.2847,11.2263,10.9898,10.9546,10.6204,10.9055,10.2235,10.5833,10.7052,10.7921,9.6749,9.7072,9.7742,9.0036,9.4727,9.0219,9.5792,9.2006,9.1304,9.3423,8.9968,8.7159,9.0439,9.2194,9.1694,8.7325,8.8426,8.9939,8.8764,8.4693,8.4620
