,X,Y,Z
"28,73",0.947235,-5.41437,3.70648
"28,75",0.579884,-5.70919,3.6734
"28,77",2.78629,-3.98851,4.29654
"28,79",0.275573,-5.29371,3.89788
"28,81",0.325283,-1.91904,5.83422
"28,83",-0.225424,-5.20638,3.22939
"28,85",2.2264,-4.52961,3.94296
"28,87",0.078861,-5.6187,3.35898
"28,89",3.02255,-3.94447,4.34923
"28,91",2.64744,-3.83283,4.42348
"28,93",-0.0414664,-5.13484,3.4521
"28,95",-0.280568,-5.41303,3.24582
"28,97",2.25574,-4.44558,4.04187
"28,99",-0.195677,-4.77532,3.70227
"28,101",-0.172899,-5.59114,3.64702
"28,103",-0.119013,-5.74412,3.22058
"28,105",0.182096,-5.25136,3.56008
"28,107",0.122092,-5.73822,3.17338
"28,109",0.0684766,-5.62608,3.54146
"28,111",0.53319,-5.44349,3.24861
"28,113",0.843328,-5.4954,3.44413
"28,115",0.0368288,-5.58641,3.33375
"28,117",0.42791,-5.81193,3.18997
"28,119",-0.307098,-2.20768,5.32545
"28,121",0.142946,-5.67105,3.56483
"28,123",0.279292,-5.34856,3.18993
"28,125",0.183079,-5.62539,3.44091
"28,127",-0.254987,-5.68538,3.67052
"28,129",-0.293188,-5.62953,3.50024
"28,131",0.18631,-5.50031,3.50455
"28,133",0.105067,-5.52447,3.05923
"31,1",-1.92609,6.16864,-8.15287
"31,3",-2.16433,5.91072,-8.04594
"31,5",-1.74202,5.84085,-7.82889
"31,7",-1.98675,5.79861,-7.86997
"31,9",-1.59586,5.56583,-8.45243
"31,11",-1.59943,5.64769,-8.01763
"31,13",-2.08638,5.64424,-7.73016
"31,15",-1.55601,5.97373,-8.08457
"31,17",-1.99956,5.2662,-7.7847
"31,19",-1.61292,5.52177,-8.05308
"31,21",-1.64101,6.08667,-8.02868
"31,23",-2.14278,5.79402,-7.02751
"31,25",-1.68732,6.05447,-7.80224
"31,27",-1.69827,5.98232,-8.20763
"31,29",-1.88677,6.19057,-8.05668
"31,31",-2.26022,5.98331,-7.89823
"31,33",-2.01183,5.28096,-8.21164
"31,35",-1.53123,5.80169,-8.31002
"31,37",-2.02375,5.64353,-8.29918
"31,39",-2.01825,5.81493,-7.02222
"31,41",-2.04107,5.54462,-7.60595
"31,43",-2.29146,6.07744,-7.75792
"31,45",-2.4157,5.98617,-7.98072
"31,47",-1.72079,5.74961,-7.71438
"31,49",-2.05351,5.62057,-7.5736
"31,51",-1.19936,5.9752,-6.43505
"31,53",-5.07082,4.39918,-7.32626
"31,55",-1.08071,5.95924,-6.22573
"31,57",-1.08047,6.00381,-6.22136
"31,59",-1.02399,6.10442,-6.49393
"31,61",-1.66907,5.85832,-7.66038
"31,63",-0.127528,-5.54817,3.56196
"31,65",0.26259,-5.62812,3.22622
"31,67",-0.0905666,-5.45441,3.39804
"31,69",0.00876622,-1.59432,5.69223
"31,71",0.202712,-1.70463,5.27106
"31,73",1.19645,-5.13154,3.52796
"31,75",0.317935,-2.18945,5.57514
"31,77",2.16476,-4.48868,3.95085
"31,79",-0.275517,-4.92201,3.46142
"31,81",0.336421,-1.35896,5.49655
"31,83",-0.138164,-5.38439,3.75117
"31,85",0.146346,-5.8278,3.51657
"31,87",-0.276587,-5.57002,3.69619
"31,89",0.873369,-5.2561,3.43352
"31,91",0.618028,-5.01625,3.61731
"31,93",-0.299696,-5.18266,3.91423
"31,95",1.12108,-5.30236,3.50562
"31,97",1.77689,-4.82378,3.75252
"31,99",0.473035,-4.92927,3.53282
"31,101",2.06824,-4.60369,3.9058
"31,103",0.345922,-5.25974,3.77614
"31,105",0.291178,-5.46317,3.19932
"31,107",1.56596,-4.96753,3.64233
"31,109",-0.200587,-5.76474,3.31394
"31,111",0.468565,-5.46,3.31305
"31,113",1.33278,-5.03797,3.50656
"31,115",0.122335,-5.49066,3.71362
"31,117",0.243039,-5.71346,3.27476
"31,119",0.391573,-5.50065,3.69861
"31,121",-0.0380262,-5.59189,3.51479
"31,123",0.44452,-5.50704,3.7484
"31,125",-0.041033,-1.65007,5.64902
"31,127",0.142891,-5.67448,3.17396
"31,129",-0.0573535,-5.4746,3.86066
"31,131",0.173188,-5.81188,3.64734
"31,133",0.602855,-5.03906,3.90426
"34,1",-1.93118,5.85849,-8.23288
"34,3",-3.6865,4.79817,-7.89653
"34,5",-3.36381,4.8879,-7.89688
"34,7",-1.92958,5.70674,-7.88362
"34,9",-1.89481,5.89997,-7.71849
"34,11",-2.39171,5.49138,-7.46184
"34,13",-1.92753,5.45643,-8.19954
"34,15",-2.09873,6.10205,-7.75228
"34,17",-1.7437,5.77802,-7.10699
"34,19",-3.44743,4.89961,-7.93703
"34,21",-5.20525,4.33479,-7.80748
"34,23",-1.67091,6.00827,-8.24936
"34,25",-1.67899,6.0268,-7.83987
"34,27",-1.77465,5.65366,-7.58257
"34,29",-2.17837,5.84895,-7.58599
"34,31",-2.38664,5.98801,-7.91473
"34,33",-2.15066,6.18547,-7.85905
"34,35",-2.0489,5.36381,-8.34156
"34,37",-2.1013,5.66565,-8.19903
"34,39",-2.46217,5.3782,-7.85715
"34,41",-3.43371,4.93395,-7.91087
"34,43",-1.56281,5.73939,-6.36658
"34,45",-1.49896,5.90856,-6.58845
"34,47",-1.19259,5.95984,-6.37031
"34,49",-1.20418,5.92969,-6.5247
"34,51",-1.14131,5.99736,-6.25818
"34,53",-1.1035,5.95621,-6.26586
"34,55",-1.09857,5.93452,-6.24919
"34,57",-0.142926,-5.62206,3.18214
"34,59",0.0601983,-5.74419,3.35059
"34,61",0.76781,-1.65213,5.36119
"34,63",0.364154,-1.53442,5.57482
"34,65",0.828867,-2.00426,5.47699
"34,67",0.127504,-2.20358,5.3059
"34,69",-0.299522,-4.945,3.47456
"34,71",0.022294,-4.96836,3.55818
"34,73",0.592637,-1.70644,5.46416
"34,75",2.91959,-3.92695,4.39133
"34,77",2.65529,-4.11291,4.23305
"34,79",0.292375,-1.84066,5.97678
"34,81",1.20887,-5.26223,3.45943
"34,83",1.06918,-5.21545,3.39284
"34,85",1.24787,-5.27968,3.63787
"34,87",0.37879,-1.66278,5.22752
"34,89",1.15332,-5.31565,3.45856
"34,91",0.026043,-5.41244,3.23678
"34,93",0.0442684,-4.97084,4.45307
"34,95",-0.243642,-5.06811,3.81664
"34,97",0.353595,-5.55683,3.29812
"34,99",-0.279659,-5.28411,3.76992
"34,101",2.5502,-4.23072,4.16133
"34,103",0.958214,-5.33779,3.64437
"34,105",2.91816,-4.10099,4.27059
"34,107",2.59425,-4.34532,4.04163
"34,109",0.0267926,-5.96333,3.3102
"34,111",0.745388,-5.48213,3.72744
"34,113",1.87043,-4.78078,3.74898
"34,115",1.34259,-5.09497,3.57506
"34,117",-0.017211,-5.68486,3.72948
"34,119",-0.108078,-5.62945,3.42742
"34,121",1.18871,-5.26751,3.45902
"34,123",0.348666,-5.67825,3.87727
"34,125",0.743638,-5.28159,3.7461
"34,127",0.454714,-5.52001,3.37506
"34,129",0.337552,-4.92022,3.79203
"34,131",0.177666,-5.87268,3.56468
"34,133",0.279503,-5.36479,3.99511
"37,1",-1.26129,5.82949,-8.17623
"37,3",-1.63655,5.66426,-7.97268
"37,5",-1.85669,5.92526,-8.36149
"37,7",-2.27508,6.19837,-7.67961
"37,9",-4.82471,4.46988,-7.84446
"37,11",-2.42042,5.68465,-7.70219
"37,13",-1.73219,6.00143,-7.83887
"37,15",-1.74457,5.66956,-7.70314
"37,17",-1.75168,5.53975,-7.98338
"37,19",-2.3509,5.96847,-8.05039
"37,21",-2.47549,5.7198,-7.73041
"37,23",-2.06566,5.64871,-7.89605
"37,25",-2.28592,5.96728,-7.7196
"37,27",-2.03735,6.10828,-7.86628
"37,29",-1.77668,6.30771,-7.76653
"37,31",-2.03993,6.01169,-7.48741
"37,33",-2.25515,5.65364,-7.71574
"37,35",-2.53976,6.12031,-8.01481
"37,37",-1.92909,5.44314,-8.01796
"37,39",-2.15316,5.62911,-8.47977
"37,41",-4.53841,4.51503,-7.82877
"37,43",-2.00101,5.75117,-8.12581
"37,45",0.716025,-1.83133,5.8763
"37,47",0.342026,-1.49872,5.84677
"37,49",-2.03229,5.83278,-7.16044
"37,51",-0.353411,-5.65933,3.12947
"37,53",0.00177443,-5.42144,3.10471
"37,55",-0.113827,-1.68693,5.36612
"37,57",-0.166828,-1.99327,5.23313
"37,59",0.364584,-2.07328,5.17328
"37,61",0.672804,-1.92109,5.52712
"37,63",0.972343,-1.70906,5.6391
"37,65",2.33039,-4.38985,4.08031
"37,67",2.52051,-4.26482,4.13924
"37,69",0.0455645,-5.76603,3.65496
"37,71",0.0291779,-5.43102,3.47429
"37,73",0.299308,-1.77643,5.81892
"37,75",-0.230875,-2.43455,5.05206
"37,77",0.149706,-5.21825,3.97764
"37,79",0.335943,-2.03204,5.94132
"37,81",-0.00984219,-5.02519,3.78193
"37,83",0.716366,-5.47266,3.21942
"37,85",1.16226,-5.15538,3.60445
"37,87",1.94265,-4.52854,3.99715
"37,89",0.595784,-5.27098,3.56897
"37,91",-0.0650613,-5.75734,3.7303
"37,93",1.0666,-5.14305,3.28221
"37,95",1.75561,-4.8548,3.74538
"37,97",0.325947,-5.43075,3.63676
"37,99",-0.22047,-5.77228,3.5216
"37,101",2.17998,-4.49786,3.97164
"37,103",2.22647,-4.48862,4.02488
"37,105",-0.0299209,-5.60409,3.06648
"37,107",-0.204941,-5.59166,3.13218
"37,109",0.184165,-5.45695,3.30957
"37,111",0.378714,-5.43198,3.10167
"37,113",0.819588,-5.56296,3.55141
"37,115",0.803661,-5.45153,3.36792
"37,117",0.822863,-4.91706,3.84408
"37,119",-0.146223,-1.82558,5.74119
"37,121",0.0218471,-5.01964,3.83147
"37,123",-0.340441,-4.99542,3.55744
"37,125",0.415772,-5.55228,3.38335
"37,127",0.893552,-5.44007,3.49195
"37,129",0.278271,-4.86341,3.83176
"37,131",-0.365683,-5.25155,3.68695
"37,133",-0.0213596,-5.48698,3.43711
"40,1",-1.58332,5.64913,-7.89411
"40,3",-1.7346,5.69582,-7.9986
"40,5",-1.61556,5.94054,-8.28248
"40,7",-2.00908,6.03217,-7.57029
"40,9",-2.12514,5.8907,-7.91029
"40,11",-2.69057,5.58889,-7.99062
"40,13",-1.64372,5.82036,-7.8592
"40,15",-1.53464,5.60243,-8.2268
"40,17",-1.55198,6.06517,-7.83554
"40,19",-1.86941,5.96623,-7.83598
"40,21",-2.36772,5.69706,-7.9398
"40,23",-2.04086,5.62778,-8.09476
"40,25",-1.97927,5.80497,-7.86764
"40,27",-3.32849,4.89703,-7.91199
"40,29",-4.85847,4.19101,-7.85075
"40,31",-1.86665,5.78294,-8.36859
"40,33",-3.99474,4.73202,-7.89889
"40,35",-3.17118,5.01677,-7.95476
"40,37",-1.7523,6.22819,-7.85295
"40,39",-1.32991,5.78846,-8.2245
"40,41",-2.30639,6.10015,-7.69307
"40,43",-0.68865,5.93688,-7.29563
"40,45",0.492708,-1.83148,5.82516
"40,47",0.470776,-1.68233,5.68096
"40,49",0.214663,-1.67846,5.51619
"40,51",2.72534,-4.15282,4.25661
"40,53",0.702788,-5.14425,3.73691
"40,55",1.93047,-4.82274,3.77911
"40,57",0.321365,-1.81824,5.8431
"40,59",-0.161418,-4.90938,3.98418
"40,61",0.164641,-1.51722,5.99195
"40,63",0.197575,-5.80734,3.39856
"40,65",-0.137131,-3.80128,4.38418
"40,67",-0.223784,-4.81684,3.85133
"40,69",0.386914,-5.19126,3.0034
"40,71",0.458881,-5.51839,3.38499
"40,73",0.0201762,-5.18837,3.45319
"40,75",-0.0578173,-5.42146,3.91794
"40,77",-0.046321,-5.28064,3.92646
"40,79",0.805189,-5.09004,3.71766
"40,81",0.00758181,-5.06274,3.74075
"40,83",0.799981,-5.18418,3.20241
"40,85",2.53028,-4.26762,4.16113
"40,87",-0.21903,-5.25892,3.69546
"40,89",0.678394,-5.44494,3.20803
"40,91",-0.234515,-5.17594,3.76349
"40,93",-0.150511,-1.86792,5.50294
"40,95",0.392366,-5.09142,3.47727
"40,97",0.94182,-5.63546,3.33041
"40,99",0.147754,-5.52308,3.59751
"40,101",1.56389,-4.98327,3.70113
"40,103",2.74183,-3.82288,4.25922
"40,105",0.693144,-5.43064,3.43656
"40,107",-0.27994,-5.4771,3.27031
"40,109",-0.0908375,-5.72162,3.27169
"40,111",-0.0526266,-5.28986,3.00514
"40,113",2.11487,-4.69002,4.00155
"40,115",0.643803,-5.47732,3.56257
"40,117",0.185978,-5.34059,3.51648
"40,119",0.834851,-4.96736,3.81253
"40,121",-0.1036,-5.17144,3.40919
"40,123",0.0619177,-4.63155,3.33585
"40,125",1.74585,-0.927573,4.30396
"40,127",0.415417,-5.37796,3.24625
"40,129",2.60453,-0.443211,4.70128
"40,131",-0.0176625,-4.08077,4.08512
"40,133",-0.108936,-5.01488,3.54832
"43,1",-1.38949,5.88155,-7.68922
"43,3",-2.09345,5.47229,-7.63742
"43,5",-1.79568,5.35627,-7.85854
"43,7",-2.00295,5.69583,-7.66449
"43,9",-2.01151,5.83937,-7.64053
"43,11",-2.72041,5.52772,-7.86221
"43,13",-1.79502,5.56166,-8.27045
"43,15",-1.92656,6.23712,-7.86207
"43,17",-1.9678,5.9861,-7.92837
"43,19",-2.13112,5.88617,-8.29929
"43,21",-2.26679,5.42624,-8.00699
"43,23",-1.99465,5.9263,-7.87621
"43,25",-1.86776,6.0912,-8.21171
"43,27",-2.23476,5.42315,-8.30749
"43,29",-4.97954,4.22503,-7.98417
"43,31",-2.35673,5.06251,-8.35611
"43,33",-2.36246,5.08756,-8.2864
"43,35",-2.07949,5.52562,-7.73605
"43,37",-1.72296,5.50473,-7.87742
"43,39",-1.85008,5.93214,-8.45161
"43,41",-1.94089,6.03809,-7.70637
"43,43",0.042056,-5.39779,4.09494
"43,45",0.625193,-1.52265,5.90651
"43,47",0.723349,-1.86715,5.80434
"43,49",0.656345,-5.4655,3.42276
"43,51",1.77118,-4.70479,3.91315
"43,53",0.72841,-5.18501,3.24727
"43,55",0.951632,-5.21894,3.52506
"43,57",2.5407,-4.2584,4.18103
"43,59",-0.121586,-5.42697,3.74762
"43,61",0.292371,-1.64307,5.4343
"43,63",0.069573,-4.38099,4.03961
"43,65",0.570897,-5.11123,3.87081
"43,67",0.111065,-4.73855,4.07355
"43,69",0.211475,-5.29528,3.67747
"43,71",-0.0235878,-5.00077,3.7583
"43,73",0.21141,-5.15871,3.79079
"43,75",0.439807,-4.78112,4.11371
"43,77",0.207072,-4.94096,4.06981
"43,79",0.334018,-5.25822,3.17409
"43,81",0.675717,-5.15535,3.47691
"43,83",0.555843,-5.73324,3.25324
"43,85",0.955899,-5.41614,3.34697
"43,87",0.557645,-5.27176,3.61857
"43,89",0.548433,-5.18753,3.23223
"43,91",2.89709,-3.86071,4.28667
"43,93",0.107563,-2.13298,5.31226
"43,95",0.136056,-5.27786,3.41313
"43,97",3.34754,-0.414266,4.09523
"43,99",-0.135401,-5.32461,3.126
"43,101",0.0352997,-5.28489,3.19788
"43,103",3.41473,-0.21826,4.05005
"43,105",0.032469,-4.48091,3.32715
"43,107",0.26633,-5.1212,3.45552
"43,109",1.04682,-4.40558,4.05255
"43,111",1.29718,-4.98135,3.6743
"43,113",0.23386,-5.50613,3.67371
"43,115",-0.271598,-4.71257,3.82195
"43,117",0.278994,-5.73585,3.28256
"43,119",0.0414671,-5.65842,3.00795
"43,121",0.110635,-4.55281,3.48845
"43,123",3.14985,0.052871,4.23063
"43,125",3.3176,-0.130117,4.15277
"43,127",3.14828,-0.233058,4.31235
"43,129",2.23877,-0.496393,4.60201
"43,131",2.3823,-0.418767,4.68202
"43,133",0.476936,-1.4653,5.10994
"46,1",-1.91824,6.01021,-7.86708
"46,3",-1.02375,5.76771,-8.12728
"46,5",-1.62342,5.5825,-8.29362
"46,7",-4.01416,4.65637,-7.91828
"46,9",-1.65195,6.21356,-8.01127
"46,11",-1.58593,5.50029,-8.37757
"46,13",-1.07742,5.85666,-8.01145
"46,15",-1.66238,5.39009,-7.73121
"46,17",-4.58298,4.43685,-7.78357
"46,19",-1.77276,5.57309,-8.06089
"46,21",-1.99382,5.84511,-8.14629
"46,23",-1.7958,6.08887,-7.84138
"46,25",-2.26383,5.25686,-7.87332
"46,27",-2.29585,5.67902,-7.59922
"46,29",-1.91846,5.85135,-7.02289
"46,31",-2.22601,5.21176,-7.79335
"46,33",-2.18424,5.3946,-8.02119
"46,35",-2.17353,5.12287,-8.26927
"46,37",-0.908299,5.94167,-6.85777
"46,39",0.101048,-1.78832,6.09805
"46,41",-0.0399373,-1.69464,5.8201
"46,43",-0.108647,-2.01854,5.36781
"46,45",0.330713,-1.49093,5.54334
"46,47",-0.098352,-5.5923,3.52838
"46,49",0.276774,-5.30267,3.10783
"46,51",0.0249208,-5.66852,3.85375
"46,53",0.256198,-5.38626,4.01672
"46,55",0.450752,-5.57014,3.5587
"46,57",-0.0297257,-5.79977,3.49255
"46,59",0.183216,-5.22023,3.3104
"46,61",1.23701,-5.14549,3.51027
"46,63",0.128102,-5.65029,3.54359
"46,65",-0.0591207,-2.16616,5.1645
"46,67",0.122446,-5.17699,3.78567
"46,69",-0.0409986,-5.44802,3.86816
"46,71",1.85055,-4.59684,3.98893
"46,73",-0.0262502,-5.2208,3.67516
"46,75",2.06649,-4.55584,3.95831
"46,77",0.0374164,-2.7296,4.94897
"46,79",0.277219,-4.45767,4.27179
"46,81",0.889032,-5.35761,3.39685
"46,83",0.190695,-5.65986,3.25446
"46,85",1.85621,-4.44974,4.12177
"46,87",0.373167,-5.44305,3.82686
"46,89",0.0238859,-5.27791,3.66145
"46,91",2.86031,-3.9689,4.56199
"46,93",0.563764,-1.7026,5.40949
"46,95",0.0496508,-4.39438,3.34353
"46,97",3.16998,-0.430682,4.06084
"46,99",2.62635,-0.308232,4.47222
"46,101",2.36635,-0.492133,4.58406
"46,103",1.8406,-0.609035,4.75919
"46,105",2.48147,0.0745309,4.43145
"46,107",3.30913,0.266983,4.1976
"46,109",3.49398,-0.017441,4.32605
"46,111",1.17508,-5.16524,3.42865
"46,113",0.75712,-5.34351,3.34159
"46,115",0.527523,-5.19117,3.08107
"46,117",1.84188,-4.60985,3.92151
"46,119",0.690284,-5.69181,3.31246
"46,121",-0.150439,-5.15061,3.34614
"46,123",0.870869,-5.53735,3.29259
"46,125",0.213205,-5.72815,3.61134
"46,127",3.32215,-0.492927,4.01853
"46,129",3.29199,0.114099,4.40554
"46,131",3.24606,-0.0823659,4.51692
"46,133",2.03351,-0.539149,4.58153
"49,1",-1.83807,5.81035,-8.22869
"49,3",-1.96259,6.00837,-8.15525
"49,5",-2.07682,6.01721,-8.21547
"49,7",-1.65428,5.67871,-7.72965
"49,9",-2.13768,5.92201,-8.16399
"49,11",-1.77863,6.15653,-7.73324
"49,13",-1.76099,5.77281,-7.59993
"49,15",-4.72733,4.2872,-7.89361
"49,17",-5.12502,4.19308,-7.79676
"49,19",-1.37373,5.74385,-8.28607
"49,21",-2.34948,5.44698,-8.13058
"49,23",-1.69801,5.42472,-8.00329
"49,25",-1.34354,5.6504,-8.29463
"49,27",-2.14766,5.57918,-7.3716
"49,29",-2.41272,5.43441,-7.86699
"49,31",-2.17521,5.5904,-8.19394
"49,33",-2.40655,5.45698,-8.24736
"49,35",-1.49608,5.98704,-8.10188
"49,37",1.11897,-1.74663,5.72558
"49,39",0.232496,-1.45205,5.47151
"49,41",0.295195,-1.83592,5.69896
"49,43",0.0610717,-5.05325,3.58324
"49,45",0.156385,-5.40755,4.01536
"49,47",0.427731,-5.11193,3.74981
"49,49",0.791145,-5.4532,3.28875
"49,51",0.308763,-5.02047,3.12519
"49,53",-0.0255,-5.53191,3.31372
"49,55",0.591695,-5.57618,3.45325
"49,57",0.0313355,-5.28765,3.73397
"49,59",0.806304,-5.55683,3.25347
"49,61",1.9341,-4.7011,3.85683
"49,63",0.406407,-5.03249,3.05249
"49,65",-0.168496,-4.57122,3.93828
"49,67",0.494446,-5.43781,3.68185
"49,69",0.0835872,-3.97913,4.46903
"49,71",0.323785,-5.07542,3.28051
"49,73",0.34827,-5.16777,3.46091
"49,75",2.01471,-4.71994,3.82006
"49,77",0.648649,-4.39102,4.27477
"49,79",1.41755,-5.01325,3.61743
"49,81",2.80467,-3.98357,4.25902
"49,83",2.81202,-3.97159,4.21422
"49,85",0.807234,-5.22407,3.65721
"49,87",0.675673,-5.45322,3.78231
"49,89",0.422645,-5.64491,3.22193
"49,91",0.00426743,-5.0939,3.27291
"49,93",0.473027,-5.47675,3.70988
"49,95",3.19083,-0.0976721,4.32549
"49,97",3.01312,-0.096393,4.45571
"49,99",2.50857,-0.552311,4.59008
"49,101",2.71039,-0.460444,4.47458
"49,103",2.34149,-0.23455,4.59397
"49,105",2.1065,-0.346491,4.711
"49,107",1.98031,-0.145658,4.59154
"49,109",1.72382,-0.408729,4.60863
"49,111",3.35083,-0.765532,3.9374
"49,113",1.93372,-0.681058,4.59262
"49,115",-0.105061,-5.11887,3.23595
"49,117",2.02278,-4.33758,4.09718
"49,119",0.179841,-5.38604,3.71272
"49,121",0.885779,-5.46245,3.31103
"49,123",2.11896,-4.564,3.87211
"49,125",1.13373,-5.14917,3.49714
"49,127",-0.0646551,-4.79991,3.67424
"49,129",2.60409,-0.365505,4.54315
"49,131",3.2468,0.313335,4.02545
"49,133",3.38163,0.245517,4.19117
"52,1",-1.85567,5.85664,-7.63797
"52,3",-1.78066,5.99366,-8.17811
"52,5",-1.59958,6.11145,-7.90796
"52,7",-1.52941,5.95411,-8.22817
"52,9",-2.09185,5.79872,-7.86865
"52,11",-1.67517,6.09101,-7.89955
"52,13",-1.81042,5.4853,-8.17378
"52,15",-1.39029,5.89029,-8.2423
"52,17",-1.42227,5.73554,-7.91185
"52,19",-1.78057,5.81092,-7.9069
"52,21",-2.33448,5.50922,-8.45495
"52,23",-2.83892,4.93648,-8.22183
"52,25",-2.07733,5.64062,-7.21789
"52,27",-1.7952,5.28203,-7.97201
"52,29",-4.6001,4.45075,-7.83652
"52,31",-3.98047,4.75019,-7.82396
"52,33",-2.47711,5.10853,-8.39449
"52,35",-0.72723,5.94342,-7.21396
"52,37",0.0975013,-1.73022,5.52654
"52,39",0.0974574,-1.95471,5.07911
"52,41",0.190693,-5.61706,3.70569
"52,43",0.218677,-5.77489,3.51704
"52,45",-0.117116,-5.37011,4.00356
"52,47",0.124384,-5.426,3.59763
"52,49",0.399781,-5.62359,3.43263
"52,51",0.901157,-5.23447,3.75492
"52,53",0.54269,-5.60282,3.41085
"52,55",0.192444,-5.32964,3.34472
"52,57",0.353963,-5.47326,3.84505
"52,59",0.310991,-5.33297,3.73561
"52,61",2.32573,-4.42864,3.97909
"52,63",0.205376,-5.23241,3.79075
"52,65",0.698039,-5.33293,3.49475
"52,67",0.392949,-5.44277,3.81162
"52,69",2.73919,-3.55338,4.63108
"52,71",0.501752,-5.37681,3.90926
"52,73",0.66384,-5.62765,3.7698
"52,75",0.615525,-5.39735,3.68605
"52,77",0.145244,-5.24197,2.99924
"52,79",0.499103,-5.4811,3.57368
"52,81",0.385542,-5.30911,3.58955
"52,83",0.445983,-5.74617,3.66037
"52,85",0.592124,-5.20568,3.50422
"52,87",0.598161,-5.09256,3.40226
"52,89",0.0198864,-5.38032,3.52187
"52,91",-0.160845,-5.45129,3.481
"52,93",0.17951,-4.99792,3.25802
"52,95",3.18975,0.31236,4.2296
"52,97",3.46441,-0.0712884,4.21179
"52,99",2.80482,-0.275087,4.5989
"52,101",3.21141,0.0699341,4.23741
"52,103",2.59683,-0.186574,4.41589
"52,105",2.85334,-0.184725,4.43221
"52,107",2.26598,-0.0660532,4.51931
"52,109",3.13047,0.0735069,4.37301
"52,111",3.11074,-0.12643,4.47742
"52,113",3.35029,-0.221366,4.22915
"52,115",0.383342,-4.96747,3.62073
"52,117",1.34377,-4.91141,3.37902
"52,119",0.0760021,-4.18625,4.06838
"52,121",1.58114,-4.88194,3.68686
"52,123",2.89117,-3.86385,4.32163
"52,125",0.430133,-5.76963,3.22956
"52,127",0.177491,-5.72852,3.69016
"52,129",0.291393,-5.26642,3.1412
"52,131",1.0511,-5.28737,3.42777
"52,133",0.36005,-5.67102,3.15327
"55,1",-2.12402,5.54177,-8.27898
"55,3",-2.43503,6.00638,-7.79569
"55,5",-1.51675,6.00611,-7.94645
"55,7",-1.72098,6.06099,-7.94055
"55,9",-1.86998,5.80711,-8.35519
"55,11",-2.04598,5.44827,-8.37931
"55,13",-2.53418,5.04725,-8.30674
"55,15",-1.47151,5.85082,-8.24078
"55,17",-1.56382,6.14503,-8.12731
"55,19",-2.36093,5.66496,-8.46497
"55,21",-2.19205,5.53462,-8.40911
"55,23",-2.30272,5.38413,-8.389
"55,25",-2.29433,5.60861,-8.34788
"55,27",-2.31016,6.06933,-7.83412
"55,29",-2.63151,5.76025,-7.94294
"55,31",-2.4514,5.0959,-8.38351
"55,33",-2.46274,5.06978,-8.43582
"55,35",0.438689,-1.44214,5.38264
"55,37",-0.171526,-5.47102,3.2497
"55,39",-0.155402,-5.76808,3.40193
"55,41",0.11828,-5.54408,3.30659
"55,43",0.26964,-5.74577,3.34157
"55,45",0.255751,-5.48618,3.70163
"55,47",0.720771,-5.36961,3.59596
"55,49",0.42072,-5.62954,3.3145
"55,51",-0.265671,-5.42104,3.70503
"55,53",-0.274942,-5.15796,3.6918
"55,55",0.578132,-5.34207,3.30711
"55,57",0.574169,-5.64919,3.32809
"55,59",0.736753,-5.39172,3.23075
"55,61",0.199866,-5.40127,3.69033
"55,63",2.61793,-4.15628,4.05314
"55,65",1.50376,-5.00203,3.61465
"55,67",0.640876,-5.16844,3.52759
"55,69",2.57281,-4.24743,4.15798
"55,71",2.38009,-4.27757,4.08916
"55,73",2.74409,-4.2297,4.26596
"55,75",0.870822,-5.4811,3.49048
"55,77",0.251501,-5.32349,3.19024
"55,79",0.336657,-5.58768,3.215
"55,81",2.70683,-4.17233,4.18727
"55,83",2.54816,-4.27019,4.16247
"55,85",2.27332,-4.48101,3.99017
"55,87",0.789179,-5.10416,3.49419
"55,89",0.633654,-5.73253,3.43544
"55,91",-0.0414713,-5.01005,3.51972
"55,93",3.22197,-0.0442237,4.2537
"55,95",2.48171,0.124673,4.31776
"55,97",1.97855,-0.296756,4.39733
"55,99",3.36261,0.062193,4.19514
"55,101",3.25435,0.193029,4.14641
"55,103",3.3588,0.256348,4.20333
"55,105",3.33599,0.0837639,4.21352
"55,107",1.89146,-0.847013,4.30313
"55,109",3.50781,-0.157156,4.25771
"55,111",0.499358,-4.81896,3.44528
"55,113",-0.000712425,-2.67562,4.95373
"55,115",-0.00993554,-3.90611,4.17247
"55,117",0.0162593,-4.7868,3.28529
"55,119",0.487421,-5.05107,3.48713
"55,121",3.47302,-0.117699,4.2259
"55,123",0.290616,-4.62409,3.89862
"55,125",0.593037,-5.6811,3.36528
"55,127",0.328049,-5.73487,3.41094
"55,129",0.331805,-5.33297,3.83242
"55,131",1.25785,-5.09644,3.37838
"55,133",-0.0418073,-5.48382,3.37199
"58,1",-1.92666,5.19291,-8.02873
"58,3",-2.22055,5.65015,-8.11996
"58,5",-2.33031,5.28082,-8.0267
"58,7",-1.50543,6.07396,-7.84395
"58,9",-1.07409,5.69433,-8.22613
"58,11",-1.89843,5.32481,-8.24431
"58,13",-1.7819,5.70149,-8.21604
"58,15",-1.70888,5.43243,-8.02684
"58,17",-2.2472,5.23188,-8.22973
"58,19",-2.56287,5.18369,-8.30774
"58,21",-2.44005,5.1568,-8.23591
"58,23",-2.2479,5.22562,-7.99555
"58,25",-2.03503,5.59821,-7.73454
"58,27",-2.51848,5.66538,-8.25108
"58,29",-2.26815,5.41283,-7.80164
"58,31",1.29631,-1.83175,5.71689
