A0CIB0	1.A.17.1.13
P08107	1.A.33.1.3
P08133	1.A.31.1.2
P08136	1.C.20.1.6
P08183	3.A.1.201.1
P08194	2.A.1.4.3
P08195	8.A.9.2.2
P08306	3.D.4.6.1
P08375	1.C.17.1.5
P08386	9.B.80.1.1
P08470	4.A.1.2.1
P08491	1.G.4.1.2
P08510	1.A.1.2.6
P08555	2.A.8.1.5
P08592	1.C.50.1.1
P08690	3.A.4.1.1
P08716	3.A.1.109.1
P08722	4.A.1.2.2
P08739	3.D.1.6.4
P08740	3.D.1.6.4
P08774	3.D.1.6.2
P08839	8.A.7.1.1
P08943	1.C.44.1.2
P08956	3.A.17.1.1
P08986	1.E.9.1.1
P08995	1.A.8.12.1
P09132	3.A.5.9.1
P09152	5.A.3.1.1
P09167	1.C.4.1.1
P09192	3.E.2.2.2
P09193	3.E.2.2.2
P09323	4.A.1.1.2
P09348	1.A.30.1.1
P09352	1.C.4.4.2
P09457	3.A.2.1.3
P09489	1.B.12.5.1
P09545	1.C.14.1.1
P09551	3.A.1.3.1
P09616	1.C.3.1.1
P09790	1.B.12.3.1
P09833	3.A.1.8.1
P09836	2.A.1.4.4
P09883	1.C.1.4.1
P09962	1.E.2.1.2
P09983	1.C.11.1.3
P0A074	1.C.3.4.2
P0A0D6	4.A.3.1.1
P0A0J7	2.A.1.2.10
P0A0J9	2.A.1.3.4
P0A1I1	5.A.3.5.1
P0A1L1	3.A.6.2.1
P0A1L5	3.A.6.2.1
P0A2G3	2.A.1.6.7
P0A2I7	3.A.1.3.1
P0A2I9	3.A.1.3.1
P0A2J3	3.A.1.5.5
P0A2J5	3.A.1.5.5
P0A2L3	1.C.126.1.2
P0A2R8	1.A.35.1.2
P0A2U6	3.A.1.15.3
P0A2V2	3.A.1.3.5
P0A2V4	3.A.1.5.10
P0A310	1.C.24.1.8
P0A312	1.C.22.1.1
P0A334	1.A.1.1.1
P0A367	1.C.2.1.1
P0A380	1.C.2.1.7
P0A382	1.C.71.1.1
P0A3F8	3.A.7.1.1
P0A3G5	3.A.1.112.3
P0A3R5	1.C.72.1.1
P0A3U4	1.B.4.2.15
P0A3V8	3.A.7.1.1
P0A3W0	3.A.7.1.1
P0A3W2	3.A.7.1.1
P0A3W4	3.A.7.1.1
P0A3W6	3.A.7.1.1
P0A3W8	1.C.55.1.1
P0A4F8	3.A.1.3.5
P0A4G4	3.A.1.15.6
P0A4H1	3.A.5.4.1
P0A4K4	2.A.1.2.34
P0A4N5	3.A.1.3.5
P0A4N7	3.A.1.5.10
P0A4N9	3.A.1.5.10
P0A4W2	3.A.1.6.3
P0A503	3.A.3.32.2
P0A566	3.A.24.1.1
P0A5K8	1.A.22.1.2
P0A5Y8	3.A.5.2.2
P0A5Z0	3.A.5.2.2
P0A5Z2	3.A.5.2.2
P0A6E6	3.A.2.1.1
P0A6J3	2.A.121.1.1
P0A6M2	5.A.2.1.1
P0A6Y8	1.A.33.1.2
P0A742	1.A.22.1.1
P0A754	2.A.37.1.1
P0A756	2.A.37.1.2
P0A769	2.A.55.3.1
P0A843	2.A.64.1.1
P0A8H3	2.A.5.5.1
P0A8S5	9.B.4.1.1
P0A903	1.B.33.1.3
P0A910	1.B.6.1.1
P0A917	1.B.6.2.1
P0A927	1.B.10.1.1
P0A930	1.B.18.3.1
P0A937	1.B.33.1.3
P0A943	1.B.33.1.3
P0A9S7	3.A.1.4.1
P0A9X1	3.A.1.15.5
P0AA04	8.A.8.1.1
P0AA60	9.B.27.2.1
P0AA63	9.B.27.2.2
P0AA67	2.A.7.3.6
P0AA76	2.A.1.14.7
P0AA78	2.A.1.14.2
P0AA82	2.A.39.1.1
P0AAA7	2.A.66.2.3
P0AAD2	2.A.42.1.2
P0AAD4	2.A.42.1.1
P0AAD6	2.A.42.2.1
P0AAD8	2.A.42.2.2
P0AAE0	2.A.3.1.7
P0AAE8	2.A.3.2.2
P0AAF1	2.A.3.2.1
P0AAF3	3.A.1.2.2
P0AAF6	3.A.1.3.3
P0AAG3	3.A.1.3.4
P0AAG8	3.A.1.2.3
P0AAH0	3.A.1.7.1
P0AAJ1	5.A.3.3.1
P0AAJ3	5.A.3.2.1
P0AAQ6	3.A.5.1.1
P0AAW6	9.B.15.1.1
P0AB24	2.A.108.2.3
P0AB67	3.D.2.1.1
P0AB93	3.A.4.1.1
P0AB98	3.A.2.1.1
P0ABA0	3.A.2.1.1
P0ABA4	3.A.2.1.1
P0ABA6	3.A.2.1.1
P0ABB0	3.A.2.1.1
P0ABB4	3.A.2.1.1
P0ABI4	1.A.35.1.1
P0ABM0	3.A.1.107.3
P0ABM7	3.A.1.107.3
P0ABN5	2.A.13.1.1
P0ABN9	2.A.13.1.2
P0ABP3	2.A.61.1.1
P0AC02	1.B.33.1.3
P0AC23	1.A.16.1.1
P0AC26	1.A.16.3.1
P0AC31	3.A.1.140.1
P0AC94	2.A.8.1.3
P0AC98	2.A.96.1.1
P0ACA3	1.A.12.3.1
P0ACG4	1.E.53.1.1
P0AD96	3.A.1.4.1
P0ADB7	9.B.13.1.1
P0ADC3	3.A.1.125.1
P0ADJ8	9.B.44.1.1
P0ADL1	2.A.1.2.26
P0ADV7	3.A.1.27.3
P0AE06	8.A.1.6.1
P0AE16	2.A.1.25.2
P0AE24	2.A.1.1.2
P0AE26	3.A.1.2.2
P0AE30	3.A.1.3.3
P0AE34	3.A.1.3.3
P0AE42	9.B.12.2.1
P0AE74	2.A.47.3.2
P0AEE5	3.A.1.2.3
P0AEJ0	2.A.1.3.2
P0AEK7	5.A.3.2.1
P0AEM9	3.A.1.3.10
P0AEQ3	3.A.1.3.2
P0AEQ6	3.A.1.3.2
P0AER0	1.A.8.1.1
P0AER3	3.A.1.3.4
P0AER5	3.A.1.3.4
P0AER8	2.A.27.1.1
P0AET5	9.B.36.1.1
P0AEX3	2.A.1.6.2
P0AEX7	3.A.1.4.1
P0AEX9	3.A.1.1.1
P0AEY1	2.A.95.1.1
P0AEY8	2.A.1.2.19
P0AF01	3.A.1.8.1
P0AF06	1.A.30.1.1
P0AF32	5.A.3.1.2
P0AF43	2.A.58.2.1
P0AFA7	2.A.34.1.1
P0AFA9	3.A.1.5.3
P0AFC3	3.D.1.1.1
P0AFC7	3.D.1.1.1
P0AFD1	3.D.1.1.1
P0AFD4	3.D.1.1.1
P0AFD6	3.D.1.1.1
P0AFE0	3.D.1.1.1
P0AFE4	3.D.1.1.1
P0AFE8	3.D.1.1.1
P0AFF0	3.D.1.1.1
P0AFF2	2.A.41.1.1
P0AFF4	2.A.1.10.1
P0AFJ7	2.A.20.1.1
P0AFK4	3.A.1.11.1
P0AFK6	3.A.1.11.1
P0AFK9	3.A.1.11.1
P0AFL1	3.A.1.11.2
P0AFM2	3.A.1.12.1
P0AFS1	3.A.1.2.8
P0AFS5	2.A.86.1.4
P0AFT2	3.A.1.3.10
P0AFU1	3.A.1.5.21
P0AFY6	9.A.18.1.1
P0AFZ7	2.A.38.1.1
P0AG34	2.A.76.1.1
P0AG38	2.A.76.1.2
P0AG80	3.A.1.1.3
P0AG82	3.A.1.7.1
P0AG96	3.A.5.1.1
P0AG99	3.A.5.1.1
P0AGA2	3.A.5.1.1
P0AGC0	2.A.1.4.1
P0AGD7	3.A.5.1.1
P0AGE4	2.A.23.4.1
P0AGF4	2.A.1.1.3
P0AGH8	3.A.1.7.1
P0AGI1	3.A.1.2.1
P0AGI4	3.A.1.2.4
P0AGI8	2.A.38.1.1
P0AGM7	2.A.40.1.1
P0AGM9	2.A.40.4.2
P0C0I3	1.C.12.1.4
P0C0L7	2.A.1.6.4
P0C0S1	1.A.23.2.1
P0C0Y7	3.E.2.1.1
P0C0Y8	3.E.2.1.1
P0C0Y9	3.E.2.1.1
P0C105	2.A.1.7.2
P0C186	3.D.2.2.1
P0C187	3.D.2.2.1
P0C188	3.D.2.2.1
P0C1S5	9.A.39.1.3
P0C244	8.B.5.3.1
P0C246	8.B.5.3.2
P0C247	8.B.5.3.5
P0C2E9	1.C.12.1.1
P0C2J9	1.C.12.1.5
P0C2M9	1.B.14.8.7
P0C2R0	1.A.65.1.1
P0C2U2	2.A.17.1.1
P0C2V3	3.A.6.1.1
P0C2W0	1.B.40.1.1
P0C2X0	1.G.5.1.1
P0C560	3.A.1.7.2
P0C7B7	1.A.9.9.1
P0C7W7	8.B.15.1.1
P0C8L3	1.C.17.2.2
P0C931	1.C.32.2.2
P10090	3.A.1.204.1
P10121	3.A.5.1.1
P10176	3.D.4.11.1
P10250	3.A.5.3.1
P10329	3.D.1.6.4
P10332	1.B.2.1.1
P10346	3.A.1.3.2
P10384	1.B.9.1.1
P10408	3.A.5.1.1
P10566	2.A.29.5.1
P10606	3.D.4.11.1
P10845	1.C.8.1.1
P10861	2.A.29.3.1
P10891	1.C.47.1.2
P10897	5.B.2.1.1
P10903	2.A.1.8.1
P10905	3.A.1.1.3
P10906	3.A.1.1.3
P10907	3.A.1.1.3
P10946	1.C.20.1.5
P11004	3.E.2.2.1
P11005	3.E.2.2.1
P11006	1.C.16.1.1
P11024	3.D.2.3.1
P11058	8.B.6.1.2
P11091	8.A.1.3.2
P11092	1.B.17.2.3
P11162	4.A.3.1.1
P11166	2.A.1.1.28
P11168	2.A.1.1.29
P11188	1.E.10.1.1
P11286	9.B.44.1.1
P11349	5.A.3.1.1
P11350	5.A.3.1.1
P11439	1.C.73.1.1
P11461	1.B.14.1.11
P11478	1.C.19.1.3
P11494	8.B.11.1.3
P11551	2.A.1.7.1
P11636	2.A.1.1.7
P11658	3.D.1.6.4
P11667	2.A.75.1.2
P11718	3.A.3.3.2
P11836	1.A.37.1.1
P11922	1.B.54.1.2
P11943	3.D.1.6.2
P12012	2.A.8.1.1
P12234	2.A.29.4.1
P12235	2.A.29.1.2
P12377	9.B.62.1.2
P12397	1.A.60.1.1
P12520	1.A.42.1.1
P12681	2.A.1.4.2
P12685	2.A.38.2.1
P12866	3.A.1.206.1
P12871	1.A.61.1.1
P13068	1.C.20.1.1
P13073	3.D.4.11.1
P13090	2.A.1.3.1
P13128	1.C.12.1.7
P13181	2.A.1.1.6
P13272	3.D.3.2.1
P13423	1.C.42.1.1
P13464	3.A.7.1.1
P13494	8.B.6.2.1
P13509	1.B.17.2.2
P13511	2.A.6.1.2
P13512	2.A.4.1.1
P13568	3.A.1.201.4
P13569	3.A.1.202.1
P13586	3.A.3.2.3
P13587	3.A.3.9.1
P13627	3.D.3.1.1
P13637	3.A.3.1.1
P13684	1.C.16.1.4
P13738	2.A.33.1.1
P13794	1.B.6.1.2
P13866	2.A.21.3.1
P13986	3.A.18.1.1
P14175	3.A.1.12.1
P14176	3.A.1.12.1
P14182	2.A.7.18.1
P14213	1.C.34.1.1
P14215	1.C.34.2.1
P14283	1.B.12.2.1
P14285	2.A.51.1.3
P14319	2.A.7.1.1
P14336	1.G.3.1.1
P14340	1.G.3.1.2
P14359	9.B.12.3.1
P14406	3.D.4.11.1
P14608	1.C.13.1.1
P14665	1.C.17.1.4
P14693	1.B.33.3.1
P14772	3.A.1.208.18
P14906	3.A.5.8.1
P15028	3.A.1.14.1
P15029	3.A.1.14.1
P15030	3.A.1.14.1
P15078	2.A.114.1.1
P15175	1.C.33.1.4
P15313	3.A.2.2.4
P15318	1.C.11.1.4
P15320	1.C.75.1.1
P15321	1.B.20.1.1
P15328	9.B.92.1.1
P15365	2.A.1.14.4
P15377	1.C.11.1.2
P15380	2.A.3.10.3
P15383	8.A.10.1.1
P15400	4.A.1.2.10
P15431	1.A.9.5.1
P15516	1.C.79.1.1
P15582	3.D.1.6.2
P15643	3.A.15.1.1
P15645	3.A.15.1.1
P15647	3.E.1.2.2
P15685	2.A.1.1.10
P15686	2.A.1.1.14
P15690	3.D.1.6.1
P15701	2.A.10.1.1
P15710	2.A.20.2.1
P15729	2.A.1.1.32
P15745	3.A.15.1.1
P15746	3.A.15.1.1
P15747	3.A.15.1.1
P15748	3.A.15.1.1
P15749	3.A.15.1.1
P15750	3.A.15.1.1
P15751	3.A.15.1.1
P15752	3.A.15.1.1
P15753	3.A.15.1.1
P15754	3.A.15.1.1
P15928	3.A.6.2.1
P15934	3.A.6.2.1
P15954	3.D.4.11.1
P15959	3.D.1.6.2
P15967	8.B.6.1.3
P15993	2.A.3.1.3
P16009	1.K.1.1.1
P16033	3.E.2.2.2
P16102	3.E.1.2.1
P16140	3.A.2.2.3
P16153	1.E.19.3.1
P16154	1.C.57.1.2
P16204	1.A.32.1.1
P16256	2.A.21.1.1
P16336	3.A.5.2.1
P16389	1.A.1.2.10
P16465	1.B.20.1.2
P16482	2.A.1.6.1
P16552	2.A.1.5.2
P16573	8.A.23.1.4
P16615	3.A.3.2.7
P16677	3.A.1.9.1
P16682	3.A.1.9.1
P16683	3.A.1.9.1
P16869	1.B.14.1.1
P17064	2.A.39.2.1
P17172	1.K.1.1.1
P17213	1.C.40.1.1
P17238	1.C.32.1.3
P17255	3.A.2.2.3
P17315	1.B.14.1.4
P17334	4.A.3.2.1
P17452	1.C.57.3.1
P17551	2.A.51.1.1
P17583	2.A.1.17.1
P17694	3.D.1.6.1
P17716	1.C.49.1.1
P17970	1.A.1.2.1
P17971	1.A.1.2.3
P17972	1.A.1.2.2
P18013	1.C.36.3.1
P18156	1.A.8.2.1
P18177	1.C.57.1.1
P18239	2.A.29.1.7
P18275	2.A.3.2.3
P18313	1.C.47.1.3
P18409	1.B.33.3.1
P18428	1.C.40.1.2
P18502	2.A.6.6.2
P18577	1.A.11.4.3
P18581	2.A.3.3.2
P18767	3.A.1.108.1
P18770	3.A.1.109.2
P18775	5.A.3.3.2
P18776	5.A.3.3.2
P18777	5.A.3.3.2
P18895	1.B.13.1.1
P19072	2.A.26.1.1
P19145	2.A.3.10.2
P19318	5.A.3.1.2
P19319	5.A.3.1.2
P19334	1.A.4.1.1
P19490	1.A.10.1.1
P19493	1.A.10.1.2
P19568	2.A.12.1.1
P19578	1.C.20.1.3
P19642	4.A.1.1.3
P19651	8.B.17.1.1
P19807	2.A.3.4.1
P19855	8.B.1.1.4
P19934	2.C.1.2.1
P20020	3.A.3.2.25
P20021	3.A.3.6.1
P20099	5.A.3.4.3
P20107	2.A.4.2.2
P20113	3.D.1.6.4
P20159	1.C.45.1.3
P20166	4.A.1.1.9
P20648	3.A.3.1.2
P20649	3.A.3.3.7
P20674	3.D.4.11.1
P20966	4.A.2.1.1
P21281	3.A.2.2.4
P21283	3.A.2.2.4
P21306	3.A.2.1.3
P21345	2.A.23.1.1
P21408	3.A.1.10.1
P21409	3.A.1.10.1
P21410	3.A.1.10.1
P21420	1.B.1.1.4
P21439	3.A.1.201.3
P21441	3.A.1.208.6
P21458	3.A.12.1.1
P21503	2.A.1.26.1
P21608	2.A.24.3.1
P21647	1.B.11.3.2
P21654	1.C.32.1.7
P21817	1.A.3.1.2
P21838	1.C.20.1.2
P21903	3.A.2.1.2
P21904	3.A.2.1.2
P21905	3.A.2.1.2
P21906	2.A.1.1.4
P21976	3.D.1.6.2
P22001	1.A.1.2.4
P22037	9.B.20.1.1
P22094	1.A.8.2.2
P22142	3.D.1.6.2
P22152	2.A.1.8.5
P22189	3.A.3.9.2
P22203	3.A.2.2.3
P22215	2.A.7.9.4
P22292	2.A.29.2.1
P22340	1.B.3.1.2
P22409	3.A.12.2.1
P22460	1.A.1.2.4
P22465	1.A.31.1.1
P22520	3.A.1.110.2
P22522	1.C.31.1.1
P22608	3.A.15.2.1
P22609	3.A.15.2.1
P22610	3.A.15.2.1
P22687	1.C.40.1.3
P22729	3.A.1.4.1
P22731	3.A.1.4.1
P22732	2.A.1.1.13
P22749	1.C.35.3.2
P22756	1.A.10.1.5
P22953	1.A.33.1.1
P23054	2.A.1.3.16
P23157	9.B.75.4.1
P23173	2.A.42.1.3
P23200	3.A.1.2.3
P23212	3.A.1.121.1
P23380	9.B.16.1.1
P23415	1.A.9.3.1
P23416	1.A.9.3.1
P23425	1.G.7.1.1
P23462	2.A.1.41.2
P23500	2.A.29.5.2
P23516	2.A.52.1.1
P23564	1.C.12.1.2
P23582	1.C.46.1.1
P23586	2.A.1.1.60
P23598	1.B.17.1.2
P23622	2.A.53.1.2
P23631	1.C.63.1.1
P23634	3.A.3.2.1
P23641	2.A.29.4.3
P23644	3.A.8.1.1
P23645	1.A.8.8.3
P23709	3.D.1.6.1
P23710	3.D.1.6.2
P23763	1.F.1.1.1
P23826	1.C.23.1.1
P23876	3.A.1.14.2
P23877	3.A.1.14.2
P23878	3.A.1.14.2
P23886	3.A.1.129.1
P23895	2.A.7.1.3
P23907	1.C.48.1.1
P23910	2.A.1.2.14
P23934	3.D.1.6.1
P23935	3.D.1.6.1
P23936	2.A.2.2.1
P23968	3.A.2.2.3
P23975	2.A.22.1.2
P24077	2.A.1.38.1
P24126	1.B.17.3.2
P24145	1.B.17.3.1
P24177	2.A.6.2.7
P24181	2.A.6.2.1
P24183	5.A.3.2.1
P24207	2.A.3.1.1
P24241	4.A.1.2.3
P24310	3.D.4.11.1
P24334	1.C.85.2.1
P24518	4.B.1.1.1
P24520	4.B.1.1.1
P24559	3.A.15.2.1
P24584	3.A.1.101.1
P24585	1.A.6.2.1
P24586	3.A.1.101.1
P24612	1.A.6.2.2
P24917	3.D.1.6.2
P24918	3.D.1.6.2
P24919	3.D.1.6.2
P24942	2.A.23.2.1
P24943	2.A.23.1.2
P25014	3.A.5.6.1
P25185	2.A.26.1.2
P25197	2.A.6.3.1
P25230	1.C.33.1.6
P25256	3.A.1.120.2
P25284	3.D.1.6.2
P25297	2.A.1.9.1
P25343	8.A.34.2.1
P25360	2.A.47.2.1
P25376	2.A.3.10.7
P25396	2.A.16.1.1
P25515	3.A.2.2.3
P25527	2.A.3.1.4
P25548	3.A.1.2.5
P25560	9.B.82.1.1
P25568	2.A.1.24.1
P25613	2.A.96.1.4
P25619	3.E.1.4.1
P25621	2.A.1.14.18
P25656	8.A.27.1.2
P25694	3.A.16.1.2
P25708	3.D.1.6.1
P25710	3.D.1.6.2
P25711	3.D.1.6.2
P25712	3.D.1.6.1
P25714	2.A.9.3.1
P25733	1.B.11.4.1
P25737	2.A.3.1.2
P25744	2.A.1.2.20
P25794	1.A.8.11.1
P25818	1.A.8.10.3
P25874	2.A.29.3.2
P25953	3.A.14.1.1
P25954	3.A.14.1.1
P25964	3.E.1.3.1
P26040	8.A.25.1.1
P26171	2.A.1.41.3
P26176	2.A.1.41.1
P26218	1.B.3.1.3
P26235	2.A.37.2.1
P26287	3.D.3.5.1
P26290	3.D.3.5.1
P26379	4.A.6.1.2
P26380	4.A.6.1.2
P26381	4.A.6.1.2
P26382	4.A.6.1.2
P26419	3.A.6.2.1
P26430	2.A.21.3.3
P26431	2.A.36.1.1
P26433	2.A.36.1.2
P26435	2.A.28.1.1
P26465	3.A.6.2.1
P26587	1.A.8.10.1
P26678	1.A.50.1.1
P26902	3.A.1.5.2
P26903	3.A.1.5.2
P26904	3.A.1.5.2
P26905	3.A.1.5.2
P26906	3.A.1.5.2
P27105	8.A.21.1.1
P27125	2.A.7.6.1
P27243	9.B.67.5.1
P27303	8.A.1.1.1
P27360	1.E.1.1.1
P27382	1.K.2.1.1
P27389	1.K.2.1.1
P27514	2.A.47.2.2
P27589	3.E.2.2.2
P27611	2.A.35.1.1
P27716	1.A.25.1.3
P27732	1.A.1.11.1
P27838	9.B.21.2.1
P28246	2.A.1.2.7
P28288	3.A.1.203.1
P28303	2.A.66.1.4
P28311	1.C.19.1.5
P28328	3.A.20.1.1
P28542	3.A.5.7.1
P28570	2.A.22.3.5
P28572	2.A.22.2.2
P28573	2.A.22.2.1
P28584	2.A.38.2.3
P28611	1.A.30.1.3
P28612	1.A.30.1.3
P28635	3.A.1.24.1
P28795	9.A.17.1.1
P28873	2.A.1.2.6
P29018	3.A.1.129.1
P29033	1.A.24.1.3
P29186	8.B.14.1.1
P29340	3.A.20.1.1
P29430	1.C.24.1.1
P29518	2.A.29.11.1
P29563	3.E.1.1.2
P29706	3.A.2.1.2
P29707	3.A.2.1.2
P29708	3.A.2.1.2
P29709	3.A.2.1.2
P29710	3.A.2.1.2
P29724	3.A.1.2.10
P29822	3.A.1.1.4
P29823	3.A.1.1.4
P29824	3.A.1.1.4
P29897	5.A.1.3.1
P29913	3.D.1.2.1
P29914	3.D.1.2.1
P29915	3.D.1.2.1
P29916	3.D.1.2.1
P29917	3.D.1.2.1
P29918	3.D.1.2.1
P29919	3.D.1.2.1
P29920	3.D.1.2.1
P29921	3.D.1.2.1
P29922	3.D.1.2.1
P29923	3.D.1.2.1
P29924	3.D.1.2.1
P29925	3.D.1.2.1
P29926	3.D.1.2.1
P29939	2.A.7.2.1
P29961	9.B.14.2.1
P29972	1.A.8.8.1
P29973	1.A.1.5.3
P29993	1.A.3.2.2
P29995	1.A.3.2.1
P30000	2.A.1.5.3
P30144	2.A.25.1.1
P30145	2.A.25.1.2
P30288	8.B.6.1.1
P30329	2.A.45.1.1
P30344	5.A.1.4.1
P30531	2.A.22.3.2
P30605	2.A.1.1.8
P30687	1.B.1.5.4
P30692	1.B.1.5.3
P30750	3.A.1.24.1
P30833	1.C.38.1.3
P30859	3.A.1.3.3
P30860	3.A.1.3.3
P30902	3.A.2.1.3
P30963	3.A.1.107.1
P30964	3.A.1.107.1
P31069	1.A.1.13.1
P31075	5.A.3.5.2
P31076	5.A.3.5.2
P31077	5.A.3.5.2
P31122	2.A.1.2.15
P31133	3.A.1.11.2
P31134	3.A.1.11.2
P31135	3.A.1.11.2
P31141	2.A.1.2.32
P31167	2.A.29.1.5
P31224	2.A.6.2.2
P31379	2.A.121.2.1
P31381	2.A.57.3.1
P31412	3.A.2.2.3
P31414	3.A.10.1.1
P31431	9.A.35.1.1
P31435	2.A.2.3.4
P31436	2.A.1.20.3
P31442	2.A.1.2.9
P31462	2.A.1.2.22
P31499	1.B.14.2.2
P31545	2.A.108.2.3
P31547	3.A.1.24.1
P31548	3.A.1.19.1
P31549	3.A.1.19.1
P31550	3.A.1.19.1
P31552	4.C.1.1.6
P31553	2.A.15.2.1
P31596	2.A.23.2.2
P31602	2.A.24.1.1
P31636	2.A.21.3.4
P31637	2.A.21.3.5
P31641	2.A.22.3.3
P31645	2.A.22.1.1
P31661	2.A.22.3.4
P31662	2.A.22.6.2
P31675	2.A.1.20.1
P31772	1.B.22.4.1
P31801	2.A.19.1.1
P31831	1.C.12.1.6
P31845	9.A.11.1.1
P31875	3.D.7.2.2
P31883	3.D.7.2.2
P31884	3.D.7.2.2
P31895	3.D.1.4.3
P31979	3.D.1.1.1
P32010	3.A.1.105.1
P32011	3.A.1.105.1
P32014	8.A.4.2.1
P32026	1.C.45.1.2
P32071	2.A.1.2.2
P32089	2.A.29.7.1
P32113	3.A.3.5.1
P32135	2.A.1.52.1
P32194	1.C.33.1.9
P32266	1.N.6.1.1
P32332	2.A.29.15.1
P32366	3.A.2.2.3
P32369	2.A.1.3.13
P32386	3.A.1.208.12
P32467	2.A.1.1.30
P32482	2.A.1.2.3
P32487	2.A.3.10.10
P32563	3.A.2.2.3
P32568	3.A.1.205.2
P32610	3.A.2.2.3
P32660	3.A.3.8.4
P32670	4.A.2.1.10
P32672	4.A.2.1.10
P32676	4.A.2.1.10
P32703	2.A.36.3.1
P32705	2.A.21.7.2
P32714	1.B.17.3.9
P32715	2.A.85.6.1
P32720	3.A.1.2.6
P32721	3.A.1.2.6
P32722	1.B.25.1.1
P32791	5.B.1.5.1
P32798	2.A.4.2.1
P32804	2.A.5.1.1
P32835	9.A.50.1.1
P32837	2.A.3.4.3
P32842	3.A.2.2.3
P32897	3.A.8.1.1
P32901	2.A.17.2.2
P32915	3.A.5.8.1
P32916	3.A.5.8.1
P32977	1.B.5.1.2
P33026	2.A.1.20.2
P33046	1.C.33.1.2
P33085	1.A.25.1.4
P33116	3.A.1.111.2
P33129	1.B.11.3.3
P33225	5.A.3.4.1
P33226	5.A.3.4.1
P33231	2.A.14.1.1
P33302	3.A.1.205.1
P33303	2.A.29.13.1
P33310	3.A.1.212.1
P33311	3.A.1.212.2
P33410	1.B.11.3.1
P33413	2.A.21.6.1
P33418	9.A.50.1.1
P33432	1.C.66.1.1
P33448	3.A.8.1.1
P33518	3.D.4.3.1
P33527	3.A.1.208.8
P33590	3.A.1.5.3
P33591	3.A.1.5.3
P33593	3.A.1.5.3
P33594	3.A.1.5.3
P33599	3.D.1.1.1
P33602	3.D.1.1.1
P33607	3.D.1.1.1
P33650	9.A.8.1.1
P33698	8.A.3.1.1
P33699	2.A.66.2.2
P33754	3.A.5.8.1
P33755	3.A.16.1.2
P33897	3.A.1.203.3
P33913	3.A.1.5.21
P33915	3.A.1.5.21
P33916	3.A.1.5.21
P33927	9.B.14.1.3
P33941	3.A.1.113.3
P33951	3.A.1.113.1
P34034	1.C.24.1.6
P34095	1.C.35.1.1
P34358	3.A.1.211.4
P34579	2.A.18.5.1
P34711	2.A.1.2.13
P34886	1.A.6.2.2
P34942	3.D.1.6.1
P34943	3.D.1.6.1
P35077	1.B.20.1.6
P35113	3.A.1.3.6
P35114	3.A.1.3.5
P35116	3.A.1.3.6
P35118	3.A.1.3.6
P35120	3.A.1.3.6
P35179	3.A.5.8.1
P35180	3.A.8.1.1
P35206	2.A.7.27.1
P35212	1.A.24.1.6
P35498	1.A.1.10.7
P35499	1.A.1.10.4
P35518	1.C.22.1.2
P35523	2.A.49.2.1
P35525	2.A.49.2.6
P35526	1.A.12.1.1
P35563	1.A.9.2.2
P35613	8.A.23.1.1
P35618	1.C.24.1.2
P35670	3.A.3.5.3
P35672	1.B.22.3.2
P35674	1.C.56.1.1
P35724	1.A.35.2.2
P35755	3.A.1.10.3
P35763	1.C.39.2.1
P35802	9.B.38.1.1
P35818	1.B.22.1.2
P35865	2.A.3.2.4
P35938	1.A.19.1.1
P36029	2.A.3.4.5
P36035	2.A.1.12.2
P36046	3.A.8.1.1
P36051	9.A.6.1.1
P36057	3.A.5.8.1
P36062	2.A.18.7.1
P36190	1.C.52.2.1
P36192	1.C.47.1.1
P36497	3.A.1.112.2
P36498	8.A.1.4.2
P36499	1.C.21.1.1
P36500	1.C.21.1.4
P36543	3.A.2.2.4
P36606	2.A.36.4.3
P36634	3.A.1.5.5
P36636	3.A.1.5.5
P36638	3.A.1.5.5
P36640	3.A.3.4.1
P36655	5.A.1.1.1
P36662	5.A.3.4.1
P36672	4.A.1.2.4
P36837	2.A.17.1.3
P36937	3.A.3.7.1
P36961	1.C.25.1.1
P36962	1.C.25.1.1
P37002	1.A.43.1.1
P37019	2.A.49.5.1
P37020	2.A.49.1.1
P37080	4.A.6.1.3
P37081	4.A.6.1.3
P37082	4.A.6.1.3
P37083	4.A.6.1.3
P37088	1.A.6.1.1
P37107	3.A.5.1.2
P37108	3.A.5.9.1
P37169	2.A.66.4.1
P37188	4.A.5.1.1
P37249	8.A.12.1.2
P37329	3.A.1.8.1
P37340	2.A.66.1.3
P37367	3.A.3.2.4
P37387	3.A.1.2.4
P37388	3.A.1.2.4
P37460	2.A.3.1.6
P37594	2.A.1.3.14
P37600	5.A.3.5.1
P37602	5.A.3.5.1
P37608	3.A.1.111.5
P37617	3.A.3.6.2
P37637	2.A.6.2.13
P37669	9.B.97.1.1
P37674	2.A.56.1.2
P37675	2.A.56.1.2
P37676	2.A.56.1.2
P37735	2.A.56.1.1
P37746	2.A.66.2.1
P37748	9.B.67.2.1
P37758	2.A.1.8.10
P37774	3.A.1.3.10
P37840	1.C.77.1.1
P37902	3.A.1.3.4
P37972	2.A.6.1.1
P37973	8.A.1.2.1
P37974	1.B.17.2.1
P38006	1.B.2.2.1
P38043	3.A.1.16.1
P38044	3.A.1.16.1
P38045	3.A.1.16.1
P38046	3.A.1.16.1
P38054	2.A.6.1.4
P38077	3.A.2.1.3
