Year,Kingdom,Phylum,Class,Species,Tcode,KEGGId,RefSeq
2012,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium animalis subsp. lactis V9,T01843,blv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/765/GCA_000092765.1_ASM9276v1
2012,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium animalis subsp. lactis B420,T02079,blw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/325/GCA_000277325.1_ASM27732v1
2014,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium longum BXY01,T03387,blx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/205/GCA_000730205.1_ASM73020v1
2014,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium longum subsp. longum GT15,T03452,blz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/485/GCA_000772485.1_ASM77248v1
2012,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium animalis subsp. animalis ATCC 25527,T02047,bni,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/715/GCA_000260715.1_ASM26071v1
2012,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium animalis subsp. lactis CNCM I-2494,T01842,bnm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/885/GCA_000220885.1_ASM22088v1
2015,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium pseudocatenulatum,T03932,bpsc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/025/215/GCA_001025215.1_ASM102521v1
2015,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium pseudolongum,T03529,bpsp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/475/GCA_000800475.2_ASM80047v2
2015,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium scardovii,T03975,bsca,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/635/GCA_001042635.1_ASM104263v1
2013,Bacteria,Actinobacteria,Bifidobacterium,Bifidobacterium thermophilum,T02505,btp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/695/GCA_000347695.1_ASM34769v1
2012,Bacteria,Actinobacteria,Blastococcus,Blastococcus saxobsidens,T01752,bsd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/015/GCA_000284015.1_ASM28401v1
2009,Bacteria,Actinobacteria,Brachybacterium,Brachybacterium faecium,T00965,bfa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/405/GCF_000023405.1_ASM2340v1
2017,Bacteria,Actinobacteria,Brachybacterium,Brachybacterium ginsengisoli,T05099,bgg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/065/GCA_002407065.1_ASM240706v1
2019,Bacteria,Actinobacteria,Brachybacterium,Brachybacterium sp. SGAir0954,T06008,brr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/490/785/GCA_005490785.1_ASM549078v1
2017,Bacteria,Actinobacteria,Brachybacterium,Brachybacterium sp. VR2415,T04950,brv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/795/GCA_002216795.1_ASM221679v1
2017,Bacteria,Actinobacteria,Brachybacterium,Brachybacterium sp. P6-10-X1,T04713,brx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/445/GCA_001969445.1_ASM196944v1
2017,Bacteria,Actinobacteria,Brachybacterium,Brachybacterium sp. VM2412,T05108,brz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/185/GCA_002407185.1_ASM240718v1
2018,Bacteria,Actinobacteria,Brachybacterium,Brachybacterium saurashtrense,T05573,bsau,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/475/GCA_003355475.1_ASM335547v1
2017,Bacteria,Actinobacteria,Brevibacterium,Brevibacterium aurantiacum,T04775,blin,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/525/GCA_001729525.1_ASM172952v1
2016,Bacteria,Actinobacteria,Brevibacterium,Brevibacterium linens BS258,T04319,bly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/606/005/GCA_001606005.1_ASM160600v1
2019,Bacteria,Actinobacteria,Brevibacterium,Brevibacterium sp. CS2,T05958,bri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/280/295/GCA_005280295.1_ASM528029v1
2009,Bacteria,Actinobacteria,Catenulispora,Catenulispora acidiphila,T00967,cai,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/025/GCA_000024025.1_ASM2402v1
2019,Bacteria,Actinobacteria,Cellulomonas,Cellulomonas sp. Z28,T05988,celz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/798/685/GCA_004798685.1_ASM479868v1
2017,Bacteria,Actinobacteria,Cellulomonas,Cellulomonas sp. PSBB021,T04985,cez,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/455/GCA_002240455.1_ASM224045v1
2011,Bacteria,Actinobacteria,Cellulomonas,Cellulomonas fimi,T01490,cfi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/695/GCA_000212695.1_ASM21269v1
2010,Bacteria,Actinobacteria,Cellulomonas,Cellulomonas flavigena,T01230,cfl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/865/GCA_000092865.1_ASM9286v1
2011,Bacteria,Actinobacteria,Cellulomonas,Cellulomonas gilvus,T01537,cga,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/545/GCA_000218545.1_ASM21854v1
2017,Bacteria,Actinobacteria,Cellulosimicrobium,Cellulosimicrobium cellulans,T04858,cceu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/335/GCA_002162335.1_ASM216233v1
2017,Bacteria,Actinobacteria,Cellulosimicrobium,Cellulosimicrobium sp. TH-20,T04804,cet,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/775/GCA_002105775.1_ASM210577v1
2019,Bacteria,Actinobacteria,Citricoccus,Citricoccus sp. SGAir0453,T05972,cig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/484/925/GCA_005484925.1_ASM548492v1
2017,Bacteria,Actinobacteria,Clavibacter,Clavibacter michiganensis subsp. capsici,T05227,ccap,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/205/GCA_001280205.1_ASM128020v1
2013,Bacteria,Actinobacteria,Clavibacter,Clavibacter michiganensis subsp. nebraskensis,T02530,cmc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/695/GCA_000355695.1_ASM35569v1
2015,Bacteria,Actinobacteria,Clavibacter,Clavibacter michiganensis subsp. insidiosus,T03862,cmh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/958/465/GCA_000958465.1_ASM95846v1
2007,Bacteria,Actinobacteria,Clavibacter,Clavibacter michiganensis subsp. michiganensis,T00529,cmi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/485/GCA_000063485.1_ASM6348v1
2008,Bacteria,Actinobacteria,Clavibacter,Clavibacter michiganensis subsp. sepedonicus,T00678,cms,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/225/GCA_000069225.1_ASM6922v1
2017,Bacteria,Actinobacteria,Cnuibacter,Cnuibacter physcomitrellae,T04797,cphy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/055/GCA_002096055.1_ASM209605v1
2017,Bacteria,Actinobacteria,Collinsella,Collinsella aerofaciens,T05143,caer,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/736/145/GCA_002736145.1_ASM273614v1
2010,Bacteria,Actinobacteria,Conexibacter,Conexibacter woesei,T01153,cwo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/265/GCA_000025265.1_ASM2526v1
2011,Bacteria,Actinobacteria,Coriobacterium,Coriobacterium glomerans,T01453,cgo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/315/GCA_000195315.1_ASM19531v1
2016,Bacteria,Actinobacteria,Corynebacterium,Brevibacterium flavum ZL-1,T04445,bfv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/055/GCA_001683055.1_ASM168305v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium ammoniagenes,T05164,camg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/425/GCA_001941425.1_ASM194142v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium aquilae,T05112,caqu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/445/GCA_001941445.1_ASM194144v1
2009,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium aurimucosum,T00887,car,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/905/GCA_000022905.1_ASM2290v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium atypicum,T03227,cax,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/945/GCA_000732945.1_ASM73294v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium argentoratense,T02821,caz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/555/GCA_000590555.1_ASM59055v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium casei,T03041,ccg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/550/785/GCA_000550785.1_ASM55078v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium camporealensis,T03923,ccj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/815/GCA_000980815.1_ASM98081v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium crudilactis,T04829,ccjz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/643/015/GCA_001643015.1_ASM164301v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium callunae,T02507,ccn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/785/GCA_000344785.1_ASM34478v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae HC04,T01696,cda,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/195/GCA_000255195.1_ASM25519v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae BH8,T01698,cdb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/935/GCA_000241935.1_ASM24193v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae CDCE 8392,T01700,cdd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/215/GCA_000255215.1_ASM25521v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae HC02,T01694,cde,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/155/GCA_000255155.1_ASM25515v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae INCA 402,T01688,cdh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/915/GCA_000241915.1_ASM24191v1
2003,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae NCTC 13129,T00151,cdi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/815/GCA_000195815.1_ASM19581v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae NCTC11397,T04861,cdip,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/457/455/GCA_001457455.1_NCTC11397
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium doosanense,T03413,cdo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/055/GCA_000767055.1_ASM76705v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae 241,T01687,cdp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/895/GCA_000241895.1_ASM24189v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae HC03,T01695,cdr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/775/GCA_000242775.1_ASM24277v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae C7,T01699,cds,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/175/GCA_000255175.1_ASM25517v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae HC01,T01693,cdt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/235/GCA_000255235.1_ASM25523v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae VA01,T01702,cdv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/255/GCA_000255255.1_ASM25525v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae PW8,T01701,cdw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/275/GCA_000255275.1_ASM25527v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium deserti,T04068,cdx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/995/GCA_001277995.1_ASM127799v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium diphtheriae 31A,T01697,cdz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/875/GCA_000241875.1_ASM24187v1
2002,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium efficiens,T00103,cef,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/305/GCA_000011305.1_ASM1130v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium epidermidicanis,T03955,cei,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/025/GCA_001021025.1_ASM102102v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium flavescens,T05018,cfc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/465/GCA_001941465.1_ASM194146v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium frankenforstense,T04872,cfk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/485/GCA_001941485.1_ASM194148v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium falsenii,T03037,cfn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/655/GCA_000525655.1_ASM52565v1
2005,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum ATCC 13032 (Bielefeld),T00244,cgb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/335/GCA_000196335.1_ASM19633v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum SCgG2,T02691,cgg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/185/GCA_000404185.1_ASM40418v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum ATCC 21831,T03361,cgj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/715/GCA_000742715.1_ASM74271v1
2002,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum ATCC 13032 (Kyowa Hakko),T00102,cgl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/325/GCF_000011325.1_ASM1132v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum MB001,T02791,cgm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/015/GCA_000445015.1_ASM44501v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum AR1,T03362,cgq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/735/GCA_000742735.1_ASM74273v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum SCgG1,T02690,cgs,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/145/GCA_000404145.1_ASM40414v1
2007,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum R,T00501,cgt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/225/GCA_000010225.1_ASM1022v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum K051,T02508,cgu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/905/GCA_000382905.1_ASM38290v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glaucum,T05058,cgv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/287/505/GCA_002287505.1_ASM228750v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glutamicum B253,T03668,cgx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/015/GCA_000828015.1_ASM82801v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium glyciniphilum,T03073,cgy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/675/GCA_000626675.1_ASM62667v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium humireducens,T03576,chm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/819/445/GCA_000819445.1_ASM81944v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium halotolerans,T02472,chn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/345/GCA_000341345.1_ASM34134v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium imitans,T03237,cii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/455/GCA_000739455.1_ASM73945v1
2005,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium jeikeium,T00255,cjk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/605/GCA_000006605.1_ASM660v1
2009,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium kroppenstedtii,T00896,ckp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/145/GCA_000023145.1_ASM2314v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium kutscheri,T03866,cku,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/835/GCA_000980835.1_ASM98083v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium lactis,T04042,clw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/895/GCA_001274895.1_ASM127489v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium maris,T02784,cmd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/645/GCA_000442645.1_ASM44264v1
2018,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium minutissimum,T05574,cmin,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/045/GCA_900478045.1_47555_C02
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium marinum,T03633,cmq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/165/GCA_000835165.1_ASM83516v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium mustelae,T03941,cmv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/020/985/GCA_001020985.1_ASM102098v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium sp. ATCC 6931,T03283,coa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/185/GCA_000755185.1_ASM75518v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 1/06-A,T02052,cod,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/735/GCA_000233735.1_ASM23373v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 258,T02118,coe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/755/GCA_000263755.2_ASM26375v2
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis CIP 52.97,T02054,coi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/605/GCA_000227605.2_ASM22760v2
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 31,T02029,cop,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/155/GCA_000259155.3_ASM25915v3
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 267,T01934,cor,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/385/GCA_000258385.1_ASM25838v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 42/02-A,T02053,cos,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/175/GCA_000227175.1_ASM22717v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis Cp162,T02154,cou,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/545/GCA_000265545.2_ASM26554v2
2019,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pelargi,T05936,cpeg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/895/GCA_004114895.1_ASM411489v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 316,T01753,cpg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/375/GCA_000248375.1_ASM24837v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium phocae,T05007,cpho,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/565/GCA_001941565.1_ASM194156v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 1002,T01876,cpk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/935/GCA_000144935.2_ASM14493v2
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 3/99-5,T01689,cpl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/855/GCA_000241855.1_ASM24185v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis P54B96,T01771,cpp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/935/GCA_000255935.1_ASM25593v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis C231,T01877,cpq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/675/GCA_000144675.1_ASM14467v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis 48252,T03482,cpse,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/365/GCA_000730365.1_ASM73036v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis Ft_2193/67,T03484,cpsf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/445/GCA_000730445.1_ASM73044v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis CS_10,T03483,cpsu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/405/GCA_000730405.1_ASM73040v1
2010,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis FRC41,T01277,cpu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/705/GCA_000143705.1_ASM14370v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis I19,T01878,cpx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/065/GCA_000152065.2_ASM15206v2
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium pseudotuberculosis PAT10,T01879,cpz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/625/GCA_000221625.1_ASM22162v1
2011,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium resistens,T01538,crd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/535/GCA_000177535.2_ASM17753v2
2016,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium simulans,T04316,csp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/586/215/GCA_001586215.1_ASM158621v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium sphenisci,T05122,csph,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/505/GCA_001941505.1_ASM194150v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium stationis,T04724,csta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/345/GCA_001941345.1_ASM194134v1
2017,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium striatum,T05059,cstr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/805/GCA_002156805.1_ASM215680v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium singulare,T03630,csx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/575/GCA_000833575.1_ASM83357v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium testudinoris,T03956,cted,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/045/GCA_001021045.1_ASM102104v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium terpenotabidum,T02714,cter,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/365/GCA_000418365.1_ASM41836v1
2013,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium urealyticum DSM 7111,T02457,cua,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/095/GCA_000338095.1_ASM33809v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium ulcerans 809,T01880,cuc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/645/GCA_000215645.1_ASM21564v1
2012,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium ulcerans 0102,T02171,cue,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/825/GCA_000306825.1_ASM30682v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium ulcerans 131002,T03899,cuj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/945/GCA_000968945.1_ASM96894v1
2011,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium ulcerans BR-AD22,T01549,cul,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/665/GCA_000215665.1_ASM21566v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium ulcerans 210932,T03406,cun,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/415/GCA_000767415.1_ASM76741v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium ulcerans 210931,T03414,cuq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/645/GCA_000767645.1_ASM76764v1
2008,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium urealyticum DSM 7109,T00685,cur,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/945/GCA_000069945.1_ASM6994v1
2014,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium ulcerans FRC11,T03408,cus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/685/GCA_000767685.1_ASM76768v1
2015,Bacteria,Actinobacteria,Corynebacterium,Corynebacterium uterequi,T03957,cut,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/065/GCA_001021065.1_ASM102106v1
