KEGG_Entry,Definition,KO,Length,Sw-Score,Margin,bits,identity,overlap,best(all)
dpd:Deipe_0247,"response regulator with CheY-like receiv",K02658,120,354,58,87,0.429,119,"<-> 48"
ter:Tery_3248,"response regulator receiver protein",K02658,121,354,41,87,0.400,120,"<-> 31"
nmv:NITMOv2_1844,"Protein PilH",K02658,120,353,26,86,0.419,117,"<-> 91"
oac:Oscil6304_4058,"response regulator with CheY-like re",K02658,121,353,20,86,0.408,120,"<-> 125"
syne:Syn6312_0027,"response regulator with CheY-like rec",K02658,123,353,15,86,0.400,120,"-> 40"
cyh:Cyan8802_2780,"response regulator receiver protein",K11523,121,352,15,86,0.433,120,"<-> 60"
cyp:PCC8801_3337,"response regulator receiver protein",K11523,121,352,15,86,0.433,120,"<-> 61"
calt:Cal6303_3457,"response regulator receiver protein",K02658,121,351,20,86,0.400,120,"-> 84"
cts:Ctha_2457,"response regulator receiver protein",K02658,120,351,100,86,0.393,117,"-> 16"
glp:Glo7428_1127,"response regulator receiver protein",K02658,121,351,22,86,0.408,120,"-> 83"
nop:Nos7524_0547,"response regulator with CheY-like rece",K02658,125,351,1,86,0.388,116,"<-> 82"
ana:all0929,"two-component system, regulatory protein",K02658,121,350,12,86,0.392,120,"-> 99"
ava:Ava_0508,"response regulator receiver domain-contain",K02658,121,350,21,86,0.392,120,"-> 94"
csn:Cyast_1231,"response regulator receiver protein",,120,350,9,86,0.398,118,"<-> 46"
acy:Anacy_0390,"response regulator receiver protein",K02658,121,349,37,85,0.400,120,"-> 87"
lep:Lepto7376_2609,"response regulator receiver protein",K02658,121,349,21,85,0.408,120,"<-> 67"
mmb:Mmol_1293,"response regulator receiver protein",K02658,121,349,24,85,0.461,115,"<-> 26"
naz:Aazo_4952,"response regulator receiver protein",K02658,121,349,67,85,0.400,120,"-> 40"
nde:NIDE2657,"putative chemotaxis regulator CheY",K02658,120,349,72,85,0.410,117,"<-> 62"
nmu:Nmul_A2231,"two component transcriptional regulator,",K07657,234,349,100,85,0.479,121,"-> 24"
adk:Alide2_3885,"response regulator receiver protein",K02658,121,348,83,85,0.405,116,"-> 31"
adn:Alide_3632,"response regulator receiver",K02658,121,348,83,85,0.405,116,"-> 30"
amr:AM1_0909,"response regulator receiver",K02658,119,348,1,85,0.378,119,"-> 104"
gei:GEI7407_2665,"response regulator receiver protein",K02658,121,348,45,85,0.405,121,"-> 71"
calo:Cal7507_2178,"response regulator receiver protein",K02658,121,347,8,85,0.392,120,"-> 76"
ipa:Isop_3677,"response regulator receiver protein",K02658,145,347,78,85,0.407,118,"-> 26"
meh:M301_1637,"response regulator receiver protein",K02658,121,347,42,85,0.443,115,"<-> 36"
spiu:SPICUR_07380,"hypothetical protein",K07657,227,347,147,85,0.451,122,"-> 8"
fsi:Flexsi_0112,"response regulator receiver protein",K02658,121,345,58,84,0.361,119,"<-> 18"
nos:Nos7107_1603,"response regulator receiver protein",K02658,121,345,0,84,0.400,120,"-> 95"
awa:AA650_21510,"chemotaxis protein CheY",K02658,123,344,38,84,0.392,120,"-> 24"
cyn:Cyan7425_1423,"response regulator receiver protein",K11523,119,344,10,84,0.437,119,"<-> 84"
npu:Npun_F5961,"response regulator receiver, CheY (EC:3.",K02658,121,344,6,84,0.392,120,"-> 121"
riv:Riv7116_0776,"response regulator with CheY-like rece",K02658,121,344,10,84,0.383,120,"-> 95"
cbaa:SRAA_1667,"hypothetical protein",K02658,120,343,86,84,0.454,119,"<-> 26"
ccro:CMC5_038290,"transcriptional regulator",K07657,246,343,58,84,0.450,120,"-> 91"
calh:IJ00_15440,"chemotaxis protein CheY",K02658,121,341,12,84,0.383,120,"-> 68"
cmp:Cha6605_4387,"response regulator with CheY-like rece",K02658,120,341,18,84,0.364,118,"-> 79"
pel:SAR11G3_00195,"phosphate regulon transcriptional reg",K07657,228,341,119,84,0.420,119,"-> 4"
anb:ANA_C13637,"response regulator receiver, CheY",K02658,123,338,58,83,0.392,120,"-> 25"
syj:D082_18280,"two-component system, regulatory protein",K02658,147,338,6,83,0.408,120,"-> 38"
syn:slr1042,"chemotaxis protein CheY",K02658,147,338,8,83,0.408,120,"-> 45"
syq:SYNPCCP_0450,"CheY subfamily protein PilH/TaxY3/Rre7",K02658,121,338,8,83,0.408,120,"-> 42"
sys:SYNPCCN_0450,"CheY subfamily protein PilH/TaxY3/Rre7",K02658,121,338,8,83,0.408,120,"-> 42"
syt:SYNGTI_0450,"CheY subfamily protein PilH/TaxY3/Rre7",K02658,121,338,8,83,0.408,120,"-> 42"
syy:SYNGTS_0450,"CheY subfamily protein PilH/TaxY3/Rre7",K02658,121,338,8,83,0.408,120,"-> 42"
syz:MYO_14560,"CheY subfamily",K02658,147,338,8,83,0.408,120,"-> 45"
dgo:DGo_PA0013,"Response regulator PilH, putative",K02658,119,337,62,83,0.425,113,"<-> 31"
dca:Desca_2306,"winged helix family two component transc",K07658,231,336,48,82,0.410,122,"-> 21"
sat:SYN_00230,"response regulator receiver domain and a",K07315,402,336,35,82,0.386,114,"<-> 31"
drm:Dred_0707,"two component transcriptional regulator,",K07658,232,335,74,82,0.418,122,"-> 22"
pth:PTH_1831,"response regulator",K07658,239,335,70,82,0.426,122,"-> 20"
scu:SCE1572_30820,"ArsR family transcriptional regulator",K07657,235,335,15,82,0.425,120,"-> 114"
bav:BAV3090,"phosphate regulon two-component response re",K07657,232,334,83,82,0.436,117,"-> 24"
bhm:D558_1850,"phosphate regulon transcriptional regulat",K07657,232,334,85,82,0.436,117,"-> 20"
bho:D560_1863,"phosphate regulon transcriptional regulat",K07657,232,334,85,82,0.436,117,"-> 20"
bhz:ACR54_04221,"Phosphate regulon transcriptional regul",K07657,232,334,84,82,0.436,117,"-> 31"
arp:NIES39_E01040,"two-component response regulator",K02658,121,333,46,82,0.392,120,"-> 74"
dku:Desku_1178,"winged helix family two component transc",K07658,236,333,9,82,0.418,122,"-> 26"
dpt:Deipr_2263,"response regulator receiver protein",K02658,119,333,87,82,0.441,111,"<-> 16"
put:PT7_3380,"phosphate regulon two-component response r",K07657,233,331,96,81,0.444,117,"-> 18"
syc:syc0684_c,"chemotaxis protein CheY",K02658,120,330,31,81,0.339,118,"-> 20"
syf:Synpcc7942_0856,"response regulator receiver domain-",K02658,120,330,24,81,0.339,118,"-> 21"
syu:M744_12460,"chemotaxis protein CheY",K02658,120,330,24,81,0.339,118,"-> 21"
gni:GNIT_2812,"putative DNA-binding response regulator P",K07657,235,329,80,81,0.430,121,"-> 43"
oni:Osc7112_4248,"response regulator receiver protein",K02658,168,329,36,81,0.383,120,"-> 129"
toc:Toce_0967,"two component transcriptional regulator,",K07658,232,329,53,81,0.400,120,"-> 12"
msv:Mesil_1842,"response regulator receiver protein",K02658,122,328,40,81,0.395,119,"<-> 24"
dal:Dalk_4490,"response regulator receiver modulated dig",,301,327,48,80,0.408,120,"-> 84"
ssal:SPISAL_06630,"two component transcriptional regulat",K07657,227,327,94,80,0.408,120,"-> 4"
mar:MAE_33460,"CheY family two-component response regula",K02658,121,326,29,80,0.430,121,"<-> 19"
scl:sce5073,"DNA-binding response regulator",K07657,235,326,19,80,0.417,120,"-> 104"
acb:A1S_2814,"twitching motility protein",K02658,83,325,99,80,0.573,82,"-> 15"
nco:AAW31_03570,"chemotaxis protein CheY",K07657,241,325,62,80,0.438,121,"-> 13"
dru:Desru_3313,"response regulator receiver",K07658,232,324,11,80,0.402,122,"-> 39"
puf:UFO1_0473,"two component transcriptional regulator,",K07658,229,324,64,80,0.393,122,"-> 36"
bpt:Bpet0481,"response regulator",K07657,232,322,72,79,0.427,117,"-> 28"
cvi:CV_0562,"phosphate regulon transcriptional regulator",K07657,229,322,48,79,0.438,121,"-> 43"
fgi:OP10G_3180,"winged helix family two component transc",,223,322,55,79,0.407,118,"-> 43"
mpk:VL20_3214,"two-component system regulatory protein",K02658,121,322,56,79,0.430,121,"<-> 18"
lfc:LFE_1734,"winged helix family wo component transcrip",K07658,234,320,42,79,0.407,118,"-> 14"
syp:SYNPCC7002_A1374,"two-component system response regu",K02658,131,320,16,79,0.386,127,"-> 37"
nii:Nit79A3_2251,"two component transcriptional regulato",K07657,240,319,8,79,0.413,121,"-> 31"
axn:AX27061_0503,"Phosphate regulon transcriptional regu",K07657,232,318,60,78,0.419,117,"-> 44"
axo:NH44784_016881,"Phosphate regulon transcriptional re",K07657,232,318,60,78,0.419,117,"-> 48"
axs:LH59_02480,"chemotaxis protein CheY",K07657,232,318,60,78,0.419,117,"-> 41"
axy:AXYL_00496,"phosphate regulon transcriptional regula",K07657,232,318,60,78,0.419,117,"-> 43"
cbab:SMCB_1575,"CheY-like receiver protein",K02658,120,318,58,78,0.429,119,"-> 23"
meu:ACJ67_11940,"chemotaxis protein CheY",K07657,234,318,71,78,0.405,121,"-> 21"
rcu:RCOM_2145260,"two-component system sensor histidine",,185,318,52,78,0.405,121,"-> 55"
rrs:RoseRS_0805,"two component transcriptional regulator",K07658,229,318,34,78,0.421,121,"-> 62"
tro:trd_1600,"alkaline phosphatase synthesis transcripti",,239,318,53,78,0.408,120,"-> 14"
atm:ANT_06610,"putative two-component response regulator",,126,317,6,78,0.420,119,"<-> 42"
dau:Daud_1419,"two component transcriptional regulator",K07658,231,317,31,78,0.392,120,"-> 9"
des:DSOUD_3475,"ArsR family transcriptional regulator",K07657,230,317,60,78,0.427,117,"-> 56"
dgi:Desgi_2938,"response regulator with CheY-like receiv",,232,317,3,78,0.383,120,"-> 32"
sfr:Sfri_2768,"two component transcriptional regulator,",K07657,229,317,29,78,0.378,119,"-> 28"
taf:THA_134,"DNA-binding response regulator",,239,317,64,78,0.432,118,"-> 9"
tao:THIAE_02245,"chemotaxis protein CheY",K07657,236,317,62,78,0.387,119,"-> 24"
bbh:BN112_3953,"phosphate regulon transcriptional regula",K07657,232,316,58,78,0.419,117,"-> 26"
bbm:BN115_4145,"phosphate regulon transcriptional regula",K07657,232,316,58,78,0.419,117,"-> 26"
bbr:BB4469,"phosphate regulon transcriptional regulatory",K07657,232,316,58,78,0.419,117,"-> 26"
bbx:BBS798_4246,"phosphate regulon transcriptional regul",K07657,232,316,62,78,0.419,117,"-> 26"
bpar:BN117_4070,"phosphate regulon transcriptional regul",K07657,232,316,57,78,0.419,117,"-> 21"
bpc:BPTD_0157,"phosphate regulon transcriptional regulat",K07657,232,316,58,78,0.419,117,"-> 17"
bpe:BP0160,"phosphate regulon transcriptional regulatory",K07657,232,316,58,78,0.419,117,"-> 17"
bper:BN118_0521,"phosphate regulon transcriptional regul",K07657,232,316,58,78,0.419,117,"-> 18"
bpet:B1917_0164,"phosphate regulon transcriptional regul",K07657,232,316,58,78,0.419,117,"-> 17"
bpeu:Q425_2750,"phosphate regulon transcriptional regula",K07657,232,316,58,78,0.419,117,"-> 17"
mbac:BN1209_0367,"DNA-binding response regulator in two-",K07657,228,316,95,78,0.405,121,"-> 5"
nml:Namu_1193,"two component transcriptional regulator,",,240,316,22,78,0.393,122,"-> 28"
sse:Ssed_3303,"two component transcriptional regulator,",K07657,229,316,33,78,0.395,119,"-> 44"
vin:AKJ08_0750,"GAF domain/GGDEF domain protein",,377,316,23,78,0.420,119,"-> 39"
axl:AXY_03200,"putative two-component system response re",K07770,232,315,49,78,0.395,119,"-> 22"
dew:DGWBC_0100,"phosphate regulon transcriptional regula",,231,315,65,78,0.392,120,"-> 27"
sct:SCAT_4747,"Transcriptional regulatory protein afsQ1",,235,315,18,78,0.425,120,"-> 51"
bgd:bgla_1g13510,"Response regulator",K07657,233,314,60,77,0.427,117,"-> 59"
bgl:bglu_1g11500,"Response regulator",K07657,235,314,65,77,0.427,117,"-> 55"
bgo:BM43_2684,"phosphate regulon transcriptional regulat",K07657,233,314,60,77,0.427,117,"-> 57"
bgp:BGL_1c12430,"phosphate regulon transcriptional regul",K07657,235,314,48,77,0.427,117,"-> 59"
bgu:KS03_2086,"phosphate regulon transcriptional regulat",K07657,233,314,65,77,0.427,117,"-> 55"
dae:Dtox_1955,"two component transcriptional regulator,",,236,314,12,77,0.393,122,"-> 38"
dra:DR_A0350,"response regulator PilH",K02658,186,314,63,77,0.370,119,"-> 24"
hau:Haur_4663,"two component transcriptional regulator",,232,314,22,77,0.410,122,"-> 75"
pse:NH8B_3863,"two component transcriptional regulator P",K07657,229,314,51,77,0.421,121,"-> 34"
sfu:Sfum_2892,"two component transcriptional regulator",K07657,227,314,44,77,0.397,121,"-> 49"
spl:Spea_2969,"two component transcriptional regulator,",K07657,229,314,29,77,0.387,119,"-> 29"
gag:Glaag_3355,"two component transcriptional regulator",K07657,229,313,59,77,0.381,118,"-> 45"
pat:Patl_1053,"two component transcriptional regulator",K07657,229,313,62,77,0.381,118,"-> 40"
rce:RC1_3267,"phosphate regulon transcriptional regulato",K07657,234,313,33,77,0.410,117,"-> 41"
tmb:Thimo_3297,"phosphate regulon transcriptional regula",K07657,227,313,68,77,0.393,122,"-> 28"
hha:Hhal_0098,"two component transcriptional regulator",K07657,229,312,65,77,0.400,120,"-> 26"
rca:Rcas_1176,"two component transcriptional regulator",,229,312,23,77,0.405,121,"-> 60"
sdv:BN159_1519,"Transcriptional regulatory protein AfsQ1",,230,312,21,77,0.421,121,"-> 60"
strm:M444_27395,"transcriptional regulator",,227,312,22,77,0.400,120,"-> 52"
amim:MIM_c05680,"phosphate regulon transcriptional regul",K07657,231,310,52,77,0.410,117,"-> 16"
bfn:OI25_2572,"phosphate regulon transcriptional regulat",K07657,233,310,40,77,0.427,117,"-> 78"
bge:BC1002_2084,"two component transcriptional regulator",K07657,233,310,32,77,0.427,117,"-> 57"
bgf:BC1003_2463,"two component transcriptional regulator",K07657,233,310,55,77,0.427,117,"-> 52"
bph:Bphy_0887,"two component transcriptional regulator,",K07657,233,310,42,77,0.427,117,"-> 80"
bpx:BUPH_03068,"two-component system OmpR family phospha",K07657,235,310,60,77,0.427,117,"-> 58"
bpy:Bphyt_2853,"two component transcriptional regulator,",K07657,233,310,20,77,0.427,117,"-> 65"
bub:BW23_435,"phosphate regulon transcriptional regulato",K07657,233,310,43,77,0.427,117,"-> 49"
bue:BRPE67_ACDS19160,"phosphate regulon transcriptional",K07657,233,310,50,77,0.419,117,"-> 60"
bug:BC1001_2493,"two component transcriptional regulator",K07657,233,310,53,77,0.427,117,"-> 52"
bxb:DR64_3429,"phosphate regulon transcriptional regulat",K07657,233,310,28,77,0.427,117,"-> 57"
bxe:Bxe_A1271,"two component transcriptional regulator",K07657,233,310,28,77,0.427,117,"-> 57"
byi:BYI23_A018530,"phosphate regulon transcriptional reg",K07657,235,310,23,77,0.419,117,"-> 58"
dvg:Deval_1001,"winged helix family two component transc",K07657,229,310,66,77,0.408,120,"-> 56"
dvl:Dvul_1911,"two component transcriptional regulator,",K07657,229,310,66,77,0.408,120,"-> 57"
dvu:DVU1083,"phosphate regulon transcriptional regulator",K07657,229,310,66,77,0.408,120,"-> 56"
fau:Fraau_2561,"phosphate regulon transcriptional regula",K07657,229,310,31,77,0.390,118,"-> 17"
gba:J421_0931,"response regulator receiver",,130,310,12,77,0.350,117,"<-> 73"
gsb:GSUB_14095,"ArsR family transcriptional regulator",K07657,234,310,58,77,0.385,122,"-> 51"
gsk:KN400_1078,"winged-helix phosphate transcriptional r",K07657,225,310,58,77,0.423,123,"-> 73"
gsu:GSU1102,"winged-helix phosphate transcriptional resp",K07657,225,310,58,77,0.423,123,"-> 76"
rsh:Rsph17029_1257,"two component transcriptional regula",K07657,230,310,37,77,0.368,117,"-> 36"
rsk:RSKD131_0911,"winged helix family two component tran",K07657,230,310,41,77,0.368,117,"-> 39"
rsp:RSP_2599,"Phosphate regulon transcriptional regulato",K07657,230,310,37,77,0.368,117,"-> 37"
sdn:Sden_2689,"two component transcriptional regulator,",K07657,229,310,39,77,0.387,119,"-> 30"
sth:STH750,"two-component response regulator",K07658,235,310,7,77,0.400,120,"-> 28"
bac:BamMC406_1194,"two component transcriptional regulat",K07657,233,309,39,76,0.419,117,"-> 55"
bam:Bamb_1182,"two component transcriptional regulator",K07657,233,309,39,76,0.419,117,"-> 53"
bced:DM42_416,"phosphate regulon transcriptional regulat",K07657,233,309,39,76,0.419,117,"-> 51"
bcen:DM39_1182,"phosphate regulon transcriptional regula",K07657,233,309,44,76,0.419,117,"-> 46"
bceo:I35_1190,"Phosphate regulon transcriptional regulat",K07657,235,309,39,76,0.419,117,"-> 53"
bcew:DM40_1958,"phosphate regulon transcriptional regula",K07657,233,309,41,76,0.419,117,"-> 47"
bch:Bcen2424_1305,"two component transcriptional regulat",K07657,233,309,38,76,0.419,117,"-> 54"
bcj:BCAL1275,"phosphate regulon two-component regulatory",K07657,233,309,39,76,0.419,117,"-> 50"
bcm:Bcenmc03_1276,"two component transcriptional regulat",K07657,233,309,40,76,0.419,117,"-> 61"
bcn:Bcen_0824,"two component transcriptional regulator",K07657,233,309,38,76,0.419,117,"-> 49"
bcon:NL30_09140,"chemotaxis protein CheY",K07657,233,309,43,76,0.419,117,"-> 65"
bct:GEM_2149,"two component transcriptional regulator",K07657,233,309,41,76,0.419,117,"-> 41"
bdl:AK34_1863,"phosphate regulon transcriptional regulat",K07657,233,309,41,76,0.419,117,"-> 46"
bma:BMA0785,"DNA-binding response regulator PhoB",K07657,233,309,51,76,0.427,117,"-> 36"
bmab:BM45_2018,"phosphate regulon transcriptional regula",K07657,233,309,55,76,0.427,117,"-> 35"
bmae:DM78_2227,"phosphate regulon transcriptional regula",K07657,233,309,79,76,0.427,117,"-> 30"
bmaf:DM51_552,"phosphate regulon transcriptional regulat",K07657,233,309,55,76,0.427,117,"-> 36"
bmai:DM57_2853,"chemotaxis protein CheY",K07657,233,309,51,76,0.427,117,"-> 36"
bmal:DM55_2758,"phosphate regulon transcriptional regula",K07657,233,309,55,76,0.427,117,"-> 36"
bmaq:DM76_2740,"phosphate regulon transcriptional regula",K07657,233,309,55,76,0.427,117,"-> 36"
bmaz:BM44_2452,"phosphate regulon transcriptional regula",K07657,233,309,55,76,0.427,117,"-> 35"
bmj:BMULJ_01228,"OmpR family two-component system phosph",K07657,233,309,60,76,0.419,117,"-> 23"
bmk:DM80_348,"phosphate regulon transcriptional regulato",K07657,233,309,50,76,0.419,117,"-> 46"
bml:BMA10229_A0572,"phosphate regulon transcriptional re",K07657,233,309,51,76,0.427,117,"-> 35"
bmn:BMA10247_0579,"phosphate regulon transcriptional reg",K07657,233,309,51,76,0.427,117,"-> 36"
bmu:Bmul_2015,"two component transcriptional regulator",K07657,233,309,50,76,0.419,117,"-> 46"
bmul:NP80_1391,"phosphate regulon transcriptional regula",K07657,233,309,52,76,0.419,117,"-> 38"
bmv:BMASAVP1_A1296,"phosphate regulon transcriptional re",K07657,233,309,51,76,0.427,117,"-> 30"
boc:BG90_211,"phosphate regulon transcriptional regulato",K07657,233,309,61,76,0.427,117,"-> 38"
bok:DM82_806,"phosphate regulon transcriptional regulato",K07657,233,309,61,76,0.427,117,"-> 39"
bpd:BURPS668_1490,"phosphate regulon transcriptional reg",K07657,233,309,51,76,0.427,117,"-> 41"
bpk:BBK_155,"phoB: phosphate regulon transcriptional reg",K07657,233,309,55,76,0.427,117,"-> 42"
bpl:BURPS1106A_1520,"phosphate regulon transcriptional r",K07657,233,309,55,76,0.427,117,"-> 39"
bpm:BURPS1710b_1623,"phosphate regulon transcriptional r",K07657,233,309,55,76,0.427,117,"-> 38"
bpq:BPC006_I1567,"phosphate regulon transcriptional regu",K07657,233,309,51,76,0.427,117,"-> 39"
bpr:GBP346_A1525,"phosphate regulon transcriptional regu",K07657,233,309,51,76,0.427,117,"-> 20"
bps:BPSL1364,"phosphate regulon two-component system res",K07657,233,309,55,76,0.427,117,"-> 39"
bpsa:BBU_829,"phosphate regulon transcriptional regulato",K07657,233,309,55,76,0.427,117,"-> 42"
bpsd:BBX_2592,"phosphate regulon transcriptional regulat",K07657,233,309,55,76,0.427,117,"-> 43"
bpse:BDL_652,"phosphate regulon transcriptional regulato",K07657,233,309,51,76,0.427,117,"-> 43"
bpsh:DR55_3233,"phosphate regulon transcriptional regula",K07657,233,309,55,76,0.427,117,"-> 40"
bpsm:BBQ_2078,"phosphate regulon transcriptional regulat",K07657,233,309,55,76,0.427,117,"-> 42"
bpso:X996_2840,"phosphate regulon transcriptional regula",K07657,233,309,55,76,0.427,117,"-> 39"
bpsu:BBN_2204,"phosphate regulon transcriptional regulat",K07657,233,309,55,76,0.427,117,"-> 42"
bpyr:ABD05_12255,"chemotaxis protein CheY",K07657,233,309,22,76,0.419,117,"-> 48"
bpz:BP1026B_I2173,"phosphate regulon transcriptional reg",K07657,233,309,55,76,0.427,117,"-> 39"
btd:BTI_2469,"phosphate regulon transcriptional regulato",K07657,233,309,45,76,0.427,117,"-> 45"
