"","genes","counts.sample1","counts.sample2","counts.sample3","counts.treat1","counts.treat2","counts.treat3","logFC","logCPM","F","PValue"
"632","gene_0632",5.031405e+06,2.192461e+06,2.512845e+06,2.077893e+06,3.788565e+06,2.569792e+06,-1.441885e-01, 5.911669,1.087034e-01,7.624224e-01
"633","gene_0633",4.257101e+06,6.755167e+06,3.341189e+06,3.790771e+06,3.847554e+06,3.591338e+06,-2.867340e-01, 6.409579,5.097063e-01,5.963173e-01
"634","gene_0634",9.900432e+06,1.137797e+07,9.518811e+06,1.375602e+07,1.033898e+07,1.144703e+07, 2.737086e-01, 7.795847,5.607104e-01,6.928862e-01
"635","gene_0635",1.962267e+06,3.793347e+06,1.950348e+06,3.090117e+06,2.775065e+06,1.856276e+06, 7.679984e-02, 5.690112,3.451529e-02,8.643845e-01
"636","gene_0636",6.271208e+07,7.041503e+07,7.181391e+07,4.916301e+07,4.683618e+07,4.216609e+07,-5.079771e-01,10.158731,7.914210e+00,2.253500e-01
"637","gene_0637",4.251209e+07,5.715594e+07,7.474222e+07,6.563900e+07,6.051418e+07,7.403017e+07, 2.467187e-01,10.294094,1.041068e+00,5.477806e-01
"638","gene_0638",1.230874e+07,2.562570e+06,5.118359e+06,5.252096e+07,5.244893e+07,6.779991e+07, 3.179578e+00, 9.347484,3.650766e+01,2.532062e-04
"639","gene_0639",6.044912e+06,5.049818e+06,6.148487e+06,2.108083e+06,9.076282e+06,5.740878e+06, 9.876738e-03, 6.823597,3.455454e-04,9.868652e-01
"640","gene_0640",4.360222e+06,3.674152e+06,2.032156e+06,9.487917e+06,2.704968e+06,1.081702e+07, 1.268098e+00, 6.796997,4.693065e+00,6.055175e-02
"641","gene_0641",2.278527e+06,5.194992e+06,3.225631e+06,6.828182e+06,6.074608e+06,7.597219e+06, 9.955195e-01, 6.711515,5.152890e+00,9.097363e-02
"642","gene_0642",2.067795e+07,2.142007e+07,1.794601e+07,2.112898e+07,1.933096e+07,1.987801e+07, 7.144421e-02, 8.650486,7.151631e-02,9.042344e-01
"643","gene_0643",3.440198e+06,1.962811e+06,4.113201e+06,3.469028e+06,4.570752e+06,2.494588e+06, 2.025046e-01, 6.071452,2.122990e-01,6.837028e-01
"644","gene_0644",3.483900e+07,3.023110e+07,4.876795e+07,6.965000e+07,4.666087e+07,5.144188e+07, 6.200774e-01, 9.891388,5.048680e+00,1.571711e-01
"645","gene_0645",3.009182e+06,8.096405e+06,1.902098e+06,9.663270e+06,9.523695e+06,9.506020e+06, 1.213178e+00, 7.129318,4.586530e+00,6.344784e-02
"646","gene_0646",2.714893e+08,2.969799e+08,3.555605e+08,2.639593e+08,3.620089e+08,2.887409e+08, 3.601980e-02,12.584322,3.807765e-02,9.288395e-01
"647","gene_0647",1.614596e+07,1.743194e+07,2.136995e+07,3.564410e+07,3.902513e+07,4.290404e+07, 1.147387e+00, 9.179587,2.308321e+01,2.693150e-02
"648","gene_0648",1.760447e+06,2.609442e+06,1.804178e+06,1.860772e+06,6.493613e+06,2.938544e+06, 9.182083e-01, 5.864625,3.439350e+00,9.897634e-02
"649","gene_0649",9.614164e+06,3.706150e+06,3.734931e+06,3.290146e+06,1.692882e+06,3.404378e+06,-9.459359e-01, 6.389541,3.304463e+00,1.048012e-01
"650","gene_0650",3.274311e+06,5.436512e+06,4.758218e+06,4.788160e+06,7.949706e+06,1.113702e+07, 8.629174e-01, 6.959934,3.651655e+00,1.672839e-01
"651","gene_0651",3.950988e+07,4.710902e+07,5.251914e+07,5.043703e+07,4.084907e+07,4.548287e+07, 3.365806e-02, 9.851400,2.504944e-02,9.390094e-01
"652","gene_0652",6.716284e+07,9.677225e+07,9.663015e+07,7.795780e+07,9.204015e+07,8.521594e+07, 2.185122e-02,10.750758,1.257572e-02,9.555910e-01
"653","gene_0653",3.375313e+06,4.977086e+06,3.465351e+06,2.674374e+06,5.487813e+06,7.200921e+06, 4.185901e-01, 6.494824,8.606091e-01,4.494557e-01
"654","gene_0654",4.391736e+06,2.138195e+07,1.866601e+07,1.953503e+07,3.733512e+07,2.926393e+07, 9.902596e-01, 8.774591,3.193447e+00,1.099319e-01
"655","gene_0655",4.224707e+06,4.165996e+06,7.149941e+06,5.977414e+06,6.421104e+06,3.523066e+06, 9.147613e-02, 6.725247,4.023430e-02,8.758138e-01
"656","gene_0656",9.646472e+06,8.396170e+06,9.172986e+06,1.420396e+07,1.974163e+06,8.769906e+06,-4.264335e-02, 7.454271,4.238891e-03,9.500371e-01
"657","gene_0657",4.746820e+06,4.140260e+06,3.350094e+06,6.718091e+06,4.927519e+06,2.912527e+06, 3.340754e-01, 6.493125,5.632342e-01,5.456728e-01
"658","gene_0658",3.260293e+06,4.710798e+06,5.383675e+06,9.110002e+06,2.285312e+06,9.782081e+06, 7.219228e-01, 6.862090,1.511800e+00,2.521635e-01
"659","gene_0659",3.761170e+06,3.491971e+06,3.184422e+06,8.237699e+06,8.054312e+06,9.019587e+06, 1.338853e+00, 6.909603,1.315364e+01,3.176624e-02
"660","gene_0660",2.256604e+07,1.959796e+07,3.863240e+06,3.136300e+07,2.618505e+07,3.312392e+07, 1.061617e+00, 8.836298,3.743303e+00,8.730284e-02
"661","gene_0661",1.316396e+07,1.202797e+07,1.475704e+07,1.124102e+07,1.328302e+07,9.619897e+06,-1.683455e-01, 7.950621,2.222118e-01,8.061836e-01
"662","gene_0662",4.825543e+06,2.420829e+06,2.771336e+06,6.536333e+06,1.165453e+06,3.122132e+06, 2.084274e-01, 6.133384,1.092033e-01,7.491387e-01
"663","gene_0663",5.306944e+06,3.345406e+06,5.079729e+06,2.059082e+06,3.201485e+06,1.587406e+06,-9.451482e-01, 6.093722,5.013602e+00,6.078374e-02
"664","gene_0664",5.523150e+06,3.801560e+06,1.474600e+07,3.446599e+07,3.595801e+07,3.734910e+07, 2.196062e+00, 8.803702,1.801074e+01,2.522208e-03
"665","gene_0665",2.566374e+06,2.176517e+06,1.737597e+07,3.670385e+06,1.866006e+07,3.078850e+06, 2.080102e-01, 7.324728,4.454846e-02,8.378634e-01
"666","gene_0666",3.312410e+06,5.992223e+06,3.577673e+06,2.148681e+06,4.614491e+06,1.665634e+06,-5.530052e-01, 6.144230,1.251540e+00,2.942037e-01
"667","gene_0667",1.555300e+07,1.359903e+07,1.443702e+07,1.554298e+07,1.460197e+07,1.555203e+07, 1.289296e-01, 8.220352,1.710668e-01,8.450105e-01
"668","gene_0668",2.939994e+07,2.237292e+07,2.664202e+07,1.830101e+07,1.880001e+07,1.629697e+07,-4.921479e-01, 8.776597,3.401697e+00,3.913550e-01
"669","gene_0669",4.824139e+06,2.129554e+06,1.981979e+06,4.626565e+06,2.570558e+06,3.901209e+06, 3.943138e-01, 6.065220,7.031066e-01,4.273903e-01
"670","gene_0670",2.661190e+06,6.839503e+06,2.531165e+06,2.471336e+06,2.421400e+06,3.257085e+06,-5.014269e-01, 6.062547,1.126344e+00,3.180919e-01
"671","gene_0671",2.027994e+07,1.942997e+07,6.548395e+06,3.457989e+07,2.944501e+07,3.488588e+07, 1.174751e+00, 8.926933,8.297702e+00,3.459698e-02
"672","gene_0672",1.900598e+07,2.325407e+07,3.106206e+07,3.269893e+07,3.416202e+07,3.196501e+07, 4.813515e-01, 9.175169,3.202659e+00,3.488067e-01
"673","gene_0673",5.199213e+07,8.548216e+07,8.488698e+07,1.216297e+08,9.616110e+07,8.967609e+07, 5.285081e-01,10.800859,4.366558e+00,1.778330e-01
"674","gene_0674",4.955571e+06,3.172327e+06,1.016798e+07,1.261599e+07,1.242799e+07,1.366299e+07, 1.120321e+00, 7.587921,4.772787e+00,1.083196e-01
"675","gene_0675",3.495119e+06,5.380393e+06,3.629325e+06,6.279595e+06,6.220892e+06,3.902291e+06, 4.614812e-01, 6.600977,1.225151e+00,4.169636e-01
"676","gene_0676",3.119039e+06,4.524259e+06,2.819621e+06,6.065604e+06,3.659183e+06,5.866506e+06, 6.430732e-01, 6.449619,2.434949e+00,2.410615e-01
"677","gene_0677",1.147538e+06,1.131661e+06,2.770298e+06,2.530516e+06,2.224208e+06,1.354191e+06, 3.272031e-01, 5.237803,4.868919e-01,5.041560e-01
"678","gene_0678",9.058633e+07,1.427495e+08,6.975774e+07,7.316093e+07,7.773818e+07,4.390799e+07,-5.627502e-01,10.691752,3.278319e+00,1.545344e-01
"679","gene_0679",2.532060e+06,1.569137e+06,4.556454e+06,3.026565e+06,2.438039e+06,1.550412e+06,-2.459053e-01, 5.721614,2.461690e-01,6.324971e-01
"680","gene_0680",1.055562e+06,3.005205e+07,2.872194e+07,2.709606e+07,3.339202e+07,2.683083e+06, 1.386238e-01, 8.702873,1.533932e-02,9.043427e-01
"681","gene_0681",4.973845e+06,1.594530e+06,2.487888e+06,3.578516e+06,2.104900e+06,4.452518e+06, 2.304974e-01, 5.997713,2.084530e-01,6.595484e-01
"682","gene_0682",1.488884e+06,1.436384e+06,2.332248e+06,9.282616e+06,2.299088e+06,4.032519e+06, 1.649034e+00, 6.161936,7.862797e+00,2.196227e-02
"683","gene_0683",1.308200e+07,2.801135e+06,3.376554e+06,1.154896e+07,1.544803e+07,1.379202e+07, 1.158651e+00, 7.647758,3.574844e+00,9.817362e-02
"684","gene_0684",4.285226e+06,4.120734e+06,2.066217e+06,2.602145e+06,3.775588e+06,1.487729e+06,-3.355876e-01, 5.927115,5.136247e-01,4.930013e-01
"685","gene_0685",2.582720e+06,3.253001e+06,2.633190e+06,1.532016e+06,5.591330e+06,2.692808e+06, 2.577187e-01, 5.925155,2.810452e-01,6.097304e-01
"686","gene_0686",3.614864e+06,3.520092e+07,3.161794e+07,3.562903e+07,3.546494e+07,3.932409e+07, 6.898046e-01, 9.249762,1.072589e+00,3.292314e-01
"687","gene_0687",2.279743e+06,3.214092e+06,5.532883e+06,1.474600e+07,1.815596e+07,1.280896e+07, 2.095605e+00, 7.587597,1.863997e+01,3.489893e-03
"688","gene_0688",4.603501e+06,2.946294e+06,5.589276e+06,1.785059e+06,2.108638e+06,2.615925e+06,-9.688938e-01, 6.027229,6.011881e+00,5.068653e-02
"689","gene_0689",8.148719e+07,8.888582e+07,1.320098e+08,1.269601e+08,1.417300e+08,1.160901e+08, 3.983644e-01,11.172179,3.053677e+00,3.022826e-01
"690","gene_0690",1.756500e+07,1.373697e+07,1.869397e+07,1.863601e+07,1.234001e+07,1.889614e+06,-5.147593e-01, 8.121214,5.263813e-01,4.878351e-01
"691","gene_0691",4.620712e+08,4.260389e+08,5.377909e+08,4.106802e+08,5.600110e+08,4.905687e+08, 8.587177e-02,13.234234,2.441623e-01,8.373849e-01
"692","gene_0692",4.078282e+06,2.168837e+06,2.969276e+06,3.006659e+06,4.115910e+06,3.270092e+06, 2.329122e-01, 6.030896,3.736662e-01,6.359306e-01
"693","gene_0693",3.135252e+06,2.705193e+06,6.113639e+06,1.167232e+06,4.819593e+06,5.919976e+06, 7.939734e-03, 6.308425,1.649459e-04,9.900525e-01
"694","gene_0694",1.688803e+06,5.221490e+06,3.277967e+06,1.862785e+06,2.200805e+06,2.619409e+06,-5.601057e-01, 5.808749,1.515562e+00,2.516200e-01
"695","gene_0695",3.768612e+07,3.488105e+07,2.697202e+07,2.929701e+07,3.606910e+07,2.943808e+07,-6.270132e-03, 9.337334,7.957642e-04,9.898295e-01
"696","gene_0696",1.627358e+06,2.790941e+06,3.762317e+06,2.258213e+06,3.453050e+06,1.707258e+06,-9.396349e-02, 5.708734,4.366034e-02,8.394614e-01
"697","gene_0697",6.481696e+06,3.093846e+06,1.759617e+06,1.771254e+06,2.197939e+06,5.659801e+06,-1.802146e-01, 6.104388,9.151740e-02,7.696073e-01
"698","gene_0698",1.238603e+07,3.230218e+06,6.664892e+06,1.069498e+07,9.225975e+06,1.076496e+07, 5.308826e-01, 7.468154,1.038223e+00,4.373664e-01
"699","gene_0699",3.625609e+07,3.756693e+07,3.521191e+07,4.035600e+07,3.855194e+07,4.225094e+07, 2.118680e-01, 9.587031,1.316542e+00,6.481874e-01
"700","gene_0700",4.998244e+06,1.483815e+06,1.081618e+06,4.322846e+06,2.910206e+06,2.920209e+06, 5.191723e-01, 5.887457,7.890154e-01,3.990990e-01
"701","gene_0701",1.308799e+07,1.927797e+07,1.736694e+07,1.171798e+07,1.298399e+07,1.145298e+07,-4.038667e-01, 8.160750,1.406250e+00,5.452833e-01
"702","gene_0702",1.751697e+07,1.592699e+07,1.375802e+07,1.884202e+07,2.062599e+07,2.249701e+07, 4.523781e-01, 8.509698,2.592583e+00,4.643397e-01
"703","gene_0703",3.402095e+07,2.281296e+07,5.204002e+06,1.262271e+06,1.921365e+06,3.527293e+06,-3.145650e+00, 7.793484,1.927226e+01,2.056578e-03
"704","gene_0704",1.646305e+06,5.359363e+06,1.626095e+06,2.689711e+06,6.070357e+06,3.244107e+06, 5.341075e-01, 6.103189,8.579747e-01,3.801286e-01
"705","gene_0705",6.982789e+07,5.607289e+07,5.891289e+07,5.093910e+07,5.447081e+07,4.517308e+07,-2.318625e-01,10.125669,1.660551e+00,5.810802e-01
"706","gene_0706",1.702496e+06,2.982023e+06,4.353578e+06,1.858723e+06,2.278069e+06,3.131451e+06,-2.817303e-01, 5.766719,4.114141e-01,5.396875e-01
"707","gene_0707",3.313053e+06,3.054088e+06,1.580665e+06,3.013210e+06,2.015351e+06,4.950731e+06, 3.914149e-01, 5.896097,7.481472e-01,4.110646e-01
"708","gene_0708",9.604706e+06,4.666211e+06,1.304804e+07,1.109703e+07,1.302004e+07,1.048200e+07, 3.895813e-01, 7.699765,6.862629e-01,5.744058e-01
"709","gene_0709",4.004165e+06,4.566572e+06,3.470663e+06,2.470651e+06,1.312340e+06,2.916143e+06,-7.831193e-01, 5.956731,3.714515e+00,1.066665e-01
"710","gene_0710",7.765191e+06,6.454483e+06,5.916449e+06,7.401622e+06,1.035597e+07,9.308969e+06, 4.843154e-01, 7.298966,1.649712e+00,4.677790e-01
"711","gene_0711",3.949093e+06,3.225564e+06,2.953839e+06,2.869683e+06,4.357502e+06,1.825487e+06,-9.439379e-02, 5.998504,5.093593e-02,8.465354e-01
"712","gene_0712",3.037793e+07,2.637102e+07,4.076591e+07,5.335204e+07,2.907105e+07,5.142298e+07, 5.139960e-01, 9.603822,2.799968e+00,2.676099e-01
"713","gene_0713",1.316175e+06,4.301028e+06,2.696450e+06,5.160717e+06,1.518052e+06,5.060646e+06, 5.604554e-01, 6.076111,8.571896e-01,3.803365e-01
"714","gene_0714",2.047298e+06,8.669816e+06,9.507997e+06,1.386400e+07,1.502394e+07,1.252303e+07, 1.077966e+00, 7.701607,3.374870e+00,1.238987e-01
"715","gene_0715",1.815005e+07,1.648796e+07,2.900701e+06,1.260636e+06,2.179053e+06,6.822268e+06,-1.821449e+00, 7.274967,5.091601e+00,5.246850e-02
"716","gene_0716",3.672268e+06,3.136339e+06,2.658388e+06,1.579964e+06,5.943865e+06,5.321753e+06, 4.809130e-01, 6.207100,9.122269e-01,3.661788e-01
"717","gene_0717",4.862106e+06,3.393729e+06,1.542052e+06,4.476004e+06,8.171276e+06,8.237870e+06, 1.155281e+00, 6.673968,5.284626e+00,4.904492e-02
"718","gene_0718",1.457499e+08,1.551201e+08,1.427900e+08,1.789995e+08,1.932201e+08,2.740303e+08, 5.938526e-01,11.829166,1.202454e+01,1.276619e-01
"719","gene_0719",1.465502e+08,1.185302e+08,9.501816e+07,8.857278e+07,6.227717e+07,8.348826e+07,-5.491743e-01,10.945587,6.883317e+00,1.584315e-01
"720","gene_0720",1.870499e+07,1.756169e+06,2.102394e+07,2.037603e+07,1.930900e+07,2.212294e+07, 6.232005e-01, 8.439145,7.241129e-01,4.183751e-01
"721","gene_0721",1.463006e+08,1.636797e+08,1.704094e+08,1.401698e+08,1.580603e+08,1.165699e+08,-1.522336e-01,11.545737,7.484721e-01,6.930391e-01
"722","gene_0722",7.667378e+07,3.192511e+06,1.160201e+08,8.344082e+07,9.701201e+07,8.156405e+07, 4.600903e-01,10.589977,2.668551e-01,6.187610e-01
"723","gene_0723",3.681749e+06,5.968306e+06,2.947663e+06,8.541097e+06,2.508876e+06,1.543196e+06, 1.078388e-01, 6.412737,2.550514e-02,8.768855e-01
"724","gene_0724",4.416034e+06,2.842167e+06,5.516570e+06,5.146606e+06,2.657706e+06,2.705868e+06,-2.107053e-01, 6.290371,2.004578e-01,6.883006e-01
"725","gene_0725",1.361602e+08,1.152403e+08,1.373298e+08,1.701203e+08,1.581502e+08,1.255903e+08, 2.882608e-01,11.464388,2.416388e+00,4.545863e-01
"726","gene_0726",3.615867e+06,2.520153e+06,4.421425e+06,2.082695e+06,3.171689e+06,6.782238e+06, 2.173219e-01, 6.228670,1.887785e-01,6.748726e-01
"727","gene_0727",4.031122e+06,2.105658e+06,6.772279e+06,2.004693e+06,2.389819e+06,2.111493e+07, 9.819168e-01, 6.987945,1.160289e+00,3.113423e-01
"728","gene_0728",5.139405e+06,8.873796e+06,1.324202e+07,3.173602e+06,1.233300e+07,4.193664e+06,-4.373877e-01, 7.291293,4.931746e-01,5.112613e-01
"729","gene_0729",1.292096e+07,1.179498e+07,2.568242e+06,1.087604e+07,1.875095e+07,1.115402e+07, 6.574309e-01, 7.822650,1.227504e+00,3.440999e-01
"730","gene_0730",1.507671e+06,1.638609e+06,2.807219e+06,3.362540e+06,3.281536e+06,3.524409e+06, 8.182668e-01, 5.762311,4.569458e+00,7.622665e-02
"731","gene_0731",2.102307e+07,1.933806e+07,1.338599e+07,1.431396e+07,1.595903e+07,1.166101e+07,-2.874916e-01, 8.312741,7.350296e-01,6.570681e-01
"732","gene_0732",1.639131e+06,1.458599e+07,1.270497e+07,1.904198e+07,1.536399e+07,2.237106e+07, 1.014663e+00, 8.174187,2.116554e+00,1.820114e-01
"733","gene_0733",1.112799e+07,2.803135e+06,2.175265e+06,4.148131e+06,1.846306e+06,2.705568e+06,-7.884542e-01, 6.352642,1.398806e+00,2.692912e-01
"734","gene_0734",5.846703e+07,7.687600e+07,6.054397e+07,9.068496e+07,8.896472e+07,1.125304e+08, 6.330908e-01,10.673278,1.308520e+01,1.100240e-01
"735","gene_0735",2.468101e+06,6.287652e+06,2.132301e+06,3.845154e+06,2.884041e+06,2.743203e+06,-1.245809e-01, 6.085241,6.349306e-02,8.071092e-01
"736","gene_0736",7.571407e+06,8.648509e+06,6.846807e+06,9.217666e+06,6.569900e+06,1.019197e+07, 2.338060e-01, 7.356023,3.590383e-01,7.278617e-01
"737","gene_0737",6.543949e+06,3.108657e+06,1.214896e+07,1.982130e+06,2.838250e+06,3.957643e+06,-1.286426e+00, 6.669551,5.113522e+00,5.206479e-02
"738","gene_0738",3.745690e+06,3.169953e+06,1.301785e+06,1.723166e+06,4.147412e+06,2.447437e+06, 8.276607e-02, 5.773026,2.892185e-02,8.689813e-01
"739","gene_0739",1.375898e+07,1.396904e+07,1.176298e+07,1.219900e+07,1.221601e+07,1.168302e+07,-6.603673e-02, 7.976996,3.880712e-02,9.231047e-01
"740","gene_0740",3.501083e+06,1.481195e+06,1.616744e+06,1.148502e+07,1.260498e+07,1.303801e+07, 2.560881e+00, 7.206119,2.878129e+01,5.706602e-04
"741","gene_0741",7.894246e+06,1.462992e+06,2.835870e+06,3.388492e+07,2.817203e+07,3.418713e+07, 3.057655e+00, 8.522258,2.607886e+01,7.906789e-04
"742","gene_0742",6.605242e+06,4.083911e+06,5.475085e+06,6.222315e+06,5.630494e+06,6.755307e+06, 2.633038e-01, 6.860127,4.599855e-01,6.638425e-01
"743","gene_0743",6.986710e+07,5.107486e+07,5.729516e+07,6.715028e+07,7.172586e+07,6.798108e+07, 2.762079e-01,10.329205,2.552218e+00,4.991619e-01
"744","gene_0744",2.137881e+06,4.161897e+06,2.540938e+06,3.785179e+06,3.146573e+06,3.029819e+06, 2.386893e-01, 5.976682,3.665265e-01,6.227816e-01
"745","gene_0745",3.598394e+07,4.874700e+07,7.395119e+07,5.993810e+07,6.819488e+07,7.783685e+07, 4.167850e-01,10.255857,2.219612e+00,3.128656e-01
"746","gene_0746",5.957609e+07,5.782901e+07,6.176687e+07,8.520295e+07,6.356195e+07,7.177311e+07, 3.639945e-01,10.388906,3.798283e+00,3.700045e-01
"747","gene_0747",1.883847e+06,5.470457e+06,2.016483e+06,9.117773e+06,1.295511e+06,2.385566e+06, 5.581717e-01, 6.237801,5.133316e-01,4.931211e-01
"748","gene_0748",7.003526e+06,1.815820e+06,2.809224e+06,5.379050e+06,2.179189e+06,2.900017e+06,-5.875517e-02, 6.205437,9.770817e-03,9.235760e-01
"749","gene_0749",2.265503e+06,2.960953e+06,5.970913e+06,2.976324e+06,6.475724e+06,2.448370e+06, 1.248350e-01, 6.277142,5.080887e-02,8.270452e-01
"750","gene_0750",7.034487e+08,5.435208e+08,4.112214e+08,2.941996e+08,3.307509e+08,3.045597e+08,-7.678786e-01,13.062195,1.615076e+01,6.543305e-02
"751","gene_0751",7.058215e+07,5.158613e+07,2.798499e+07,2.689901e+07,2.090737e+06,2.806405e+07,-1.313264e+00, 9.412371,2.839134e+00,1.286546e-01
"752","gene_0752",1.835704e+07,1.540398e+07,1.420002e+07,1.657103e+07,1.219503e+07,1.852795e+07, 4.313922e-02, 8.310641,1.737855e-02,9.468668e-01
"753","gene_0753",3.326008e+06,7.050431e+06,2.743203e+06,8.015827e+06,2.452633e+06,2.413374e+06, 7.499129e-02, 6.453462,1.417790e-02,9.080155e-01
"754","gene_0754",6.708980e+07,5.627887e+07,6.448678e+07,7.762618e+07,6.648290e+07,9.149503e+07, 3.837333e-01,10.467550,4.634194e+00,3.405192e-01
"755","gene_0755",1.092402e+07,1.085096e+07,2.805118e+06,1.305700e+07,1.232001e+07,1.417603e+07, 7.647725e-01, 7.741083,2.094326e+00,2.725431e-01
"756","gene_0756",3.420273e+06,2.128005e+06,2.559393e+06,6.580291e+06,2.963396e+06,2.083518e+06, 6.124808e-01, 6.063382,1.404070e+00,2.684573e-01
"757","gene_0757",1.993649e+06,4.951554e+06,3.372764e+06,5.949595e+06,6.843439e+06,1.624563e+06, 5.551663e-01, 6.383826,8.253406e-01,3.889242e-01
"758","gene_0758",5.419844e+06,2.508668e+06,2.852806e+06,2.088897e+06,3.565863e+06,2.411835e+06,-3.552512e-01, 5.963163,6.995382e-01,4.628396e-01
"759","gene_0759",1.760598e+08,2.029403e+08,2.122898e+08,1.549599e+08,1.373498e+08,1.130597e+08,-4.810365e-01,11.699462,6.413294e+00,2.147822e-01
"760","gene_0760",2.977975e+06,1.949618e+06,5.172320e+06,3.125856e+06,2.311583e+06,2.427181e+06,-3.087806e-01, 5.914330,4.601430e-01,5.179872e-01
"761","gene_0761",3.503302e+08,2.483615e+06,3.971190e+06,3.455421e+06,3.173756e+06,1.633143e+06,-5.316068e+00,10.180902,9.318217e+00,1.486438e-02
"762","gene_0762",7.142511e+06,6.415810e+06,1.681899e+06,8.905591e+06,7.613297e+06,1.187801e+07, 9.733651e-01, 7.185300,3.021850e+00,1.389693e-01
"763","gene_0763",9.136424e+05,4.940789e+06,4.981021e+06,6.359580e+06,6.712413e+06,8.340486e+06, 1.020052e+00, 6.761825,2.631381e+00,1.415981e-01
"764","gene_0764",1.846103e+07,2.028697e+07,1.622101e+07,1.714102e+07,2.017199e+07,5.782292e+06,-2.745753e-01, 8.356089,3.298561e-01,6.685181e-01
"765","gene_0765",2.713399e+06,3.209529e+06,2.989411e+06,4.848544e+06,2.646456e+06,5.978035e+06, 6.533902e-01, 6.229467,2.447393e+00,2.082700e-01
"766","gene_0766",4.388937e+06,2.980205e+06,7.058508e+07,6.957087e+07,5.729596e+07,4.840591e+07, 1.186017e+00, 9.756510,1.297984e+00,2.860021e-01
"767","gene_0767",1.746496e+07,9.996419e+06,1.432895e+07,3.386308e+07,3.317401e+07,1.953801e+07, 1.121731e+00, 8.760160,9.911519e+00,5.417927e-02
"768","gene_0768",6.836517e+06,3.109778e+06,4.387416e+06,9.209874e+06,3.115063e+06,5.377484e+06, 3.899814e-01, 6.752826,5.327834e-01,5.088123e-01
"769","gene_0769",6.461178e+09,5.877885e+09,6.089388e+09,5.876093e+09,6.618284e+09,5.664102e+09, 3.878765e-02,16.897831,4.946059e-02,9.385527e-01
"770","gene_0770",4.695912e+08,3.534694e+08,2.038199e+08,1.688796e+08,2.040207e+08,2.615098e+08,-6.311005e-01,12.418208,5.355906e+00,1.156486e-01
"771","gene_0771",9.624404e+09,1.085101e+10,9.522413e+09,8.569477e+09,1.010101e+10,1.316301e+10, 1.366425e-01,17.650959,4.529625e-01,7.929862e-01
"772","gene_0772",2.614008e+07,2.531993e+07,2.089103e+07,2.412708e+07,2.131093e+07,2.811292e+07, 8.516050e-02, 8.925277,1.182781e-01,8.766925e-01
"773","gene_0773",5.028002e+08,5.086789e+08,9.125574e+08,6.320792e+08,8.293926e+08,6.104001e+08, 1.521252e-01,13.710172,2.990155e-01,7.231831e-01
"774","gene_0774",1.778195e+07,3.008744e+06,1.235302e+07,1.167404e+07,1.258498e+07,2.035796e+07, 4.789399e-01, 8.016860,6.248551e-01,4.828851e-01
"775","gene_0775",4.901602e+07,3.565596e+07,4.397286e+07,3.533097e+07,5.776491e+07,5.830192e+07, 2.830472e-01, 9.864430,1.478583e+00,5.192487e-01
"776","gene_0776",1.287395e+08,1.413797e+08,9.661206e+07,7.707716e+07,7.745580e+07,9.240580e+07,-5.087547e-01,10.989943,8.944760e+00,1.903774e-01
"777","gene_0777",1.853563e+06,3.050449e+06,3.081711e+06,2.504290e+06,3.152467e+06,3.514870e+06, 2.445480e-01, 5.841016,4.417688e-01,6.016248e-01
"778","gene_0778",3.762630e+06,7.004303e+06,5.565616e+06,6.748287e+06,3.872892e+06,5.727285e+06, 6.501839e-02, 6.775248,2.180682e-02,9.126528e-01
"779","gene_0779",4.465128e+06,4.712365e+06,1.975957e+06,2.652718e+06,2.150633e+06,3.877136e+06,-2.951219e-01, 6.034734,4.474294e-01,5.491368e-01
"780","gene_0780",2.926368e+06,2.085888e+06,3.258395e+06,2.716787e+06,1.894296e+06,2.345103e+06,-1.886497e-01, 5.670264,2.809900e-01,6.732504e-01
"781","gene_0781",3.488201e+07,4.980503e+06,4.595887e+07,3.510711e+07,4.677908e+07,3.923696e+07, 5.389030e-01, 9.440766,7.111184e-01,4.224164e-01
"782","gene_0782",3.272505e+08,4.613991e+08,4.283515e+08,3.759798e+08,3.177793e+08,2.638093e+08,-2.813484e-01,12.827817,1.687527e+00,4.918219e-01
"783","gene_0783",1.722342e+06,1.280175e+06,3.687291e+06,3.355020e+06,2.221573e+06,1.843671e+06, 2.053453e-01, 5.576487,1.720647e-01,6.886675e-01
"784","gene_0784",1.324801e+08,8.403692e+07,6.267775e+07,5.232619e+07,5.762095e+07,7.054498e+07,-5.640128e-01,10.567551,4.953851e+00,1.578648e-01
"785","gene_0785",2.974220e+06,4.598940e+06,3.281900e+06,2.505383e+06,1.162855e+06,2.119085e+06,-8.381934e-01, 5.789773,4.056129e+00,7.707104e-02
"786","gene_0786",2.595714e+06,2.603588e+06,4.058345e+06,2.115167e+06,4.279854e+06,3.349002e+06, 1.116870e-01, 5.986477,7.416822e-02,8.183266e-01
"787","gene_0787",4.748906e+08,3.225908e+08,3.966266e+06,2.890264e+06,3.701693e+08,8.247091e+08, 6.245708e-01,12.668772,1.540383e-01,7.044698e-01
"788","gene_0788",4.777353e+06,2.369383e+06,3.724047e+06,1.171700e+07,8.954988e+06,1.008998e+07, 1.567406e+00, 7.136449,1.293814e+01,1.765515e-02
"789","gene_0789",5.211806e+07,4.688392e+07,4.112892e+07,6.946486e+07,5.318183e+07,5.812317e+07, 4.366759e-01,10.070639,5.023743e+00,3.034641e-01
