ID,geneName,ORF,Entrez,fullName,uniprot,GO,EC,KO,pfam,organism
Q9CWI7,Ran,,84509,GTP-binding nuclear protein Ran,Q9CWI7,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
Q9CZA2,Ran,,84509,GTP-binding nuclear protein Ran,Q9CZA2,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
Q9UDJ5,Ran,,84509,GTP-binding nuclear protein Ran,Q9UDJ5,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
Q9UEU9,Ran,,84509,GTP-binding nuclear protein Ran,Q9UEU9,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
Q6AY18,Sar1a,rCG_22123,361842,"SAR1 gene homolog A (S. cerevisiae), isoform CRA_b",Q6AY18,GO:0005783; GO:0005794; GO:0005525; GO:0004427; GO:0006886; GO:0006796; GO:0016192,,K07953,,Rattus norvegicus
D4A3N4,Adcy1,rCG_24488,305509,Adenylate cyclase,D4A3N4,GO:0005737; GO:0098978; GO:0098686; GO:0005887; GO:0099061; GO:0005634; GO:0098685; GO:0004016; GO:0005524; GO:0008294; GO:0046872; GO:0007189; GO:0007409; GO:0007420; GO:0006171; GO:0007623; GO:0007616; GO:0150076; GO:0032793; GO:1900273; GO:0042752; GO:2000300; GO:0042493; GO:0010226,4.6.1.1,K08041,D4A3N4:Guanylate cyclase(150|277)+Guanylate cyclase(715|857),Rattus norvegicus
P07151,B2m,,24223,Beta-2-microglobulin,P07151,GO:0005829; GO:0009897; GO:0005615; GO:0005794; GO:1990712; GO:0042824; GO:0042612; GO:0042803; GO:1990000; GO:0019885; GO:0002481; GO:0071283; GO:0071316; GO:0006955; GO:0055072; GO:0006826; GO:0007611; GO:0090647; GO:0050680; GO:2000978; GO:0010977; GO:1900121; GO:2000774; GO:1904434; GO:0048260; GO:0002726; GO:0001916; GO:1904437; GO:0051289; GO:0042026; GO:0045646; GO:0034756; GO:0046686; GO:0042493; GO:0002237; GO:0033077,,K08055,P07151:Ig-like C1-type(25|114),Rattus norvegicus
P47853,Bgn,,25181,Biglycan,P47853,GO:0009986; GO:0031012; GO:0042383; GO:0030133; GO:0050840; GO:0005539; GO:0001974; GO:0019800,,K08118,,Rattus norvegicus
D4ACN6,Col4a3bp,rCG_44445,365652,Collagen type IV alpha 3-binding protein,D4ACN6,GO:0005581; GO:0005829; GO:0005794; GO:0005739; GO:0005654; GO:0048471; GO:1902387; GO:1902388; GO:0016301; GO:0008289; GO:0070273; GO:0000902; GO:0008283; GO:0006672; GO:0035627; GO:0007029; GO:0035621; GO:0003007; GO:0001701; GO:0120009; GO:0055088; GO:0070584; GO:0006936; GO:0034976; GO:0007165,,K08283,D4ACN6:PH(23|117)+START(415|618),Rattus norvegicus
B0BNG6,Use1,,290627,Use1 protein,B0BNG6,GO:0016021,,K08507,,Rattus norvegicus
Q5PQX0,Uxs1,,246232,UDP-glucuronic acid decarboxylase 1,Q5PQX0,GO:0005737; GO:0005794; GO:0032580; GO:0016021; GO:0070403; GO:0042803; GO:0048040; GO:0051262; GO:0033320,4.1.1.35,K08678,,Rattus norvegicus
Q8K464,Uxs1,,246232,UDP-glucuronic acid decarboxylase 1,Q8K464,GO:0005737; GO:0005794; GO:0032580; GO:0016021; GO:0070403; GO:0042803; GO:0048040; GO:0051262; GO:0033320,4.1.1.35,K08678,,Rattus norvegicus
B2GV22,Ptdss2,,293620,Phosphatidylserine synthase 2,B2GV22,GO:0005789; GO:0016021; GO:0003882; GO:0006659,2.7.8.29,K08730,,Rattus norvegicus
P11030,Dbi,,25045,Acyl-CoA-binding protein,P11030,GO:0043292; GO:0005737; GO:0005783; GO:0005615; GO:0005794; GO:0005634; GO:0005886; GO:0008021; GO:0030156; GO:0000062; GO:0008289; GO:0006637; GO:0007420; GO:0031670; GO:0014009; GO:0031999; GO:0030157; GO:0046889; GO:0051281; GO:0032228; GO:0006694,,K08762,P11030|Q2V4X5|Q63160:ACB(2|87),Rattus norvegicus
Q2V4X5,Dbi,,25045,Acyl-CoA-binding protein,Q2V4X5,GO:0043292; GO:0005737; GO:0005783; GO:0005615; GO:0005794; GO:0005634; GO:0005886; GO:0008021; GO:0030156; GO:0000062; GO:0008289; GO:0006637; GO:0007420; GO:0031670; GO:0014009; GO:0031999; GO:0030157; GO:0046889; GO:0051281; GO:0032228; GO:0006694,,K08762,P11030|Q2V4X5|Q63160:ACB(2|87),Rattus norvegicus
Q63160,Dbi,,25045,Acyl-CoA-binding protein,Q63160,GO:0043292; GO:0005737; GO:0005783; GO:0005615; GO:0005794; GO:0005634; GO:0005886; GO:0008021; GO:0030156; GO:0000062; GO:0008289; GO:0006637; GO:0007420; GO:0031670; GO:0014009; GO:0031999; GO:0030157; GO:0046889; GO:0051281; GO:0032228; GO:0006694,,K08762,P11030|Q2V4X5|Q63160:ACB(2|87),Rattus norvegicus
A4GW50,Stk38l,rCG_29601,691337,Non-specific serine/threonine protein kinase,A4GW50,GO:0015629; GO:0005829; GO:0005524; GO:0000287; GO:0004674; GO:0035556; GO:0018105; GO:0051128,2.7.11.1,K08790,A4GW50|D4AA09:Protein kinase(90|383)+AGC-kinase C-terminal(384|453),Rattus norvegicus
D4AA09,Stk38l,rCG_29601,691337,Non-specific serine/threonine protein kinase,D4AA09,GO:0015629; GO:0005829; GO:0005524; GO:0000287; GO:0004674; GO:0035556; GO:0018105; GO:0051128,2.7.11.1,K08790,A4GW50|D4AA09:Protein kinase(90|383)+AGC-kinase C-terminal(384|453),Rattus norvegicus
D3ZBH5,Lmtk2,rCG_42615,304286,Lemur tyrosine kinase 2,D3ZBH5,GO:0005829; GO:0005769; GO:0005794; GO:0030426; GO:0005887; GO:0043025; GO:0048471; GO:0043235; GO:0055037; GO:0005524; GO:0070853; GO:0004864; GO:0004674; GO:0004714; GO:0045022; GO:0032456; GO:0018105; GO:0018107; GO:0046777; GO:0001881; GO:0033572; GO:0007169,,K08898,D3ZBH5:Protein kinase(137|436),Rattus norvegicus
Q9JJ76,Csnk1e,,58822,Casein kinase 1 epsilon,Q9JJ76,GO:0005737; GO:0030426; GO:0043005; GO:0043025; GO:0005634; GO:0005524; GO:0004674; GO:1990090; GO:0048512; GO:0006897; GO:0018105; GO:0018107; GO:1902004; GO:0090263; GO:2000052; GO:0032436; GO:1905426; GO:0006468,,K08960,Q9JJ76:Protein kinase(9|277),Rattus norvegicus
Q04931,Ssrp1,,81785,FACT complex subunit SSRP1,Q04931,GO:0035101; GO:0000790; GO:0005730; GO:0003677; GO:0042393; GO:0031491; GO:0006281; GO:0006260,,K09272,,Rattus norvegicus
Q5XIT2,Ssrp1,,81785,FACT complex subunit SSRP1,Q5XIT2,GO:0035101; GO:0000790; GO:0005730; GO:0003677; GO:0042393; GO:0031491; GO:0006281; GO:0006260,,K09272,,Rattus norvegicus
Q5XIM9,Cct2,,299809,T-complex protein 1 subunit beta,Q5XIM9,GO:0044297; GO:0005832; GO:0005874; GO:0002199; GO:0005524; GO:0044183; GO:0031625; GO:0051082; GO:0007339; GO:0051086; GO:0051131; GO:1904851; GO:0051973; GO:1904874; GO:0032212; GO:0050821; GO:0090666; GO:1901998,,K09494,,Rattus norvegicus
Q5FVC4,Dnajb12,rCG_22093,294513,"DnaJ (Hsp40) homolog, subfamily B, member 12",Q5FVC4,GO:0005789; GO:0016021; GO:0030544; GO:0071218; GO:0051085; GO:0030433,,K09518,Q5FVC4:J(111|175),Rattus norvegicus
Q5FVM7,Dnajc16,,362652,DnaJ homolog subfamily C member 16,Q5FVM7,GO:0005623; GO:0016021; GO:0045454,,K09536,Q5FVM7:J(29|93)+Thioredoxin(116|244),Rattus norvegicus
D3ZX38,Pfdn1,rCG_49504,361310,Prefoldin 1 (Predicted),D3ZX38,GO:0016272; GO:0044183; GO:0051082,,K09548,,Rattus norvegicus
B0BN74,Bag2,,690038,Bag2 protein,B0BN74,GO:0000774; GO:0051087,,K09556,B0BN74:BAG(109|189),Rattus norvegicus
Q5U2U8,Bag3,rCG_40209,293524,Bcl2-associated athanogene 3,Q5U2U8,GO:0101031; GO:0005829; GO:0043005; GO:0005634; GO:0005886; GO:0001725; GO:0030018; GO:0000774; GO:0051087; GO:0044877; GO:0000045; GO:0007420; GO:0034605; GO:0071260; GO:0034620; GO:0061684; GO:0097192; GO:0008625; GO:0046716; GO:0043066; GO:1903215; GO:0010664; GO:0097201; GO:1905337; GO:0046827; GO:0042307; GO:0050821; GO:0021510,,K09557,Q5U2U8:WW(22|56)+BAG(423|500),Rattus norvegicus
A0JN04,Fkbp1a,,25639,Peptidyl-prolyl cis-trans isomerase FKBP1A,A0JN04,GO:0043679; GO:0005737; GO:0098562; GO:0005829; GO:0031312; GO:0043231; GO:1990425; GO:0016529; GO:0019899; GO:0005528; GO:0030544; GO:0044325; GO:0003755; GO:0042803; GO:0005160; GO:0034713; GO:0061077; GO:0019221; GO:0060347; GO:0006936; GO:0001933; GO:0000413; GO:0060314; GO:0051209; GO:0031000; GO:0010039; GO:0042098; GO:0055010,5.2.1.8,K09568,Q62658|A0JN04|P97533:PPIase FKBP-type(20|108),Rattus norvegicus
P97533,Fkbp1a,,25639,Peptidyl-prolyl cis-trans isomerase FKBP1A,P97533,GO:0043679; GO:0005737; GO:0098562; GO:0005829; GO:0031312; GO:0043231; GO:1990425; GO:0016529; GO:0019899; GO:0005528; GO:0030544; GO:0044325; GO:0003755; GO:0042803; GO:0005160; GO:0034713; GO:0061077; GO:0019221; GO:0060347; GO:0006936; GO:0001933; GO:0000413; GO:0060314; GO:0051209; GO:0031000; GO:0010039; GO:0042098; GO:0055010,5.2.1.8,K09568,Q62658|A0JN04|P97533:PPIase FKBP-type(20|108),Rattus norvegicus
Q62658,Fkbp1a,,25639,Peptidyl-prolyl cis-trans isomerase FKBP1A,Q62658,GO:0043679; GO:0005737; GO:0098562; GO:0005829; GO:0031312; GO:0043231; GO:1990425; GO:0016529; GO:0019899; GO:0005528; GO:0030544; GO:0044325; GO:0003755; GO:0042803; GO:0005160; GO:0034713; GO:0061077; GO:0019221; GO:0060347; GO:0006936; GO:0001933; GO:0000413; GO:0060314; GO:0051209; GO:0031000; GO:0010039; GO:0042098; GO:0055010,5.2.1.8,K09568,Q62658|A0JN04|P97533:PPIase FKBP-type(20|108),Rattus norvegicus
Q5U2T9,Fkbp5,rCG_60597,361810,Peptidylprolyl isomerase,Q5U2T9,GO:0005737; GO:0005654; GO:0005528; GO:0031072; GO:0003755; GO:0061077; GO:0000413; GO:0009617,5.2.1.8,K09571,Q5U2T9:PPIase FKBP-type(50|138)+PPIase FKBP-type(165|251)+TPR_REGION(317|384),Rattus norvegicus
P04785,P4hb,,25506,Protein disulfide-isomerase,P04785,GO:0005783; GO:0034663; GO:0005788; GO:0005793; GO:0009897; GO:0042470; GO:0016222; GO:0019899; GO:0005178; GO:0015037; GO:0004656; GO:0003756; GO:0046982; GO:0045454; GO:0071456; GO:0098761; GO:0018401; GO:0046598; GO:0006457; GO:1902175; GO:0034976,5.3.4.1,K09580,P04785|P13700:Thioredoxin 1(20|136)+Thioredoxin 2(335|477),Rattus norvegicus
P13700,P4hb,,25506,Protein disulfide-isomerase,P13700,GO:0005783; GO:0034663; GO:0005788; GO:0005793; GO:0009897; GO:0042470; GO:0016222; GO:0019899; GO:0005178; GO:0015037; GO:0004656; GO:0003756; GO:0046982; GO:0045454; GO:0071456; GO:0098761; GO:0018401; GO:0046598; GO:0006457; GO:1902175; GO:0034976,5.3.4.1,K09580,P04785|P13700:Thioredoxin 1(20|136)+Thioredoxin 2(335|477),Rattus norvegicus
D3ZIJ5,Dpm3,rCG_62502,502017,Dolichol-phosphate mannosyltransferase subunit 3,D3ZIJ5,GO:0033185; GO:0005789; GO:0030176; GO:0004582; GO:0006506; GO:0006486; GO:0031647,,K09659,,Rattus norvegicus
D3Z865,Mpdu1,rCG_34218,303244,Mannose-P-dolichol utilization defect 1,D3Z865,GO:0016021; GO:0009312,,K09660,,Rattus norvegicus
Q5PPH0,Enoph1,,305177,Enolase-phosphatase E1,Q5PPH0,GO:0005737; GO:0005634; GO:0043715; GO:0043716; GO:0043874; GO:0000287; GO:0019509; GO:0019284,3.1.3.77,K09880,,Rattus norvegicus
Q5BK51,Fbxo27,,499114,RGD1563982 protein,Q5BK51,,,K10102,Q5BK51:F-box(20|67)+FBA(101|277),Rattus norvegicus
D4ABP9,Fbxo3,,690634,F-box only protein 3,D4ABP9,GO:0005829; GO:0005654,,K10290,D4ABP9:F-box(10|56)+ApaG(278|408),Rattus norvegicus
Q5PQU2,Myo1d,,25485,Unconventional myosin-Id,Q5PQU2,GO:0097440; GO:0030673; GO:0016323; GO:0005903; GO:0005938; GO:0031410; GO:0005769; GO:0043209; GO:0016459; GO:0043025; GO:0043204; GO:0044853; GO:0005790; GO:0051015; GO:0030898; GO:0005524; GO:0048306; GO:0005516; GO:0000146; GO:0019904; GO:0051641; GO:0030900; GO:0010923; GO:0015031,,K10356,Q63357|Q5PQU2:Myosin motor(9|695)+IQ 1(699|719)+IQ 2(721|741)+TH1(812|1005),Rattus norvegicus
Q63355,Myo1c,,65261,Unconventional myosin-Ic,Q63355,GO:0009925; GO:0005903; GO:0031410; GO:0030659; GO:0031941; GO:0016328; GO:0045121; GO:0005902; GO:0016459; GO:0016604; GO:0005634; GO:0045335; GO:0032587; GO:0032421; GO:0060171; GO:0051015; GO:0030898; GO:0005524; GO:0005516; GO:0000146; GO:0008022; GO:0017160; GO:0005102; GO:0071346; GO:0030838; GO:0038089; GO:1900078; GO:0090314; GO:1900748; GO:0006612; GO:2000810; GO:0030050,,K10356,Q63355:Myosin motor(28|712)+IQ 1(715|744)+IQ 2(738|767)+TH1(866|1040),Rattus norvegicus
Q63357,Myo1d,,25485,Unconventional myosin-Id,Q63357,GO:0097440; GO:0030673; GO:0016323; GO:0005903; GO:0005938; GO:0031410; GO:0005769; GO:0043209; GO:0016459; GO:0043025; GO:0043204; GO:0044853; GO:0005790; GO:0051015; GO:0030898; GO:0005524; GO:0048306; GO:0005516; GO:0000146; GO:0019904; GO:0051641; GO:0030900; GO:0010923; GO:0015031,,K10356,Q63357|Q5PQU2:Myosin motor(9|695)+IQ 1(699|719)+IQ 2(721|741)+TH1(812|1005),Rattus norvegicus
B2RYR9,Dynlt1,rCG_40785,83462,Dynein light chain Tctex-type 1,B2RYR9,GO:0005868; GO:0005881; GO:0043657; GO:0099503; GO:0042802; GO:0019060,,K10420,,Rattus norvegicus
Q5XI90,Dynlt3,rCG_42244,363448,Dynein light chain Tctex-type 3,Q5XI90,GO:0005737; GO:0005868; GO:0000776; GO:0061673; GO:0042802; GO:0045931; GO:0007346,,K10420,,Rattus norvegicus
D4A507,Clip3,rCG_54413,108348122; 308493,CAP-Gly domain-containing linker protein 3,D4A507,GO:0031901; GO:0045121; GO:0005886; GO:0055038; GO:0005802; GO:0032588; GO:0035594; GO:0008017; GO:0072321; GO:0045444; GO:0044091; GO:0031115; GO:0018230; GO:0043065; GO:0045807; GO:0010828; GO:1903078; GO:0001934,,K10423,D4A507:ANK_REP_REGION(103|234)+CAP-Gly(314|356)+CAP-Gly(436|478),Rattus norvegicus
B0BNK3,Map1b,,29456,Microtubule-associated protein 1B,B0BNK3,GO:0097440; GO:0030424; GO:0097441; GO:0030054; GO:0042995; GO:0005856; GO:0005829; GO:0030425; GO:0043197; GO:0030426; GO:0097457; GO:0005874; GO:0005875; GO:0043025; GO:0043204; GO:0048471; GO:0001750; GO:0005886; GO:0014069; GO:0036477; GO:0045202; GO:0043196; GO:0003779; GO:0008017; GO:0005543; GO:0044877; GO:0015631; GO:0048675; GO:0007409; GO:0071363; GO:0071375; GO:0016358; GO:0021700; GO:0061162; GO:0051915; GO:0001578; GO:0000226; GO:0047497; GO:0032387; GO:0007026; GO:0007399; GO:0048666; GO:0014012; GO:0045773; GO:0031116; GO:0045666; GO:0031114; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0010035; GO:0017085; GO:0009612; GO:0031667; GO:0033189; GO:0009611; GO:0007416,,K10429,,Rattus norvegicus
F1LRL9,Map1b,,29456,Microtubule-associated protein 1B,F1LRL9,GO:0097440; GO:0030424; GO:0097441; GO:0030054; GO:0042995; GO:0005856; GO:0005829; GO:0030425; GO:0043197; GO:0030426; GO:0097457; GO:0005874; GO:0005875; GO:0043025; GO:0043204; GO:0048471; GO:0001750; GO:0005886; GO:0014069; GO:0036477; GO:0045202; GO:0043196; GO:0003779; GO:0008017; GO:0005543; GO:0044877; GO:0015631; GO:0048675; GO:0007409; GO:0071363; GO:0071375; GO:0016358; GO:0021700; GO:0061162; GO:0051915; GO:0001578; GO:0000226; GO:0047497; GO:0032387; GO:0007026; GO:0007399; GO:0048666; GO:0014012; GO:0045773; GO:0031116; GO:0045666; GO:0031114; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0010035; GO:0017085; GO:0009612; GO:0031667; GO:0033189; GO:0009611; GO:0007416,,K10429,,Rattus norvegicus
P15205,Map1b,,29456,Microtubule-associated protein 1B,P15205,GO:0097440; GO:0030424; GO:0097441; GO:0030054; GO:0042995; GO:0005856; GO:0005829; GO:0030425; GO:0043197; GO:0030426; GO:0097457; GO:0005874; GO:0005875; GO:0043025; GO:0043204; GO:0048471; GO:0001750; GO:0005886; GO:0014069; GO:0036477; GO:0045202; GO:0043196; GO:0003779; GO:0008017; GO:0005543; GO:0044877; GO:0015631; GO:0048675; GO:0007409; GO:0071363; GO:0071375; GO:0016358; GO:0021700; GO:0061162; GO:0051915; GO:0001578; GO:0000226; GO:0047497; GO:0032387; GO:0007026; GO:0007399; GO:0048666; GO:0014012; GO:0045773; GO:0031116; GO:0045666; GO:0031114; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0010035; GO:0017085; GO:0009612; GO:0031667; GO:0033189; GO:0009611; GO:0007416,,K10429,,Rattus norvegicus
Q62958,Map1b,,29456,Microtubule-associated protein 1B,Q62958,GO:0097440; GO:0030424; GO:0097441; GO:0030054; GO:0042995; GO:0005856; GO:0005829; GO:0030425; GO:0043197; GO:0030426; GO:0097457; GO:0005874; GO:0005875; GO:0043025; GO:0043204; GO:0048471; GO:0001750; GO:0005886; GO:0014069; GO:0036477; GO:0045202; GO:0043196; GO:0003779; GO:0008017; GO:0005543; GO:0044877; GO:0015631; GO:0048675; GO:0007409; GO:0071363; GO:0071375; GO:0016358; GO:0021700; GO:0061162; GO:0051915; GO:0001578; GO:0000226; GO:0047497; GO:0032387; GO:0007026; GO:0007399; GO:0048666; GO:0014012; GO:0045773; GO:0031116; GO:0045666; GO:0031114; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0010035; GO:0017085; GO:0009612; GO:0031667; GO:0033189; GO:0009611; GO:0007416,,K10429,,Rattus norvegicus
Q9ER21,Map1b,,29456,Microtubule-associated protein 1B,Q9ER21,GO:0097440; GO:0030424; GO:0097441; GO:0030054; GO:0042995; GO:0005856; GO:0005829; GO:0030425; GO:0043197; GO:0030426; GO:0097457; GO:0005874; GO:0005875; GO:0043025; GO:0043204; GO:0048471; GO:0001750; GO:0005886; GO:0014069; GO:0036477; GO:0045202; GO:0043196; GO:0003779; GO:0008017; GO:0005543; GO:0044877; GO:0015631; GO:0048675; GO:0007409; GO:0071363; GO:0071375; GO:0016358; GO:0021700; GO:0061162; GO:0051915; GO:0001578; GO:0000226; GO:0047497; GO:0032387; GO:0007026; GO:0007399; GO:0048666; GO:0014012; GO:0045773; GO:0031116; GO:0045666; GO:0031114; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0010035; GO:0017085; GO:0009612; GO:0031667; GO:0033189; GO:0009611; GO:0007416,,K10429,,Rattus norvegicus
Q9QW92,Map1b,,29456,Microtubule-associated protein 1B,Q9QW92,GO:0097440; GO:0030424; GO:0097441; GO:0030054; GO:0042995; GO:0005856; GO:0005829; GO:0030425; GO:0043197; GO:0030426; GO:0097457; GO:0005874; GO:0005875; GO:0043025; GO:0043204; GO:0048471; GO:0001750; GO:0005886; GO:0014069; GO:0036477; GO:0045202; GO:0043196; GO:0003779; GO:0008017; GO:0005543; GO:0044877; GO:0015631; GO:0048675; GO:0007409; GO:0071363; GO:0071375; GO:0016358; GO:0021700; GO:0061162; GO:0051915; GO:0001578; GO:0000226; GO:0047497; GO:0032387; GO:0007026; GO:0007399; GO:0048666; GO:0014012; GO:0045773; GO:0031116; GO:0045666; GO:0031114; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0010035; GO:0017085; GO:0009612; GO:0031667; GO:0033189; GO:0009611; GO:0007416,,K10429,,Rattus norvegicus
Q5RK17,Diablo,rCG_21494,288753,Diablo homolog (Drosophila),Q5RK17,GO:0005737; GO:0005829; GO:0005739; GO:0008635; GO:0008631; GO:0051402,,K10522,,Rattus norvegicus
P62255,Ube2g1,,64631,Ubiquitin-conjugating enzyme E2 G1,P62255,GO:0005524; GO:0061631; GO:0031625; GO:0004842; GO:0043161; GO:0070936; GO:0070534; GO:0000209; GO:0016567; GO:0006511,2.3.2.23,K10575,,Rattus norvegicus
Q99462,Ube2g1,,64631,Ubiquitin-conjugating enzyme E2 G1,Q99462,GO:0005524; GO:0061631; GO:0031625; GO:0004842; GO:0043161; GO:0070936; GO:0070534; GO:0000209; GO:0016567; GO:0006511,2.3.2.23,K10575,,Rattus norvegicus
Q5PQN1,Herc4,,309758,Probable E3 ubiquitin-protein ligase HERC4,Q5PQN1,GO:0005829; GO:0001650; GO:0004842; GO:0030154; GO:0007283,2.3.2.26,K10615,Q5PQN1:HECT(730|1057),Rattus norvegicus
Q6P7B3,Trim25,,494338,Tripartite motif-containing 25,Q6P7B3,GO:0008270; GO:0043627; GO:0033280,,K10652,Q6P7B3:RING-type(13|54)+B30.2/SPRY(453|643),Rattus norvegicus
Q9QX10,Slc12a2,,83629,Na-K-Cl cotransporter,Q9QX10,GO:0016324; GO:0016021; GO:0005886; GO:0008519; GO:0015377; GO:0015379; GO:0015081; GO:0015378; GO:0008511; GO:0007568; GO:0015696; GO:0006884; GO:0055064; GO:1902476; GO:0006821; GO:0007214; GO:0006972; GO:0045795; GO:0055075; GO:1990573; GO:0006813; GO:0055078; GO:0035725; GO:0006814,,K10951,Q9QX10:AA_permease_N(193|246)+AA_permease(281|783)+SLC12(792|1203),Rattus norvegicus
D3ZRN5,Ro60,rCG_46022,304833,"Ro60, Y RNA-binding protein",D3ZRN5,GO:0005829; GO:0005654; GO:1990904; GO:0003723; GO:0030620; GO:0035457; GO:0060271; GO:0002520; GO:0010468; GO:0009411; GO:0007224,,K11089,D3ZRN5:TROVE(16|369),Rattus norvegicus
Q66HM7,Ssb,rCG_26502,81783,Lupus La protein homolog,Q66HM7,GO:0005634; GO:1990904; GO:0003723; GO:0006396,,K11090,Q66HM7:HTH La-type RNA-binding(7|99)+RRM(111|187),Rattus norvegicus
D3ZCL3,Snrpc,,361808,U1 small nuclear ribonucleoprotein C,D3ZCL3,GO:0015030; GO:0000243; GO:0005634; GO:0005685; GO:0071004; GO:0003729; GO:0030627; GO:0042803; GO:0003727; GO:0030619; GO:1990446; GO:0008270; GO:0000395; GO:0000387,,K11095,,Rattus norvegicus
O35244,Prdx6,,94167,Peroxiredoxin-6,O35244,GO:0005737; GO:0005829; GO:0005764; GO:0005634; GO:0048471; GO:0047499; GO:0004602; GO:0004601; GO:0051920; GO:0102567; GO:0102568; GO:0042803; GO:0031625; GO:0045454; GO:0034599; GO:0046475; GO:0042744; GO:0048026,1.11.1.15; 3.1.1.4,K11188,O35244:Thioredoxin(5|169),Rattus norvegicus
D4ACG2,Ilvbl,rCG_29432,362843,"IlvB (Bacterial acetolactate synthase)-like (Predicted), isoform CRA_c",D4ACG2,GO:0016021; GO:0003824; GO:0000287; GO:0030976,,K11259,D4ACG2:TPP_enzyme_N(93|254)+TPP_enzyme_M(313|444)+TPP_enzyme_C(507|656),Rattus norvegicus
A1EC79,Acaca,,60581,Acetyl-CoA carboxylase 1,A1EC79,GO:0005829; GO:0003989; GO:0005524; GO:0009374; GO:0004075; GO:0046872; GO:0006633; GO:2001295; GO:0051289; GO:0042493; GO:0014070,6.4.1.2; 6.3.4.14,K11262,P11497|A1EC79|P97902:Biotin carboxylation(116|617)+ATP-grasp(274|465)+Biotinyl-binding(744|818)+CoA carboxyltransferase N-terminal(1575|1913)+CoA carboxyltransferase C-terminal(1917|2233),Rattus norvegicus
P11497,Acaca,,60581,Acetyl-CoA carboxylase 1,P11497,GO:0005829; GO:0003989; GO:0005524; GO:0009374; GO:0004075; GO:0046872; GO:0006633; GO:2001295; GO:0051289; GO:0042493; GO:0014070,6.4.1.2; 6.3.4.14,K11262,P11497|A1EC79|P97902:Biotin carboxylation(116|617)+ATP-grasp(274|465)+Biotinyl-binding(744|818)+CoA carboxyltransferase N-terminal(1575|1913)+CoA carboxyltransferase C-terminal(1917|2233),Rattus norvegicus
