locus_tag,geneName,product
XC_2974,,RNA polymerase sigma-H factor
XC_2975,,3-hydroxyacyl-CoA dehydrogenase
XC_2976,,cobalt-zinc-cadmium resistance protein
XC_2977,,3-hydroxyisobutirate dehydrogenase
XC_2978,,enoyl-CoA hydratase
XC_2979,,enoyl-CoA hydratase
XC_2980,,acyl-CoA dehydrogenase
XC_2981,,methylmalonate-semialdehyde dehydrogenase
XC_2982,,transcriptional regulator
XC_2983,,TonB-dependent receptor
XC_2984,,"arabinogalactan endo-1,4-beta-galactosidase"
XC_2985,,beta-galactosidase
XC_2986,IS1478,IS1478 transposase
XC_2987,,conserved hypothetical protein
XC_2988,,conserved hypothetical protein
XC_2989,,conserved hypothetical protein
XC_2990,,conserved hypothetical protein
XC_2991,,beta-glucosidase
XC_2992,,conserved hypothetical protein
XC_2993,IS1479,IS1479 transposase
XC_2994,,conserved hypothetical protein
XC_2995,,conserved hypothetical protein
XC_2996,,hypothetical protein
XC_2997,,conserved hypothetical protein
XC_2998,,conserved hypothetical protein
XC_2999,,conserved hypothetical protein
XC_3000,,conserved hypothetical protein
XC_3001,Hpa2,Hpa2 protein
XC_3002,Hpa1,Hpa1 protein
XC_3003,HrcC,HrcC protein
XC_3004,HrpB8,HrpB8 protein
XC_3005,HrpB7,HrpB7 protein
XC_3006,HrpB6,HrpB6 protein
XC_3007,HrpB5,HrpB5 protein
XC_3008,HrpB4,HrpB4 protein
XC_3009,HrcJ,HrcJ protein
XC_3010,HrpB2,HrpB2 protein
XC_3011,HrpB1,HrpB1 protein
XC_3012,HrcU,HrcU protein
XC_3013,HrcV,HrcV protein
XC_3014,HpaP,HpaP protein
XC_3015,HrcQ,HrcQ protein
XC_3016,HrcR,HrcR protein
XC_3017,HrcS,HrcS protein
XC_3018,HpaA,HpaA protein
XC_3019,HrpD5,HrpD5 protein
XC_3020,HrpD6,HrpD6 protein
XC_3021,HrpE,HrpE protein
XC_3022,HpaB,HpaB protein
XC_3023,HrpW,HrpW protein
XC_3024,,conserved hypothetical protein
XC_3025,HrpF,HrpF protein
XC_3026,,conserved hypothetical protein
XC_3027,,transcriptional regulator
XC_3028,,transaminase
XC_3029,,alcohol dehydrogenase
XC_3030,,isopenicillin N epimerase
XC_3031,,conserved hypothetical protein
XC_3032,,"tryptophan 2,3-dioxygenase"
XC_3033,,conserved hypothetical protein
XC_3034,IS1595,IS1595 transposase
XC_3035,,DNA mismatch repair protein
XC_3036,,conserved hypothetical protein
XC_3037,,catalase/peroxidase
XC_3038,,heat shock protein 15 homolog
XC_3039,,conserved hypothetical protein
XC_3040,L19,50S ribosomal protein L19
XC_3041,,tRNA (guanine-N1-)-methyltransferase
XC_3042,RimM,16S rRNA processing protein RimM
XC_3043,S16,30S ribosomal protein S16
XC_3044,,conserved hypothetical protein
XC_3045,,2-nitropropane dioxygenase
XC_3046,,conserved hypothetical protein
XC_3047,,conserved hypothetical protein
XC_3048,,signal recognition particle protein
XC_3049,,conserved hypothetical protein
XC_3050,,aldose 1-epimerase
XC_3051,,alpha-L-arabinosidase
XC_3052,,transcriptional regulator
XC_3053,,conserved hypothetical protein
XC_3054,,"endo-1,3-beta-glucanase precursor"
XC_3055,,two-component system regulatory protein
XC_3056,,two-component system sensor protein
XC_3057,,two-component system sensor protein
XC_3058,,chemotaxis protein
XC_3059,,protein-glutamate methylesterase
XC_3060,,two-component system regulatory protein
XC_3061,,conserved hypothetical protein
XC_3062,,thioredoxin
XC_3063,,TonB-dependent receptor
XC_3064,,xylosidase/arabinosidase
XC_3067,,histidine kinase/response regulator hybrid protein
XC_3068,,two-component system sensor protein
XC_3069,,two-component system regulatory protein
XC_3070,,sigma-B negative effector
XC_3071,,negative regulator of sigma-B
XC_3072,,positive regulator of sigma-B
XC_3073,,xenobiotic flavin oxidoreductase A
XC_3074,,conserved hypothetical protein
XC_3075,Hsp90xo,Hsp90xo protein
XC_3076,HrpX,HrpX protein
XC_3077,HrpG,HrpG protein
XC_3078,,conserved hypothetical protein
XC_3079,,DNA repair protein
XC_3080,,conserved hypothetical protein
XC_3081,,cytochrome O ubiquinol oxidase subunit IV
XC_3082,,cytochrome O ubiquinol oxidase subunit III
XC_3083,,cytochrome O ubiquinol oxidase subunit I
XC_3084,,cytochrome O ubiquinol oxidase subunit II
XC_4364,,tRNA-Thr
XC_3085,,penicillin tolerance protein
XC_3086,,lipoprotein signal peptidase
XC_3087,,isoleucyl-tRNA synthetase
XC_3088,,riboflavin biosynthesis protein
XC_3089,,virulence factor
XC_3090,S20,30S ribosomal protein S20
XC_3091,,GTP-binding protein
XC_3092,L27,50S ribosomal protein L27
XC_3093,L21,50S ribosomal protein L21
XC_3094,,excinuclease ABC subunit A
XC_3095,,conserved hypothetical protein
XC_3096,,conserved hypothetical protein
XC_3097,,acyl-CoA thiolesterase II
XC_3098,,pathogenicity-related protein
XC_3099,,RNA polymerase sigma factor
XC_3100,,conserved hypothetical protein
XC_3101,,arginine-tRNA-protein transferase
XC_3102,,conserved hypothetical protein
XC_3103,,conserved hypothetical protein
XC_3104,,conserved hypothetical protein
XC_3105,IS1478,IS1478 transposase
XC_3106,,phosphoribosylglycinamide formyltransferase 2
XC_3107,,conserved hypothetical protein
XC_3108,,conserved hypothetical protein
XC_3109,,conserved hypothetical protein
XC_3110,,conserved hypothetical protein
XC_3111,,conserved hypothetical protein
XC_3112,,DNA-3-methyladenine glycosylase
XC_3113,,conserved hypothetical protein
XC_3114,,conserved hypothetical protein
XC_3115,,hypothetical protein
XC_3116,,hypothetical protein
XC_3117,,two-component system regulatory protein
XC_3118,,two-component system sensor protein
XC_3119,,conserved hypothetical protein
XC_3121,,cell division inhibitor
XC_3122,,septum site-determining protein
XC_3123,,cell division topological specificity factor
XC_3124,,conserved hypothetical protein
XC_3125,,two-component system sensor protein
XC_3126,,two-component system regulatory protein
XC_3127,,conserved hypothetical protein
XC_3128,,conserved hypothetical protein
XC_3129,,inner membrane protein
XC_3130,,dipeptidyl carboxypeptidase
XC_3131,,conserved hypothetical protein
XC_3133,,conserved hypothetical protein
XC_3134,,MFS transporter
XC_3135,,glycine decarboxylase
XC_3136,,hypothetical protein
XC_3137,,conserved hypothetical protein
XC_3138,,oxidoreductase
XC_3139,,catalase
XC_3140,,hypothetical protein
XC_3141,,transcriptional regulator araC/xylS family
XC_3142,,conserved hypothetical protein
XC_3143,,conserved hypothetical protein
XC_3144,,alanyl dipeptidyl peptidase
XC_3145,,conserved hypothetical protein
XC_3146,,oligopeptide transporter
XC_3147,,conserved hypothetical protein
XC_3148,,DNA polymerase III alpha chain
XC_3149,,conserved hypothetical protein
XC_3150,,conserved hypothetical protein
XC_3151,,LexA repressor
XC_3152,,conserved hypothetical protein
XC_3153,,tetracenomycin polyketide synthesis protein
XC_3154,,conserved hypothetical protein
XC_3155,,conserved hypothetical protein
XC_3156,,ferredoxin
XC_3157,,hydroxylase molybdopterin-containing subunit
XC_3158,,hydroxylase large subunit
XC_3159,,periplasmic beta-glucosidase
XC_3160,car,transducer protein car
XC_3161,,excinuclease ABC subunit A
XC_3162,,conserved hypothetical protein
XC_3163,,EAL domain protein
XC_3164,,conserved hypothetical protein
XC_3165,,thioredoxin reductase
XC_3166,,conserved hypothetical protein
XC_3167,,oxidoreductase
XC_3168,,conserved hypothetical protein
XC_3169,,conserved hypothetical protein
XC_3170,,oxidoreductase
XC_3171,,conserved hypothetical protein
XC_3172,,glycosyl hydrolase
XC_3173,,conserved hypothetical protein
XC_3174,,conserved hypothetical protein
XC_3175,,transcriptional regulator uid family
XC_3176,,conserved hypothetical protein
XC_3177,,conserved hypothetical protein
XC_3178,,conserved hypothetical protein
XC_3179,,conserved hypothetical protein
XC_3180,,"Type I site-specific restriction-modification system, R (restriction) subunit and related helicases"
XC_3181,,putative restriction endonuclease S subunits
XC_3182,,virulence protein
XC_3183,,"type I restriction-modification system, M subunit, putative"
XC_3184,,putative Mrr restriction endonuclease
XC_3185,,conserved hypothetical protein
XC_3186,,conserved hypothetical protein
XC_3187,,conserved hypothetical protein
XC_3188,,conserved hypothetical protein
XC_3189,,conserved hypothetical protein
XC_3190,,conserved hypothetical protein
XC_3191,,conserved hypothetical protein
XC_3192,,aminopeptidase N
XC_3193,,adenylosuccinate synthetase
XC_3194,,conserved hypothetical protein
XC_3195,,integral membrane proteinase subunit
XC_3196,,integral membrane protease subunit
XC_3197,,regulatory protein-PilH family
XC_3198,,curved DNA binding protein
XC_3199,,low molecular weight heat shock protein
XC_3200,,peroxiredoxin
XC_3201,,bacterioferritin
XC_3202,,penicillin-binding protein 1C
XC_3203,,conserved hypothetical protein
XC_3204,,glycerophosphodiester phosphodiesterase
XC_3205,,TonB-dependent receptor
XC_3206,,conserved hypothetical protein
XC_3207,,conserved hypothetical protein
XC_3208,,inosine-uridine preferring nucleoside hydrolase
XC_3209,,TonB-dependent receptor
XC_3210,,conserved hypothetical protein
XC_3211,,conserved hypothetical protein
XC_3212,,conserved hypothetical protein
XC_3213,,aconitate hydratase 1
XC_3214,,citrate synthase 2
XC_3215,,carboxyphosphonoenolpyruvate phosphonomutase
XC_3216,,propionate catabolism regulatory protein
XC_3217,,conserved hypothetical protein
XC_3218,,conserved hypothetical protein
XC_3219,,conserved hypothetical protein
XC_3220,,conserved hypothetical protein
XC_4365,,tRNA-Val
XC_3221,,type IV fimbriae assembly protein
XC_3222,,DNA polymerase III delta' subunit
XC_3223,,conserved hypothetical protein
XC_3224,,anthranilate synthase component I
XC_3225,,3-oxoacyl-[ACP] synthase II
XC_3226,,acyl carrier protein
XC_3227,,3-oxoacyl-[ACP] reductase
XC_3228,,malonyl CoA-ACP transacylase
XC_3229,,beta-ketoacyl-[ACP] synthase III
XC_3230,L32,50S ribosomal protein L32
XC_3231,,conserved hypothetical protein
XC_3232,,conserved hypothetical protein
XC_3233,,conserved hypothetical protein
XC_3234,,conserved hypothetical protein
XC_3235,,conserved hypothetical protein
XC_3236,,conserved hypothetical protein
XC_3237,,methanol dehydrogenase regulator
XC_3238,,conserved hypothetical protein
XC_3239,,conserved hypothetical protein
XC_3240,Slp,outer membrane protein Slp
XC_3241,,histidine triad protein homolog (HIT-like protein)
XC_3242,RecR,recombination protein RecR
XC_3243,,conserved hypothetical protein
XC_3244,,DNA polymerase III tau and gamma subunits
XC_4366,,tRNA-Ser
XC_3245,,molybdopterin-converting factor chain 2
XC_3246,,molybdopterin-converting factor chain 1
XC_3247,,molybdenum cofactor biosynthesis protein C
XC_3248,,conserved hypothetical protein
XC_3249,,molybdenum cofactor biosynthesis protein A
XC_3250,,conserved hypothetical protein
XC_3251,,conserved hypothetical protein
XC_3252,,saccharide biosynthesis regulatory protein
XC_3253,,conserved hypothetical protein
XC_4367,,tRNA-Ser
XC_3254,,protein phosphatase
XC_3255,,DNA polymerase III epsilon chain
XC_3256,,ribonuclease H
XC_3257,,conserved hypothetical protein
XC_3258,,hydroxyacylglutathione hydrolase
XC_3259,,murein hydrolase D
XC_3260,,conserved hypothetical protein
XC_3261,,peptidyl-prolyl cis-trans isomerase
XC_4368,,tRNA-Asp
XC_4369,,tRNA-Asp
XC_4370,,tRNA-Val
XC_3262,,histone-like protein
XC_3263,,ATP-dependent serine proteinase La
XC_3264,,ATP-dependent Clp protease ATP binding subunit
XC_3265,,ATP-dependent Clp protease proteolytic subunit
XC_3266,,peptidyl-prolyl cis-trans isomerase
XC_4371,,tRNA-Leu
XC_4372,,tRNA-Lys
XC_4373,,tRNA-His
XC_4374,,tRNA-Arg
XC_4375,,tRNA-Pro
XC_3267,,conserved hypothetical protein
XC_3268,,isocitrate dehydrogenase
XC_3269,,conserved hypothetical protein
XC_3270,,glutaredoxin
XC_3271,,conserved hypothetical protein
XC_3272,,two-component system regulatory protein
XC_3273,,two-component system sensor protein
XC_3274,,polyphosphate kinase
XC_3275,,exopolyphosphatase
XC_3276,,glycosyl transferase
XC_3277,,conserved hypothetical protein
XC_3278,,conserved hypothetical protein
XC_3279,,conserved hypothetical protein
XC_3280,,peptidyl-Asp metalloendopeptidase
XC_3281,,conserved hypothetical protein
XC_3282,,amidophosphoribosyltransferase
XC_3283,,colicin V production protein
XC_3284,,conserved hypothetical protein
XC_3285,,folylpolyglutamate synthase/dihydrofolate synthase
XC_3286,,conserved hypothetical protein
XC_3287,,phosphoglycerate mutase
XC_3288,,non-hemolytic phospholipase C
XC_3289,,TonB-dependent receptor
XC_3290,,threonine 3-dehydrogenase
XC_3291,,conserved hypothetical protein
XC_3292,,sulfate ABC transporter ATP-binding protein
XC_3293,,ABC transporter sulfate permease
XC_3294,,ABC transporter sulfate permease
XC_3295,,ABC transporter sulfate binding protein
XC_3296,,2-amino-3-ketobutyrate CoA ligase
XC_3297,,conserved hypothetical protein
XC_3298,,pseudouridylate synthase
XC_3299,,conserved hypothetical protein
XC_3300,,outer membrane protein
XC_3301,,oxidoreductase
XC_3302,,"2,4-dienoyl-CoA reductase"
XC_3303,,conserved hypothetical protein
XC_3304,,conserved hypothetical protein
XC_3305,,conserved hypothetical protein
XC_3306,,glutathione S-transferase
XC_3307,,malate dehydrogenase
XC_3308,,peptidyl-prolyl cis-trans isomerase
XC_3309,,GTP-binding elongation factor protein
XC_3310,,conserved hypothetical protein
XC_3311,,Glu-tRNAGln amidotransferase A subunit
XC_3312,,membrane protein
XC_3313,,family II 2-keto-3-deoxy-D-arabino-heptulosonate 7-phosphate synthase
XC_3314,,disulfide bond formation protein B
XC_3315,L17,50S ribosomal protein L17
XC_3316,,RNA polymerase alpha subunit
XC_3317,,30S ribosomal protein s4
XC_3318,S11,30S ribosomal protein S11
XC_3319,S13,30S ribosomal protein S13
XC_3320,,preprotein translocase SecY subunit
XC_3321,L15,50S ribosomal protein L15
XC_3322,L30,50S ribosomal protein L30
XC_3323,,30S ribosomal protein S5
XC_3324,L18,50S ribosomal protein L18
XC_3325,,50S ribosomal protein L6
XC_3326,,30S ribosomal protein S8
XC_3327,S14,30S ribosomal protein S14
XC_3328,,50S ribosomal protein L5
XC_3329,L24,50S ribosomal protein L24
XC_3330,L14,50S ribosomal protein L14
XC_3331,S17,30S ribosomal protein S17
XC_3332,L29,50S ribosomal protein L29
XC_3333,L16,50S ribosomal protein L16
XC_3334,,30S ribosomal protein S3
XC_3335,L22,50S ribosomal protein L22
XC_3336,S19,30S ribosomal protein S19
XC_3337,,50S ribosomal protein L2
XC_3338,L23,50S ribosomal protein L23
XC_3339,,50S ribosomal protein L4
XC_3340,,50S ribosomal protein L3
XC_3341,S10,30S ribosomal protein S10
XC_3342,,elongation factor Tu
XC_3343,,elongation factor G
XC_3344,,30S ribosomal protein S7
XC_3345,S12,30S ribosomal protein S12
XC_3346,,RNA polymerase beta' subunit
XC_3347,,RNA polymerase beta subunit
XC_3348,,50S ribosomal protein L7/L12
XC_3349,L10,50S ribosomal protein L10
XC_3350,,50S ribosomal protein L1
XC_3351,L11,50S ribosomal protein L11
XC_3352,,transcription antitermination factor
XC_3353,,translocase SecE
XC_4376,,tRNA-Trp
XC_3354,,elongation factor Tu
XC_4377,,tRNA-Thr
XC_4378,,tRNA-Gly
XC_4379,,tRNA-Tyr
XC_3355,,GTP-binding protein
XC_3356,,peptidyl tRNA hydrolase
XC_3357,L25,50S ribosomal protein L25
XC_3358,,phosphoribosyl pyrophosphate synthetase
XC_4380,,tRNA-Gln
XC_3359,,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
XC_3360,,outer membrane lipoprotein precursor
XC_3361,,conserved hypothetical protein
XC_3362,,glutamyl-tRNA reductase
XC_3363,,peptide chain release factor 1
XC_3364,,conserved hypothetical protein
XC_3365,,molybdopterin biosynthesis protein B
XC_3366,,transcriptional regulator
XC_3367,,conserved hypothetical protein
XC_3368,,acylphosphatase
XC_3369,,thioredoxin
XC_3370,,ribonuclease BN
XC_3371,,tryptophan repressor binding protein
XC_3372,,conserved hypothetical protein
XC_3373,,xylanase
XC_3374,,asparaginase
XC_3375,,transcriptional regulator
XC_3376,,extracellular protease
XC_3378,,extracellular protease
XC_3377,,extracellular protease
XC_3379,,extracellular protease
XC_3380,,branched-chain amino acid aminotransferase
XC_3381,,conserved hypothetical protein
XC_3382,,conserved hypothetical protein
XC_3383,,ECF sigma factor
XC_3384,,conserved hypothetical protein
XC_3385,,conserved hypothetical protein
XC_3386,,transcriptional regulator
XC_3387,,hydrolase
XC_3388,,conserved hypothetical protein
XC_3389,,conserved hypothetical protein
XC_3390,,conserved hypothetical protein
XC_3391,,exodeoxyribonuclease IX
XC_3392,,MutT-like protein
XC_3393,,conserved hypothetical protein
XC_3394,,proline iminopeptidase chain A
XC_3395,,protoporphyrinogen oxidase
XC_3396,,alkyl hydroperoxide reductase subunit C
XC_3397,,alkyl hydroperoxide reductase subunit F
XC_3398,,oxidative stress transcriptional regulator
XC_3399,,regulator of nucleoside diphosphate kinase
XC_3400,,transaldolase B
XC_3401,,conserved hypothetical protein
XC_3402,,peptide methionine sulfoxide reductase
XC_3403,,conserved hypothetical protein
XC_3404,,two-component system regulatory protein
XC_3405,,two-component system sensor protein
XC_3406,,two-component system regulatory protein
XC_3407,,conserved hypothetical protein
XC_3408,,glutathione S-transferase
XC_3409,,glutaminyl-tRNA synthetase
XC_3410,,transcriptional regulator
XC_3411,,integral membrane protein
XC_3412,,conserved hypothetical protein
XC_3413,,conserved hypothetical protein
XC_3414,,conserved hypothetical protein
XC_3415,,glucose-fructose oxidoreductase
XC_3416,,gluconolactonase precursor
XC_3417,,conserved hypothetical protein
XC_3418,,conserved hypothetical protein
XC_3419,,transcriptional regulator marR family
XC_3420,,p-hydroxycinnamoyl CoA hydratase/lyase
XC_3421,,aldehyde dehydrogenase
XC_3422,,conserved hypothetical protein
XC_3423,,hypothetical protein
XC_3424,,acid-CoA ligase
XC_3425,,transcriptional regulator
XC_3426,,protocatechuate degradation protein
XC_3427,,"protocatechuate 3,4-dioxygenase beta chain"
XC_3428,,transcriptional regulator gntR family
XC_3429,,conserved hypothetical protein
XC_3430,,conserved hypothetical protein
XC_3431,,hydrolase
XC_3432,VisC,VisC protein
XC_3433,,2-octaprenyl-6-methoxyphenol hydroxylase
XC_3434,,conserved hypothetical protein
XC_3435,,conserved hypothetical protein
XC_3436,,acetoin utilization family protein
XC_3437,,organic solvent tolerance precursor
XC_3438,,peptidyl-prolyl cis-trans isomerase
XC_3439,,pyridoxal phosphate biosynthetic protein
XC_3440,,dimethyladenosine transferase
XC_3441,ApaG,ApaG protein
XC_3442,,diadenosine tetraphosphatase
XC_3443,,dihydrofolate reductase type III
XC_3444,,thymidylate synthase
XC_3445,,prolipoprotein diacylglyceryl transferase
XC_3446,,conserved hypothetical protein
XC_3447,,glycine rich protein
XC_3448,,conserved hypothetical protein
XC_3449,,diacylglycerol kinase
XC_3450,,conserved hypothetical protein
XC_3451,,two-component system sensor protein
XC_3452,,two-component system regulatory protein
XC_3453,,acyl-CoA thioesterase I
XC_3454,,ABC transporter ATP-binding protein
XC_3455,,oxidoreductase
XC_3456,,taurine dioxygenase
XC_3457,,ABC transporter substrate binding protein
XC_3458,,ABC transporter ATP-binding component
XC_3459,,permease
XC_3460,,conserved hypothetical protein
XC_3461,,conserved hypothetical protein
XC_3462,,conserved hypothetical protein
XC_3463,,outer membrane hemin receptor
XC_3464,,conserved hypothetical protein
XC_3465,,hypothetical protein
XC_3466,,voltage-gated potassium channel beta subunit
XC_3467,,nucleoside transporter
XC_3468,,ribokinase
XC_3469,,conserved hypothetical protein
XC_3470,,conserved hypothetical protein
XC_3471,,methionine adenosyltransferase
XC_3472,,hypothetical protein
XC_3473,,phosphoanhydride phosphohydrolase
XC_3474,,TonB-dependent receptor
XC_3475,,conserved hypothetical protein
XC_3476,,conserved hypothetical protein
XC_3477,,conserved hypothetical protein
XC_3478,,transcriptional regulator tetR/acrR family
XC_3479,,phosphoenolpyruvate carboxylase
XC_3481,,conserved hypothetical protein
XC_3482,,adenosylhomocysteinase
XC_3483,,conserved hypothetical protein
XC_3484,,conserved hypothetical protein
XC_3485,,conserved hypothetical protein
XC_3486,,hypothetical protein
XC_3487,,alpha-amylase
XC_3488,,phosphoglycerate mutase
XC_3489,,conserved hypothetical protein
XC_3490,,conserved hypothetical protein
XC_3491,,D-galactose 1-dehydrogenase
XC_3492,,conserved hypothetical protein
XC_3493,,quinone reductase
XC_3494,,conserved hypothetical protein
XC_3495,,conserved hypothetical protein
XC_3496,,"5,10-methylenetetrahydrofolate reductase"
XC_3497,,conserved hypothetical protein
XC_3498,,conserved hypothetical protein
XC_3499,,DGTP-pyrophosphohydrolase
XC_3500,,conserved hypothetical protein
XC_3501,,preprotein translocase SecA subunit
XC_3502,,peptidase
XC_3503,,conserved hypothetical protein
XC_3504,,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
XC_3505,,cell division protein
XC_3506,,cell division protein
XC_3507,,cell division protein
XC_3508,,D-alanine-D-alanine ligase B
XC_3509,,UDP-N-acetylmuramate-alanine ligase
XC_3510,,UDP-N-acetylglucosamine-N- acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
XC_3511,,cell division protein
XC_3512,,phospho-N-acetylmuramoyl-pentapeptide- transferase
XC_3513,,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanyl ligase"
XC_3514,,"UDP-N-acetylmuramoylalanyl-D- glutamate-2,6-diaminopimelate ligase"
XC_3515,,penicillin-binding protein 3
XC_3516,,cell division protein
XC_3517,,cell division protein
XC_3518,,conserved hypothetical protein
XC_3519,,conserved hypothetical protein
XC_3520,,conserved hypothetical protein
XC_3521,,conserved hypothetical protein
XC_3522,,conserved hypothetical protein
XC_3523,,conserved hypothetical protein
XC_3524,,conserved hypothetical protein
XC_3525,,conserved hypothetical protein
XC_3526,,D-lactate dehydrogenase
XC_3527,,conserved hypothetical protein
XC_3528,,two-component system regulatory protein
XC_3529,,two-component system sensor protein
XC_3530,,potassium-transporting ATPase C chain
XC_3531,,potassium-transporting ATPase B chain
XC_3532,,potassium-transporting ATPase A chain
XC_3533,,conserved hypothetical protein
XC_3534,,conserved hypothetical protein
XC_3535,,thiamine-monophosphate kinase
XC_3536,,transcription termination factor NusB
XC_3537,,"6,7-dimethyl-8-ribityllumazine synthase"
XC_3538,,"GTP cyclohydrolase II/3,4-dihydroxy-2-butanone 4-phosphate synthase"
XC_3539,,riboflavin synthase alpha chain
XC_3540,,conserved hypothetical protein
XC_3541,,riboflavin-specific deaminase/5-amino-6-uracil reductase
XC_3542,,acetyltransferase
XC_3543,,conserved hypothetical protein
XC_3544,,serine hydroxymethyltransferase
XC_3545,,conserved hypothetical protein
XC_3546,,ABC transporter ATP-binding protein
XC_3547,,peptide deformylase
XC_3548,,arsenate reductase
XC_3549,,conserved hypothetical protein
XC_3550,,serine protease
XC_3551,,cellulose synthase subunit C
XC_3552,,nicotinate phosphoribosyltransferase
XC_3553,,conserved hypothetical protein
XC_3554,,conserved hypothetical protein
XC_3555,,conserved hypothetical protein
XC_3556,,conserved hypothetical protein
XC_3557,,glycosyl transferase
XC_3558,,conserved hypothetical protein
XC_3559,,putative siderophore receptor
XC_3560,PnuC,PnuC protein
XC_3561,,transcriptional regulator
XC_3562,,conserved hypothetical protein
XC_3563,,general secretion pathway protein D
XC_3564,,general secretion pathway protein N
XC_3565,,general secretion pathway protein M
XC_3566,,general secretion pathway protein L
XC_3567,,general secretion pathway protein K
XC_3568,,general secretion pathway protein J
XC_3569,,general secretion pathway protein I
XC_3570,,general secretion pathway protein H
XC_3571,,general secretion pathway protein G
XC_3572,,general secretion pathway protein F
XC_3573,,general secretion pathway protein E
XC_3575,,protease
XC_3576,,outer membrane protein
XC_3577,,conserved hypothetical protein
XC_3578,,phosphoribosylformylglycinamidine synthetase
XC_3579,,disulfide isomerase
XC_3580,,integrase/recombinase
XC_3581,,conserved hypothetical protein
XC_3582,,conserved hypothetical protein
XC_3583,,conserved hypothetical protein
XC_3584,,conserved hypothetical protein
XC_3585,,aminopeptidase A/I
XC_3586,,DNA polymerase III holoenzyme chi subunit
XC_3587,,conserved hypothetical protein
XC_3588,,valyl-tRNA synthetase
XC_3589,,conserved hypothetical protein
XC_3590,,pectate lyase
XC_3591,,pectate lyase
XC_3592,,ribosomal-protein-alanine acetyltransferase
XC_3593,,conserved hypothetical protein
XC_3594,,phosphatidylserine synthase
XC_3595,,conserved hypothetical protein
XC_3596,,prolyl-tRNA synthetase
XC_3597,,DNA-binding protein
XC_3598,,conserved hypothetical protein
XC_3599,,ABC transporter permease
XC_3600,,ABC transporter ATP-binding protein
XC_3601,,conserved hypothetical protein
XC_3602,,conserved hypothetical protein
XC_3603,,DNA repair system specific for alkylated DNA
XC_3604,,flavoprotein-ubiquinone oxidoreductase
XC_3605,,conserved hypothetical protein
XC_3606,IpsJ,IpsJ protein
XC_3607,,3-oxoadipate CoA-succinyl transferase alpha subunit
XC_3608,,phosphoglucomutase; phosphomannomutase
XC_3609,,phosphomannose isomerase/GDP-mannose pyrophosphorylase
XC_3610,,dTDP-4-dehydrorhamnose reductase
XC_3611,,"dTDP-4-dehydrorhamnose 3,5-epimerase"
XC_3612,,glucose-1-phosphate thymidylyltransferase
XC_3613,,"dTDP-glucose-4,6-dehydratase"
XC_3614,,electron transfer flavoprotein beta subunit
XC_3615,,electron transfer flavoprotein alpha subunit
XC_3616,WxcH,WxcH protein
XC_3617,,aminotransferase
XC_3618,,glycosyltransferase
XC_3619,,acetyl transferase/isomerase
XC_3620,,sugar translocase
XC_3621,,conserved hypothetical protein
XC_3622,,conserved hypothetical protein
XC_3623,ISxcc1,ISxcc1 transposase
XC_3624,ISxcC1,ISxcC1 transposase
XC_3626,,UDP-glucose 4-epimerase
XC_3627,,"putative GDP-mannose 4,6-dehydratase"
XC_3628,WxcE,membrane protein WxcE
XC_3629,WxcD,membrane protein WxcD
XC_3630,,glycosyltransferase
XC_3631,kinase,kinase
XC_3632,,ATP binding component of ABC-transporter
XC_3633,,membrane subunit of LPS efflux transporter
XC_3634,,glycosyltransferase
XC_3635,,cystathionine gamma-lyase-like protein
XC_3636,,cystathionine beta-synthase
XC_3637,,conserved hypothetical protein
XC_3638,,outer membrane protein
XC_3639,,outer membrane protein
XC_3640,,type II secretion system protein-like protein
XC_3641,,maleylacetoacetate isomerase
XC_3642,,fumarylacetoacetate hydrolase
XC_3643,,ATP-dependent RNA helicase
XC_3644,,6-pyruvoyl tetrahydrobiopterin synthase
XC_3645,,conserved hypothetical protein
XC_3646,,dethiobiotin synthetase
XC_3647,,conserved hypothetical protein
XC_3648,,conserved hypothetical protein
XC_3649,,phosphoglycolate phosphatase
XC_3650,,DNA polymerase IV
XC_3651,,beta-hydroxydecanoyl-ACP dehydratase
XC_3652,,beta-ketoacyl-[ACP] synthase I
XC_3653,,oligopeptidase A
XC_3655,,cysteine synthase
XC_3654,,conserved hypothetical protein
XC_3656,,copper resistance protein A precursor
XC_3657,,copper resistance protein B precursor
XC_3658,,lactoylglutathione lyase
XC_3659,,conserved hypothetical protein
XC_3660,,conserved hypothetical protein
XC_3661,,conserved hypothetical protein
XC_3662,,conserved hypothetical protein
XC_3663,,glucosamine-fructose-6-phosphate aminotransferase
XC_3664,,ABC transporter permease
XC_3665,,ABC transporter ATP-binding protein
XC_3666,,ABC transporter ATP-binding protein
XC_3667,,ABC transporter permease
XC_3668,,conserved hypothetical protein
XC_3669,,histidine kinase/response regulator hybrid protein
XC_3670,,similar to histidine kinase/response regulator hybrid protein
XC_3671,IS1404,IS1404 transposase
XC_3672,IS1404,IS1404 transposase
XC_3673,,conserved hypothetical protein
XC_3674,,UDP-N-acetylglucosamine pyrophosphorylase
XC_3675,,conserved hypothetical protein
XC_3676,,chorismate mutase/prephenate dehydratase
